taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
1416797	Dactylopsylla digitenua Prince & Stark, 1951	1416797	Dactylopsylla digitenua Prince & Stark, 1951	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Dactylopsylla	1416788	Dactylopsylla digitenua	1416797	
1416855	Oropsylla labis (Jordan & Rothschild, 1922)	1416855	Oropsylla labis (Jordan & Rothschild, 1922)	4	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Oropsylla	1416848	Oropsylla labis	1416855	
1416962	Eumolpianus orarius (Johnson, 1961)	1416962	Eumolpianus orarius (Johnson, 1961)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Eumolpianus	1416954	Eumolpianus orarius	1416962	
1418745	Stenischia Jordan, 1932	1418745	Stenischia Jordan, 1932	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Stenischia	1418745			
1417561	Nycteridopsylla sakagutii Jameson & Suyemoto, 1955	1417561	Nycteridopsylla sakagutii Jameson & Suyemoto, 1955	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ischnopsyllidae	5324	Nycteridopsylla	1417542	Nycteridopsylla sakagutii	1417561	
1419137	Anomiopsyllus nidiophilus Tipton & Mendez, 1968	1419137	Anomiopsyllus nidiophilus Tipton & Mendez, 1968	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Anomiopsyllus	1419119	Anomiopsyllus nidiophilus	1419137	
1419450	Xenopsylla nuttalli Ioff, 1930	1419450	Xenopsylla nuttalli Ioff, 1930	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pulicidae	8853	Xenopsylla	1419358	Xenopsylla nuttalli	1419450	
1419776	Medwayella batibacula Traub, 1972	1419776	Medwayella batibacula Traub, 1972	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Stivaliidae	5331	Medwayella	1419769	Medwayella batibacula	1419776	
5050814	Ctenophthalmus calceatus cabirus Jordan & Rothschild, 1913	5050814	Ctenophthalmus calceatus cabirus Jordan & Rothschild, 1913	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Ctenophthalmus	1418195	Ctenophthalmus calceatus	5050811	
1417709	Paradoxopsyllus oribatus Lewis, 1974	1417709	Paradoxopsyllus oribatus Lewis, 1974	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Leptopsyllidae	5326	Paradoxopsyllus	1417693	Paradoxopsyllus oribatus	1417709	
1419159	Hystrichopsylla orophila Barrera, 1952	1419159	Hystrichopsylla orophila Barrera, 1952	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Hystrichopsylla	1419147	Hystrichopsylla orophila	1419159	
1419471	Ctenocephalides crataepus (Jordan, 1925)	1419471	Ctenocephalides crataepus (Jordan, 1925)	7	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pulicidae	8853	Ctenocephalides	1419466	Ctenocephalides crataepus	1419471	
5051040	Neopsylla avida Jordan, 1931	5051040	Neopsylla avida Jordan, 1931	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Neopsylla	1418659	Neopsylla avida	5051040	
10309706	BOLD:ACQ7258	10309706	BOLD:ACQ7258	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Neopsylla	1418659	Neopsylla paranoma	5051059	
1416724	Kohlsia linni Hubbard, 1958	1416724	Kohlsia linni Hubbard, 1958	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Kohlsia	1416706	Kohlsia linni	1416724	
1419019	Callistopsyllus Jordan & Rothschild, 1915	1419019	Callistopsyllus Jordan & Rothschild, 1915	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Callistopsyllus	1419019			
1419288	Tunga Jarocki, 1838	1419288	Tunga Jarocki, 1838	1	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Tungidae	5321	Tunga	1419288			
1419458	Xenopsylla graingeri Smit, 1956	1419458	Xenopsylla graingeri Smit, 1956	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pulicidae	8853	Xenopsylla	1419358	Xenopsylla graingeri	1419458	
7198601	Ctenophthalmus nivalis nivalis	7198601	Ctenophthalmus nivalis nivalis	149	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Ctenophthalmus	1418195	Ctenophthalmus nivalis	5050893	
10065688	BOLD:AAC3901	10065688	BOLD:AAC3901	17	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Corrodopsylla	1418572	Corrodopsylla curvata	1418576	
10674089	BOLD:ADZ7954	10674089	BOLD:ADZ7954	5	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Opisodasys	1416589	Opisodasys pseudarctomys	1416601	
1416893	Aetheca Smit, 1983	1416893	Aetheca Smit, 1983	37	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Aetheca	1416893			
1418131	Chiastopsylla capensis De Meillon, 1947	1418131	Chiastopsylla capensis De Meillon, 1947	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Chimaeropsyllidae	8847	Chiastopsylla	1418130	Chiastopsylla capensis	1418131	
1418990	Meringis bilsingi Eads & Menzies, 1949	1418990	Meringis bilsingi Eads & Menzies, 1949	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Meringis	1418978	Meringis bilsingi	1418990	
1419257	Corypsylloides spinata Fox, 1940	1419256	Corypsylla kohlsi Hubbard, 1940	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Corypsylla	1419255	Corypsylla kohlsi	1419256	
1419499	Cediopsylla simplex (Baker, 1895)	1419499	Cediopsylla simplex (Baker, 1895)	186	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pulicidae	8853	Cediopsylla	1419497	Cediopsylla simplex	1419499	
1419558	Pulex larimerius Lewis & Grimaldi, 1997	1419558	Pulex larimerius Lewis & Grimaldi, 1997	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pulicidae	8853	Pulex	1419545	Pulex larimerius	1419558	
1419749	Papuapsylla essarsi Mardon, 1976	1419749	Papuapsylla essarsi Mardon, 1976	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Stivaliidae	5331	Papuapsylla	1419734	Papuapsylla essarsi	1419749	
6194456	Archaeopsylla erinacei maura Jordan & Rothschild, 1912	6194456	Archaeopsylla erinacei maura Jordan & Rothschild, 1912	167	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pulicidae	8853	Archaeopsylla	1419536	Archaeopsylla erinacei	1419537	
7198663	Ceratophyllus celsus celsus	7198663	Ceratophyllus celsus celsus	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Ceratophyllus	1417115	Ceratophyllus celsus	1417189	
1416240	Chaetopsylla setosa Rothschild, 1906	1416240	Chaetopsylla setosa Rothschild, 1906	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Vermipsyllidae	8843	Chaetopsylla	1416217	Chaetopsylla setosa	1416240	
1416526	Ectinorus disjugis Jordan, 1942	1416526	Ectinorus disjugis Jordan, 1942	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Rhopalopsyllidae	8854	Ectinorus	1416509	Ectinorus disjugis	1416526	
1416795	Dactylopsylla megasoma Barrera, 1953	1416795	Dactylopsylla megasoma Barrera, 1953	19	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Dactylopsylla	1416788	Dactylopsylla megasoma	1416795	
1416800	Monopsyllus Kolenati, 1857	1416800	Monopsyllus Kolenati, 1857	425	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Monopsyllus	1416800			
1418624	Agastopsylla pearsoni Traub, 1952	1418624	Agastopsylla pearsoni Traub, 1952	5	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Agastopsylla	1418623	Agastopsylla pearsoni	1418624	
7198614	Typhloceras favosum favosum	7198614	Typhloceras favosum favosum	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Typhloceras	1419027	Typhloceras favosum	1419031	
1417146	Ceratophyllus spinosus Wagner, 1903	1417146	Ceratophyllus spinosus Wagner, 1903	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Ceratophyllus	1417115	Ceratophyllus spinosus	1417146	
1418951	Catallagia mathesoni Jameson, 1950	1418951	Catallagia mathesoni Jameson, 1950	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Catallagia	1418928	Catallagia mathesoni	1418951	
1419161	Hystrichopsylla dippiei Rothschild, 1902	1419161	Hystrichopsylla dippiei Rothschild, 1902	69	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Hystrichopsylla	1419147	Hystrichopsylla dippiei	1419161	
1419655	Notiopsylla enciari Smit, 1957	1419655	Notiopsylla enciari Smit, 1957	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pygiopsyllidae	5329	Notiopsylla	1419649	Notiopsylla enciari	1419655	
5051002	Ctenophthalmus agyrtes provincialis Rothschild, 1910	5051002	Ctenophthalmus agyrtes provincialis Rothschild, 1910	73	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Ctenophthalmus	1418195	Ctenophthalmus agyrtes	5050990	
8754081	Ceratophyllus vison	8754081	Ceratophyllus vison	45	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Ceratophyllus	1417115	Ceratophyllus vison	8754081	
1416478	Parapsyllus struthophilus Smit, 1979	1416478	Parapsyllus struthophilus Smit, 1979	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Rhopalopsyllidae	8854	Parapsyllus	1416477	Parapsyllus struthophilus	1416478	
6194319	Orchopeas caedens caedens	6194319	Orchopeas caedens caedens	8	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Orchopeas	1417004	Orchopeas caedens	1417011	
6194518	Palaeopsylla soricis vesperis Smit, 1975	6194518	Palaeopsylla soricis vesperis Smit, 1975	69	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Palaeopsylla	1419040	Palaeopsylla soricis	1419078	
1416319	Cleopsylla townsendi Rothschild, 1914	1416319	Cleopsylla townsendi Rothschild, 1914	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Stephanocircidae	5330	Cleopsylla	1416318	Cleopsylla townsendi	1416319	
1418856	Rhadinopsylla fraterna (Baker, 1895)	1418856	Rhadinopsylla fraterna (Baker, 1895)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Rhadinopsylla	1418775	Rhadinopsylla fraterna	1418856	
1418998	Meringis arachis (Jordan, 1929)	1418998	Meringis arachis (Jordan, 1929)	106	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Meringis	1418978	Meringis arachis	1418998	
1419447	Xenopsylla bantorum Jordan, 1938	1419447	Xenopsylla bantorum Jordan, 1938	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pulicidae	8853	Xenopsylla	1419358	Xenopsylla bantorum	1419447	
1419726	Orthopsylloides Holland, 1969	1419726	Orthopsylloides Holland, 1969	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Stivaliidae	5331	Orthopsylloides	1419726			
5050791	Ctenophthalmus pseudagyrtes Baker, 1904	5050791	Ctenophthalmus pseudagyrtes Baker, 1904	165	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Ctenophthalmus	1418195	Ctenophthalmus pseudagyrtes	5050791	
6194099	Leptopsylla algira scopolii Brelih & Petrov, 1979	6194099	Leptopsylla algira scopolii Brelih & Petrov, 1979	20	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Leptopsyllidae	5326	Leptopsylla	1417652	Leptopsylla algira	1417661	
6194580	Hystrichopsylla talpae alpina Beaucournu & Launay, 1979	6194580	Hystrichopsylla talpae alpina Beaucournu & Launay, 1979	66	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Hystrichopsylla	1419147	Hystrichopsylla talpae	1419182	
1416318	Cleopsylla Rothschild, 1914	1416318	Cleopsylla Rothschild, 1914	2	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Stephanocircidae	5330	Cleopsylla	1416318			
1416435	Polygenis delpontei Mendez, 1977	1416435	Polygenis delpontei Mendez, 1977	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Rhopalopsyllidae	8854	Polygenis	1416402	Polygenis delpontei	1416435	
5050752	Ctenophthalmus proximus (Wagner, 1903)	5050752	Ctenophthalmus proximus (Wagner, 1903)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Ctenophthalmus	1418195	Ctenophthalmus proximus	5050752	
1419093	Palaeopsylla smiti Peus, 1965	1419093	Palaeopsylla smiti Peus, 1965	184	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Palaeopsylla	1419040	Palaeopsylla smiti	1419093	
1419449	Xenopsylla dipodilli Smit, 1960	1419449	Xenopsylla dipodilli Smit, 1960	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pulicidae	8853	Xenopsylla	1419358	Xenopsylla dipodilli	1419449	
5051014	Ctenophthalmus agyrtes graecus Jordan, 1926	5051014	Ctenophthalmus agyrtes graecus Jordan, 1926	224	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Ctenophthalmus	1418195	Ctenophthalmus agyrtes	5050990	
7198636	Rhopalopsyllus lutzi lutzi	7198636	Rhopalopsyllus lutzi lutzi	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Rhopalopsyllidae	8854	Rhopalopsyllus	1416557	Rhopalopsyllus lutzi	1416558	
10425426	BOLD:ADJ6798	10425426	BOLD:ADJ6798	8	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Nosopsyllus	1417236	Nosopsyllus barbarus	1417338	
1416698	Plusaetis mathesoni (Traub, 1950)	1416698	Plusaetis mathesoni (Traub, 1950)	293	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Plusaetis	1416686	Plusaetis mathesoni	1416698	
1418972	Nearctopsylla brooksi (Rothschild, 1904)	1418972	Nearctopsylla brooksi (Rothschild, 1904)	8	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Nearctopsylla	1418953	Nearctopsylla brooksi	1418972	
6193888	Polygenis axius proximus Guimaraes, 1948	6193888	Polygenis axius proximus Guimaraes, 1948	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Rhopalopsyllidae	8854	Polygenis	1416402	Polygenis axius	1416414	
7198564	Chiastopsylla mulleri mulleri	7198564	Chiastopsylla mulleri mulleri	3	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Chimaeropsyllidae	8847	Chiastopsylla	1418130	Chiastopsylla mulleri	1418150	
10709269	BOLD:ADX2446	10709269	BOLD:ADX2446	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Monopsyllus	1416800	Monopsyllus forficus	1416827	
10811818	BOLD:ADW0691	10811818	BOLD:ADW0691	25	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pulicidae	8853	Xenopsylla	1419358	Xenopsylla brasiliensis	1419396	
10847490	BOLD:ADX1753	10847490	BOLD:ADX1753	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Vermipsyllidae	8843	Vermipsylla	1416255	Vermipsylla alakurt	1416268	
1417872	Odontopsyllus quirosi (Gil Collado, 1934)	1417872	Odontopsyllus quirosi (Gil Collado, 1934)	11	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Leptopsyllidae	5326	Odontopsyllus	1417867	Odontopsyllus quirosi	1417872	
1419020	Callistopsyllus terinus (Rothschild, 1905)	1419020	Callistopsyllus terinus (Rothschild, 1905)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Callistopsyllus	1419019	Callistopsyllus terinus	1419020	
7045056	Thrassis spenceri spenceri	7045056	Thrassis spenceri spenceri	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Thrassis	1416605	Thrassis spenceri	1416623	
1416820	Monopsyllus indages Rothschild, 1908	1416820	Monopsyllus indages Rothschild, 1908	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Monopsyllus	1416800	Monopsyllus indages	1416820	
1417970	Peromyscopsylla zempoalensis Barrera, 1954	1417964	Peromyscopsylla hesperomys (Baker, 1904)	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Leptopsyllidae	5326	Peromyscopsylla	1417927	Peromyscopsylla hesperomys	1417964	
4770143	Eptescopsylla Fox, 1940	4770143	Eptescopsylla Fox, 1940	6	GENUS	DOUBTFUL	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366			Eptescopsylla	4770143			
5050855	Ctenophthalmus nobilis vulgaris Smit, 1955	5050855	Ctenophthalmus nobilis vulgaris Smit, 1955	357	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Ctenophthalmus	1418195	Ctenophthalmus nobilis	5050854	
7045087	Nycteridopsylla ancyluris ancyluris	7045087	Nycteridopsylla ancyluris ancyluris	3	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ischnopsyllidae	5324	Nycteridopsylla	1417542	Nycteridopsylla ancyluris	1417543	
7198602	Ctenophthalmus orientalis orientalis	7198602	Ctenophthalmus orientalis orientalis	48	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Ctenophthalmus	1418195	Ctenophthalmus orientalis	5050900	
7198673	Thrassis aridis aridis	7198673	Thrassis aridis aridis	1	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Thrassis	1416605	Thrassis aridis	1416628	
1416452	Polygenis occidentalis (Cunha, 1914)	1416452	Polygenis occidentalis (Cunha, 1914)	6	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Rhopalopsyllidae	8854	Polygenis	1416402	Polygenis occidentalis	1416452	
1416456	Polygenis trapidoi Mendez, 1977	1416456	Polygenis trapidoi Mendez, 1977	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Rhopalopsyllidae	8854	Polygenis	1416402	Polygenis trapidoi	1416456	
1416522	Ectinorus gallardoi Hastriter, 2001	1416522	Ectinorus gallardoi Hastriter, 2001	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Rhopalopsyllidae	8854	Ectinorus	1416509	Ectinorus gallardoi	1416522	
1416868	Oropsylla alaskensis Baker, 1904	1416868	Oropsylla alaskensis Baker, 1904	15	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Oropsylla	1416848	Oropsylla alaskensis	1416868	
1419308	Moeopsylla sjoestedti Rothschild, 1908	1419308	Moeopsylla sjoestedti Rothschild, 1908	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pulicidae	8853	Moeopsylla	1419307	Moeopsylla sjoestedti	1419308	
6193885	Polygenis platensis platensis	6193885	Polygenis platensis platensis	3	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Rhopalopsyllidae	8854	Polygenis	1416402	Polygenis platensis	1416436	
6194191	Ceratophyllus affinis neglectus Smit, 1958	6194191	Ceratophyllus affinis neglectus Smit, 1958	2	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Ceratophyllus	1417115	Ceratophyllus affinis	1417219	
7198723	Bibikovana laciniosa laciniosa	7198723	Bibikovana laciniosa laciniosa	4	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pygiopsyllidae	5329	Bibikovana	1419593	Bibikovana laciniosa	1419602	
1419243	Doratopsylla wissemani Traub & Evans, 1967	1419243	Doratopsylla wissemani Traub & Evans, 1967	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Doratopsylla	1419226	Doratopsylla wissemani	1419243	
1419607	Bibikovana colossa (Rothschild, 1906)	1419607	Bibikovana colossa (Rothschild, 1906)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pygiopsyllidae	5329	Bibikovana	1419593	Bibikovana colossa	1419607	
5050870	Ctenophthalmus smithersi De Meillon, 1950	5050870	Ctenophthalmus smithersi De Meillon, 1950	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Ctenophthalmus	1418195	Ctenophthalmus smithersi	5050870	
5051114	Neopsylla sasai Jameson & Kumada, 1953	5051114	Neopsylla sasai Jameson & Kumada, 1953	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Hystrichopsyllidae	9010	Neopsylla	1418659	Neopsylla sasai	5051114	
6193924	Sternopsylla distincta texana (C.Fox, 1914)	6193924	Sternopsylla distincta texana (C.Fox, 1914)	46	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ischnopsyllidae	5324	Sternopsylla	1417570	Sternopsylla distincta	1417571	
6194255	Oropsylla tuberculata tuberculata	6194255	Oropsylla tuberculata tuberculata	158	SUBSPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Oropsylla	1416848	Oropsylla tuberculata	1416865	
1416251	Chaetopsylla globiceps (Taschenberg, 1880)	1416251	Chaetopsylla globiceps (Taschenberg, 1880)	51	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Vermipsyllidae	8843	Chaetopsylla	1416217	Chaetopsylla globiceps	1416251	
1416566	Rhopalopsyllus australis (Rothschild, 1904)	1416566	Rhopalopsyllus australis (Rothschild, 1904)	21	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Rhopalopsyllidae	8854	Rhopalopsyllus	1416557	Rhopalopsyllus australis	1416566	
1416767	Macrostylophora levis (Jordan & Rothschild, 1922)	1416767	Macrostylophora levis (Jordan & Rothschild, 1922)	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Macrostylophora	1416735	Macrostylophora levis	1416767	
1417005	Orchopeas nepos (Rothschild, 1905)	1417005	Orchopeas nepos (Rothschild, 1905)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Ceratophyllidae	8846	Orchopeas	1417004	Orchopeas nepos	1417005	
1417747	Sigmactenus sulawesiensis Durden & Beaucournu, 2000	1417747	Sigmactenus sulawesiensis Durden & Beaucournu, 2000	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Leptopsyllidae	5326	Sigmactenus	1417742	Sigmactenus sulawesiensis	1417747	
1419595	Bibikovana gravis (Rothschild, 1908)	1419595	Bibikovana gravis (Rothschild, 1908)	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Siphonaptera	1366	Pygiopsyllidae	5329	Bibikovana	1419593	Bibikovana gravis	1419595	
