"TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","infraorder","superfamily","subfamily"
"CoLx4","x4",NA,NA,NA,NA,NA,NA,NA,"Animalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KINGDOM",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoLx6","x6",NA,NA,"x4",NA,NA,NA,NA,"Arthropoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PHYLUM",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoLx8","x8",NA,NA,"x6",NA,NA,NA,NA,"Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CLASS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoLxA","xA",NA,NA,"x8",NA,NA,NA,NA,"Siphonaptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ORDER",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoLxG4","xG4",NA,NA,"xA",NA,NA,NA,NA,"Stephanocircidoidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUPERFAMILY",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoLxG6","xG6",NA,NA,"xG4",NA,NA,NA,NA,"Stephanocircidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAMILY",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoLxGQ","xGQ",NA,NA,"xG6",NA,NA,NA,NA,"Stephanocircus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENUS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoL122260","122260",NA,NA,"xGQ",NA,NA,NA,NA,"Stephanocircus concinnus Rothschild, 1916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephanocircus",NA,"concinnus",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122270","122270",NA,NA,"xGQ",NA,NA,NA,NA,"Stephanocircus dasyuri Skuse, 1893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephanocircus",NA,"dasyuri",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122340","122340",NA,NA,"xGQ",NA,NA,NA,NA,"Stephanocircus simsoni Rothschild, 1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephanocircus",NA,"simsoni",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122290","122290",NA,NA,"xGQ",NA,NA,NA,NA,"Stephanocircus greeni Traub & Dunnet, 1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephanocircus",NA,"greeni",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122310","122310",NA,NA,"122290",NA,NA,NA,NA,"Stephanocircus greeni tasmanica Traub & Dunnet, 1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephanocircus",NA,"greeni","tasmanica","INFRASPECIFIC_NAME",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122300","122300",NA,NA,"122290",NA,NA,NA,NA,"Stephanocircus greeni greeni Traub & Dunnet, 1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephanocircus",NA,"greeni","greeni","INFRASPECIFIC_NAME",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122280","122280",NA,NA,"xGQ",NA,NA,NA,NA,"Stephanocircus domrowi Traub & Dunnet, 1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephanocircus",NA,"domrowi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122330","122330",NA,NA,"xGQ",NA,NA,NA,NA,"Stephanocircus pectinipes Rothschild, 1915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephanocircus",NA,"pectinipes",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122320","122320",NA,NA,"xGQ",NA,NA,NA,NA,"Stephanocircus harrisoni Traub & Dunnet, 1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephanocircus",NA,"harrisoni",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoLxGN","xGN",NA,NA,"xG6",NA,NA,NA,NA,"Coronapsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENUS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoL122240","122240",NA,NA,"xGN",NA,NA,NA,NA,"Coronapsylla jarvisi (Rothschild, 1908)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coronapsylla",NA,"jarvisi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoLxGL","xGL",NA,NA,"xG6",NA,NA,NA,NA,"Tiarapsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENUS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoL122200","122200",NA,NA,"xGL",NA,NA,NA,NA,"Tiarapsylla bella Johnson, 1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiarapsylla",NA,"bella",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122190","122190",NA,NA,"xGL",NA,NA,NA,NA,"Tiarapsylla argentina Jordan, 1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiarapsylla",NA,"argentina",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122210","122210",NA,NA,"xGL",NA,NA,NA,NA,"Tiarapsylla titschacki Wagner, 1937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tiarapsylla",NA,"titschacki",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoLxGJ","xGJ",NA,NA,"xG6",NA,NA,NA,NA,"Sphinctopsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENUS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoL122140","122140",NA,NA,"xGJ",NA,NA,NA,NA,"Sphinctopsylla inca (Rothschild, 1914)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphinctopsylla",NA,"inca",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122150","122150",NA,NA,"xGJ",NA,NA,NA,NA,"Sphinctopsylla mars (Rothschild, 1898)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphinctopsylla",NA,"mars",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122160","122160",NA,NA,"xGJ",NA,NA,NA,NA,"Sphinctopsylla spillmanni Jordan, 1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphinctopsylla",NA,"spillmanni",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122170","122170",NA,NA,"xGJ",NA,NA,NA,NA,"Sphinctopsylla tolmera (Jordan, 1931)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphinctopsylla",NA,"tolmera",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122130","122130",NA,NA,"xGJ",NA,NA,NA,NA,"Sphinctopsylla diomedes Johnson, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphinctopsylla",NA,"diomedes",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122120","122120",NA,NA,"xGJ",NA,NA,NA,NA,"Sphinctopsylla ares (Rothschild, 1911)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphinctopsylla",NA,"ares",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoLxGC","xGC",NA,NA,"xG6",NA,NA,NA,NA,"Craneopsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENUS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoL121750","121750",NA,NA,"xGC",NA,NA,NA,NA,"Craneopsylla minerva (Rothschild, 1903)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craneopsylla",NA,"minerva",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121760","121760",NA,NA,"121750",NA,NA,NA,NA,"Craneopsylla minerva minerva (Rothschild, 1903)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craneopsylla",NA,"minerva","minerva","INFRASPECIFIC_NAME",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121770","121770",NA,NA,"121750",NA,NA,NA,NA,"Craneopsylla minerva wolffhuegeli (Rothschild, 1909)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craneopsylla",NA,"minerva","wolffhuegeli","INFRASPECIFIC_NAME",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoLxGE","xGE",NA,NA,"xG6",NA,NA,NA,NA,"Nonnapsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENUS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoL121790","121790",NA,NA,"xGE",NA,NA,NA,NA,"Nonnapsylla rothschildi Wagner, 1938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nonnapsylla",NA,"rothschildi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121800","121800",NA,NA,"121790",NA,NA,NA,NA,"Nonnapsylla rothschildi rothschildi Wagner, 1938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nonnapsylla",NA,"rothschildi","rothschildi","INFRASPECIFIC_NAME",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121810","121810",NA,NA,"121790",NA,NA,NA,NA,"Nonnapsylla rothschildi wagneri Johnson, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nonnapsylla",NA,"rothschildi","wagneri","INFRASPECIFIC_NAME",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoLxGG","xGG",NA,NA,"xG6",NA,NA,NA,NA,"Plocopsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENUS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoL121970","121970",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla lewisi Beaucournu & Gallardo, 1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"lewisi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121980","121980",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla nungui Schramm & Lewis, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"nungui",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121950","121950",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla kasogonaga Schramm & Lewis, 1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"kasogonaga",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121960","121960",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla kilya Schramm & Lewis, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"kilya",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121920","121920",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla hector Jordan, 1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"hector",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121940","121940",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla inti Johnson, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"inti",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121910","121910",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla fuegina Beaucournu & Gallardo, 1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"fuegina",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121930","121930",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla heros Jordan, 1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"heros",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121890","121890",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla diana Beaucournu, Gallardo & Launay, 1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"diana",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121900","121900",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla enderleini Wagner, 1933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"enderleini",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121870","121870",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla consobrina Beaucournu & Alcover, 1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"consobrina",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121880","121880",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla crypta Beaucournu & Gallardo, 1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"crypta",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121850","121850",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla athena Schramm & Lewis, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"athena",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121860","121860",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla chiris (Jordan, 1931)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"chiris",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121830","121830",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla achilles (Rothschild, 1911)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"achilles",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121840","121840",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla angusticeps Mahnert, 1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"angusticeps",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122100","122100",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla wolffsohni (Rothschild, 1909)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"wolffsohni",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122090","122090",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla wilesi Beaucournu & Kelt, 1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"wilesi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122070","122070",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla ulysses Hopkins, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"ulysses",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122080","122080",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla viracocha Schramm & Lewis, 1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"viracocha",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122060","122060",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla traubi Del Ponte, 1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"traubi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122050","122050",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla thor Johnson, 1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"thor",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122040","122040",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla silewi Beaucournu & Kelt, 1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"silewi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122030","122030",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla scotinomi Tipton & Mendez, 1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"scotinomi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122020","122020",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla reigi Beaucournu & Gallardo, 1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"reigi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122010","122010",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla phyllisae Smit, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"phyllisae",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL122000","122000",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla phobos Jordan, 1931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"phobos",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121990","121990",NA,NA,"xGG",NA,NA,NA,NA,"Plocopsylla pallas (Rothschild, 1914)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plocopsylla",NA,"pallas",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoLxG8","xG8",NA,NA,"xG6",NA,NA,NA,NA,"Barreropsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENUS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoL121680","121680",NA,NA,"xG8",NA,NA,NA,NA,"Barreropsylla excelsa Jordan, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barreropsylla",NA,"excelsa",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoLxGA","xGA",NA,NA,"xG6",NA,NA,NA,NA,"Cleopsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENUS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoL121730","121730",NA,NA,"xGA",NA,NA,NA,NA,"Cleopsylla vidua Beaucournu & Gallardo, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cleopsylla",NA,"vidua",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121710","121710",NA,NA,"xGA",NA,NA,NA,NA,"Cleopsylla monticola Smit, 1953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cleopsylla",NA,"monticola",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL121720","121720",NA,NA,"xGA",NA,NA,NA,NA,"Cleopsylla townsendi Rothschild, 1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cleopsylla",NA,"townsendi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoLxB2","xB2",NA,NA,"xA",NA,NA,NA,NA,"Ancistropsylloidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUPERFAMILY",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoLxB4","xB4",NA,NA,"xB2",NA,NA,NA,NA,"Ancistropsyllidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAMILY",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoLxB6","xB6",NA,NA,"xB4",NA,NA,NA,NA,"Ancistropsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENUS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoL106900","106900",NA,NA,"xB6",NA,NA,NA,NA,"Ancistropsylla nepalensis Lewis, 1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ancistropsylla",NA,"nepalensis",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL106920","106920",NA,NA,"xB6",NA,NA,NA,NA,"Ancistropsylla siamensis Smit & Toumanoff, 1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ancistropsylla",NA,"siamensis",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL106910","106910",NA,NA,"xB6",NA,NA,NA,NA,"Ancistropsylla roubaudi Toumanoff & Fuller, 1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ancistropsylla",NA,"roubaudi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoLxAU","xAU",NA,NA,"xA",NA,NA,NA,NA,"Coptopsylloidea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUPERFAMILY",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoLxAW","xAW",NA,NA,"xAU",NA,NA,NA,NA,"Coptopsyllidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FAMILY",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoLxAY","xAY",NA,NA,"xAW",NA,NA,NA,NA,"Coptopsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GENUS",NA,NA,NA,NA,"ACCEPTED",NA,NA,NA,NA,NA
"CoL106860","106860",NA,NA,"xAY",NA,NA,NA,NA,"Coptopsylla wassiliewi (Wagner, 1932)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coptopsylla",NA,"wassiliewi",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL106840","106840",NA,NA,"xAY",NA,NA,NA,NA,"Coptopsylla smiti Hubbard, 1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coptopsylla",NA,"smiti",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL106850","106850",NA,NA,"xAY",NA,NA,NA,NA,"Coptopsylla trigona Ioff, 1946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coptopsylla",NA,"trigona",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL106680","106680",NA,NA,"xAY",NA,NA,NA,NA,"Coptopsylla lamellifer (Wagner, 1895)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coptopsylla",NA,"lamellifer",NA,"SPECIES",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL106740","106740",NA,NA,"106680",NA,NA,NA,NA,"Coptopsylla lamellifer rostrata Ioff & Tiflov, 1934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coptopsylla",NA,"lamellifer","rostrata","INFRASPECIFIC_NAME",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
"CoL106750","106750",NA,106740,NA,NA,NA,NA,NA,"Coptopsylla lamellifer immanubriata Ioff & Tiflov, 1934",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coptopsylla",NA,"lamellifer","immanubriata","SUBSPECIES",NA,NA,NA,"ICZN","SYNONYM",NA,NA,NA,NA,NA
"CoL106760","106760",NA,NA,"106680",NA,NA,NA,NA,"Coptopsylla lamellifer tarimensis Yu Xin, Ye Ruiyu & Cao-Hanli, 1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coptopsylla",NA,"lamellifer","tarimensis","INFRASPECIFIC_NAME",NA,NA,NA,"ICZN","ACCEPTED",NA,NA,NA,NA,NA
