"TPTID","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","infraorder","superfamily","subfamily"
"BYU1",NA,NA,NA,NA,NA,NA,NA,NA,"Orthopsylloides orthopsylloides abacetus (Jordan & Rothschild 1922)",NA,NA,NA,NA,NA,1922,NA,NA,NA,NA,"Siphonaptera","Stivaliidae","Orthopsylloides",NA,"orthopsylloides","abacetus",NA,NA,"(Jordan & Rothschild 1922)",NA,NA,NA,NA,NA,"Pygiopsyllomorpha","Pygiopsylloidea",NA
"BYU2",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus evidens abyssinicus Beaucournu, 1991",NA,NA,NA,NA,NA,1991,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"evidens","abyssinicus",NA,NA,"Beaucournu, 1991",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU3",NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus laeviceps acer (Mikulin 1957)",NA,NA,NA,NA,NA,1957,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"laeviceps","acer",NA,NA,"(Mikulin 1957)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU4",NA,NA,NA,NA,NA,NA,NA,NA,"Stenoponia tripectinata acmaea Jordan, 1958",NA,NA,NA,NA,NA,1958,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Stenoponia",NA,"tripectinata","acmaea",NA,NA,"Jordan, 1958",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Stenoponiinae"
"BYU5",NA,NA,NA,NA,NA,NA,NA,NA,"Peromyscopsylla hesperomys adelpha (Rothschild 1906)",NA,NA,NA,NA,NA,1906,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Peromyscopsylla",NA,"hesperomys","adelpha",NA,NA,"(Rothschild 1906)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Leptopsyllinae"
"BYU6",NA,NA,NA,NA,NA,NA,NA,NA,"Megabothris advenarius advenarius (Wagner 1930)",NA,NA,NA,NA,NA,1930,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Megabothris",NA,"advenarius","advenarius",NA,NA,"(Wagner 1930)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU7",NA,NA,NA,NA,NA,NA,NA,NA,"Wagnerina tecta aemulans Mikulin, 1957",NA,NA,NA,NA,NA,1957,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Wagnerina",NA,"tecta","aemulans",NA,NA,"Mikulin, 1957",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Anomiopsyllinae"
"BYU8",NA,NA,NA,NA,NA,NA,NA,NA,"Leptopsylla aethiopica aethiopica (Rothschild 1908)",NA,NA,NA,NA,NA,1908,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Leptopsylla",NA,"aethiopica","aethiopica",NA,NA,"(Rothschild 1908)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Leptopsyllinae"
"BYU9",NA,NA,NA,NA,NA,NA,NA,NA,"Neopsylla affinis affinis Li & Hsieh, 1964",NA,NA,NA,NA,NA,1964,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"affinis","affinis",NA,NA,"Li & Hsieh, 1964",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae"
"BYU10",NA,NA,NA,NA,NA,NA,NA,NA,"Euhoplopsyllus glacialis affinis (Baker 1904)",NA,NA,NA,NA,NA,1904,NA,NA,NA,NA,"Siphonaptera","Pulicidae","Euhoplopsyllus",NA,"glacialis","affinis",NA,NA,"(Baker 1904)",NA,NA,NA,NA,NA,"Pulicomorpha","Pulicoidea  ","Spilopsyllinae"
"BYU11",NA,NA,NA,NA,NA,NA,NA,NA,"Mesopsylla eucta afghan Jordan, 1944",NA,NA,NA,NA,NA,1944,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Mesopsylla",NA,"eucta","afghan",NA,NA,"Jordan, 1944",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Amphipsyllinae"
"BYU12",NA,NA,NA,NA,NA,NA,NA,NA,"Leptopsylla algira agadirensis Hastriter & Tipton, 1975",NA,NA,NA,NA,NA,1975,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Leptopsylla",NA,"algira","agadirensis",NA,NA,"Hastriter & Tipton, 1975",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Leptopsyllinae"
"BYU13",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus agyrtes agyrtes (Heller 1896)",NA,NA,NA,NA,NA,1896,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"agyrtes","agyrtes",NA,NA,"(Heller 1896)",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU14",NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla alaskensis alaskensis Baker, 1904",NA,NA,NA,NA,NA,1904,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Oropsylla",NA,"alaskensis","alaskensis",NA,NA,"Baker, 1904",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU15",NA,NA,NA,NA,NA,NA,NA,NA,"Frontopsylla frontalis alatau Fedina, 1946",NA,NA,NA,NA,NA,1946,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Frontopsylla",NA,"frontalis","alatau",NA,NA,"Fedina, 1946",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Amphipsyllinae"
"BYU16",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus apertus allani Smit, 1955",NA,NA,NA,NA,NA,1955,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"apertus","allani",NA,NA,"Smit, 1955",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU17",NA,NA,NA,NA,NA,NA,NA,NA,"Leptopsylla algira allgira Jordan & Rothschild, 1912",NA,NA,NA,NA,NA,1912,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Leptopsylla",NA,"algira","allgira",NA,NA,"Jordan & Rothschild, 1912",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Leptopsyllinae"
"BYU18",NA,NA,NA,NA,NA,NA,NA,NA,"Chiliopsylla allophyla allophyla (Rothschild 1908)",NA,NA,NA,NA,NA,1908,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Chiliopsylla",NA,"allophyla","allophyla",NA,NA,"(Rothschild 1908)",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU19",NA,NA,NA,NA,NA,NA,NA,NA,"Listropsylla clelura allticola Haeselbarth, 1963",NA,NA,NA,NA,NA,1963,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Listropsylla",NA,"clelura","allticola",NA,NA,"Haeselbarth, 1963",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Listropsyllinae"
"BYU20",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus golovi alpestris Argyropulo, 1935",NA,NA,NA,NA,NA,1935,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"golovi","alpestris",NA,NA,"Argyropulo, 1935",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU21",NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus vagabundus alpestris Jordan, 1926",NA,NA,NA,NA,NA,1926,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Ceratophyllus",NA,"vagabundus","alpestris",NA,NA,"Jordan, 1926",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU22",NA,NA,NA,NA,NA,NA,NA,NA,"Hystrichopsylla talpae alpina Beaucournu & Launay, 1979",NA,NA,NA,NA,NA,1979,NA,NA,NA,NA,"Siphonaptera","Hystrichopsyllidae","Hystrichopsylla",NA,"talpae","alpina",NA,NA,"Beaucournu & Launay, 1979",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Hystrichopsyllinae"
"BYU23",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophyllus armatus altaicus Yu, 1990",NA,NA,NA,NA,NA,1990,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Ctenophyllus",NA,"armatus","altaicus",NA,NA,"Yu, 1990",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Amphipsyllinae"
"BYU24",NA,NA,NA,NA,NA,NA,NA,NA,"Sigmactenus alticola alticola Traub, 1954",NA,NA,NA,NA,NA,1954,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Sigmactenus",NA,"alticola","alticola",NA,NA,"Traub, 1954",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Leptopsyllinae"
"BYU25",NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus turkmenicus altisetus (Ioff 1950)",NA,NA,NA,NA,NA,1950,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"turkmenicus","altisetus",NA,NA,"(Ioff 1950)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU26",NA,NA,NA,NA,NA,NA,NA,NA,"Atyphloceras multidentatus alvarezi Barrera, 1963",NA,NA,NA,NA,NA,1963,NA,NA,NA,NA,"Siphonaptera","Hystrichopsyllidae","Atyphloceras",NA,"multidentatus","alvarezi",NA,NA,"Barrera, 1963",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Hystrichopsyllinae"
"BYU27",NA,NA,NA,NA,NA,NA,NA,NA,"Parapsyllus lynnae alynnae Smit, 1979",NA,NA,NA,NA,NA,1979,NA,NA,NA,NA,"Siphonaptera","Rhopalopsyllidae","Parapsyllus",NA,"lynnae","alynnae",NA,NA,"Smit, 1979",NA,NA,NA,NA,NA,"Pulicomorpha","Malacopsylloidea ","Parapsyllinae"
"BYU28",NA,NA,NA,NA,NA,NA,NA,NA,"Echidnophaga ambulans ambulans Olliff, 1886",NA,NA,NA,NA,NA,1886,NA,NA,NA,NA,"Siphonaptera","Pulicidae","Echidnophaga",NA,"ambulans","ambulans",NA,NA,"Olliff, 1886",NA,NA,NA,NA,NA,"Pulicomorpha","Pulicoidea  ","Pulicinae"
"BYU29",NA,NA,NA,NA,NA,NA,NA,NA,"Leptopsylla taschenbergi amitina Jordan & Rothschild, 1914",NA,NA,NA,NA,NA,1914,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Leptopsylla",NA,"taschenbergi","amitina",NA,NA,"Jordan & Rothschild, 1914",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Leptopsyllinae"
"BYU30",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus audax anarcus Smit, 1976",NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"audax","anarcus",NA,NA,"Smit, 1976",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU31",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus bureschi anatolicus Peus, 1977",NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"bureschi","anatolicus",NA,NA,"Peus, 1977",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU32",NA,NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla ancyluris ancyluris Jordan, 1942",NA,NA,NA,NA,NA,1942,NA,NA,NA,NA,"Siphonaptera","Ischnopsyllidae","Nycteridopsylla",NA,"ancyluris","ancyluris",NA,NA,"Jordan, 1942",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ischnopsyllinae"
"BYU33",NA,NA,NA,NA,NA,NA,NA,NA,"Amalaraeus andersoni andersoni (Rothschild 1908)",NA,NA,NA,NA,NA,1908,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Amalaraeus",NA,"andersoni","andersoni",NA,NA,"(Rothschild 1908)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU34",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus andorrensis andorrensis Smit, 1960",NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"andorrensis","andorrensis",NA,NA,"Smit, 1960",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU35",NA,NA,NA,NA,NA,NA,NA,NA,"Mesopsylla tuschkan andruschkoi Argyropulo, 1946",NA,NA,NA,NA,NA,1946,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Mesopsylla",NA,"tuschkan","andruschkoi",NA,NA,"Argyropulo, 1946",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Amphipsyllinae"
"BYU36",NA,NA,NA,NA,NA,NA,NA,NA,"Afristivalius  pirloti angolae (Reibero 1975)",NA,NA,NA,NA,NA,1975,NA,NA,NA,NA,"Siphonaptera","Stivaliidae","Afristivalius ",NA,"pirloti","angolae",NA,NA,"(Reibero 1975)",NA,NA,NA,NA,NA,"Pygiopsyllomorpha","Pygiopsylloidea",NA
"BYU37",NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus iranus angorensis Aktas, 1999",NA,NA,NA,NA,NA,1999,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"iranus","angorensis",NA,NA,"Aktas, 1999",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU38",NA,NA,NA,NA,NA,NA,NA,NA,"Amalaraeus dissimilis angularis (Tsai, Wu & Liu 1974)",NA,NA,NA,NA,NA,1974,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Amalaraeus",NA,"dissimilis","angularis",NA,NA,"(Tsai, Wu & Liu 1974)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU39",NA,NA,NA,NA,NA,NA,NA,NA,"Amalaraeus dissimilis angulatus (Violovich 1961)",NA,NA,NA,NA,NA,1961,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Amalaraeus",NA,"dissimilis","angulatus",NA,NA,"(Violovich 1961)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU40",NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus maurus angustus Beaucournu & Launay, 1988",NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"maurus","angustus",NA,NA,"Beaucournu & Launay, 1988",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU41",NA,NA,NA,NA,NA,NA,NA,NA,"Ornithophaga anomala anomala Mikulin, 1957",NA,NA,NA,NA,NA,1957,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Ornithophaga",NA,"anomala","anomala",NA,NA,"Mikulin, 1957",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Amphipsyllinae"
"BYU42",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus ansorgei ansorgei Rothschild, 1907",NA,NA,NA,NA,NA,1907,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"ansorgei","ansorgei",NA,NA,"Rothschild, 1907",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU43",NA,NA,NA,NA,NA,NA,NA,NA,"Parapsyllus nestoris antichthones Smit, 1979",NA,NA,NA,NA,NA,1979,NA,NA,NA,NA,"Siphonaptera","Rhopalopsyllidae","Parapsyllus",NA,"nestoris","antichthones",NA,NA,"Smit, 1979",NA,NA,NA,NA,NA,"Pulicomorpha","Malacopsylloidea ","Parapsyllinae"
"BYU44",NA,NA,NA,NA,NA,NA,NA,NA,"Adoratopsylla antiquorum antiquorum (Rothschild 1904)",NA,NA,NA,NA,NA,1904,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Adoratopsylla",NA,"antiquorum","antiquorum",NA,NA,"(Rothschild 1904)",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Doratopsyllinae"
"BYU45",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus apertus apertus Jordan & Rothschild, 1921",NA,NA,NA,NA,NA,1921,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"apertus","apertus",NA,NA,"Jordan & Rothschild, 1921",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU46",NA,NA,NA,NA,NA,NA,NA,NA,"Stivalius aporus aporus Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,1922,NA,NA,NA,NA,"Siphonaptera","Stivaliidae","Stivalius",NA,"aporus","aporus",NA,NA,"Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,"Pygiopsyllomorpha","Pygiopsylloidea",NA
"BYU47",NA,NA,NA,NA,NA,NA,NA,NA,"Geusibia apromina apromina Liu, Cai & Wu, 1980",NA,NA,NA,NA,NA,1980,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Geusibia",NA,"apromina","apromina",NA,NA,"Liu, Cai & Wu, 1980",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Amphipsyllinae"
"BYU48",NA,NA,NA,NA,NA,NA,NA,NA,"Rhinolophopsylla unipectinata arabs Jordan & Rothschild, 1921",NA,NA,NA,NA,NA,1921,NA,NA,NA,NA,"Siphonaptera","Ischnopsyllidae","Rhinolophopsylla",NA,"unipectinata","arabs",NA,NA,"Jordan & Rothschild, 1921",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ischnopsyllinae"
"BYU49",NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus aralis aralis (Argyropulo 1946)",NA,NA,NA,NA,NA,1946,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"aralis","aralis",NA,NA,"(Argyropulo 1946)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU50",NA,NA,NA,NA,NA,NA,NA,NA,"Coptopsylla lamellifer ardua Jordan & Rothschild, 1915",NA,NA,NA,NA,NA,1915,NA,NA,NA,NA,"Siphonaptera","Coptopsyllidae","Coptopsylla",NA,"lamellifer","ardua",NA,NA,"Jordan & Rothschild, 1915",NA,NA,NA,NA,NA,"Pulicomorpha","Coptopsylloidea",NA
"BYU51",NA,NA,NA,NA,NA,NA,NA,NA,"Neopsylla pleskei ariana Ioff, 1946",NA,NA,NA,NA,NA,1946,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"pleskei","ariana",NA,NA,"Ioff, 1946",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae"
"BYU52",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophyllus armatus armatus (Wagner 1901)",NA,NA,NA,NA,NA,1901,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Ctenophyllus",NA,"armatus","armatus",NA,NA,"(Wagner 1901)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Amphipsyllinae"
"BYU53",NA,NA,NA,NA,NA,NA,NA,NA,"Neopsylla pleskei armeniaca Ioff & Argyropulo, 1934",NA,NA,NA,NA,NA,1934,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"pleskei","armeniaca",NA,NA,"Ioff & Argyropulo, 1934",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae"
"BYU54",NA,NA,NA,NA,NA,NA,NA,NA,"Ophthalmopsylla volgensis arnoldi Wagner & Argyropulo, 1934",NA,NA,NA,NA,NA,1934,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Ophthalmopsylla",NA,"volgensis","arnoldi",NA,NA,"Wagner & Argyropulo, 1934",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Amphipsyllinae"
"BYU55",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus baeticus arvernus Jordan, 1931",NA,NA,NA,NA,NA,1931,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"baeticus","arvernus",NA,NA,"Jordan, 1931",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU56",NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus sarius aryanus Smit, 1960",NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"sarius","aryanus",NA,NA,"Smit, 1960",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU57",NA,NA,NA,NA,NA,NA,NA,NA,"Monopsyllus sciurorum asiaticus Ioff, 1936",NA,NA,NA,NA,NA,1936,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Monopsyllus",NA,"sciurorum","asiaticus",NA,NA,"Ioff, 1936",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU58",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus secundus asiaticus Argyropulo, 1935",NA,NA,NA,NA,NA,1935,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"secundus","asiaticus",NA,NA,"Argyropulo, 1935",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU59",NA,NA,NA,NA,NA,NA,NA,NA,"Megabothris asio asio (Baker 1904)",NA,NA,NA,NA,NA,1904,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Megabothris",NA,"asio","asio",NA,NA,"(Baker 1904)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU60",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus niethammeri aspromontis Beaucournu, Valle & Launay, 1981",NA,NA,NA,NA,NA,1981,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"niethammeri","aspromontis",NA,NA,"Beaucournu, Valle & Launay, 1981",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU61",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus assimilis assimilis (Taschenberg 1880)",NA,NA,NA,NA,NA,1880,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"assimilis","assimilis",NA,NA,"(Taschenberg 1880)",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU62",NA,NA,NA,NA,NA,NA,NA,NA,"Typhloceras favosum asunicum Jordan, 1938",NA,NA,NA,NA,NA,1938,NA,NA,NA,NA,"Siphonaptera","Hystrichopsyllidae","Typhloceras",NA,"favosum","asunicum",NA,NA,"Jordan, 1938",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Hystrichopsyllinae"
"BYU63",NA,NA,NA,NA,NA,NA,NA,NA,"Callopsylla sparsilis atallahi (Lewis 1971)",NA,NA,NA,NA,NA,1971,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Callopsylla",NA,"sparsilis","atallahi",NA,NA,"(Lewis 1971)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU64",NA,NA,NA,NA,NA,NA,NA,NA,"Amalaraeus dissimilis athabascae (Holland 1952)",NA,NA,NA,NA,NA,1952,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Amalaraeus",NA,"dissimilis","athabascae",NA,NA,"(Holland 1952)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU65",NA,NA,NA,NA,NA,NA,NA,NA,"Palaeopsylla atlantica atlantica Jordan & Rothschild, 1912",NA,NA,NA,NA,NA,1912,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Palaeopsylla",NA,"atlantica","atlantica",NA,NA,"Jordan & Rothschild, 1912",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU66",NA,NA,NA,NA,NA,NA,NA,NA,"Leptopsylla algira atlantidis Beaucournu, 1993",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"Siphonaptera","Leptopsyllidae","Leptopsylla",NA,"algira","atlantidis",NA,NA,"Beaucournu, 1993",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Leptopsyllinae"
"BYU67",NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus iranus attenuates Smit, 1960",NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"iranus","attenuates",NA,NA,"Smit, 1960",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae"
"BYU68",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus audax audax Jordan & Rothschild, 1913",NA,NA,NA,NA,NA,1913,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Ctenophthalmus",NA,"audax","audax",NA,NA,"Jordan & Rothschild, 1913",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae"
"BYU69",NA,NA,NA,NA,NA,NA,NA,NA,"Lagaropsylla mera australiaca Beaucournu & Kock, 1994",NA,NA,NA,NA,NA,1994,NA,NA,NA,NA,"Siphonaptera","Ischnopsyllidae","Lagaropsylla",NA,"mera","australiaca",NA,NA,"Beaucournu & Kock, 1994",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ischnopsyllinae"
