Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,Polygenis pradoi,,,,,Slide,Neotropical,Argentina; Brazil; Venezuela,,,,,,,,,,,18,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/14/2016 16:19,http://n2t.net/ark:/65665/3a9f5e95b-1139-4d54-940f-675897c5bc5a
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,Tiamastus cavicola,,,,,Slide,Neotropical,Argentina; Columbia,,,,,,,,,,,17,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/3438821c3-7f4b-46b5-a896-523a0d9b971d
,,Species Inventory,Insecta,Siphonaptera,Stephanocircidae,"Craneopsylla minerva minerva (Rothschild, 1903)",,,,,Slide,Neotropical,Argentina; Bolivia; Peru; Venezuela,,,,,,,,,,,17,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:19,http://n2t.net/ark:/65665/33d265cec-b219-451f-921b-e30b7f4df603
,,Species Inventory,Insecta,Siphonaptera,Stephanocircidae,Craneopsylla minerva,,,,,Slide,Neotropical,Argentina,,,,,,,,,,,26,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/3d2ad97c4-8a68-40b7-94f5-7dcdf0bb24a5
,,Species Inventory,Insecta,Siphonaptera,Stephanocircidae,"Craneopsylla minerva wolffhuegeli (Rothschild, 1909)",,,,,Slide,Neotropical,Argentina; Brazil,,,,,,,,,,,11,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/34916e5e2-c8fc-4220-a74f-c1e058b16c65
,,Species Inventory,Insecta,Siphonaptera,Stephanocircidae,Plocopsylla unidentified,,,,,Slide,Neotropical,Argentina; Venezuela,,,,,,,,,,,5,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:19,http://n2t.net/ark:/65665/37103d7de-5115-4eeb-a2fb-432047f90e9c
,,Species Inventory,Insecta,Siphonaptera,Malacopsyllidae,Malacopsylla unidentified,,,,,Slide,Neotropical,Argentina,,,,,,,,,,,12,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/34c063bf7-1191-41e3-9952-ccf94e10b009
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Delostichus talis (Jordan, 1936)",,,,,Slide,Neotropical,Argentina,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/396ecd82f-b364-4d20-a4e3-2ca3a50f9ca4
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Ectinorus (Panallius) galeanus Jordan, 1939",,,,,Slide,Neotropical,Argentina,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/3a989dd8f-eea0-4b2f-a451-ec78c14f4e99
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,Parapsyllus unidentified,,,,,Slide,Neotropical,Argentina,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/3f3900275-7490-4ac6-85f1-30e5f5ba6b3c
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Polygenis (Neopolygenis) puelche Del Ponte, 1967",,,,,Slide,Neotropical,Argentina,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/31ec514aa-5837-467b-9a11-d5735b37809b
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Polygenis (Polygenis) acodontis (Jordan & Rothschild, 1923)",,,,,Slide,Neotropical,Argentina,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/39400cebb-9264-4d7c-a0af-09e2254af008
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Polygenis (Polygenis) atopus (Jordan & Rothschild, 1922)",,,,,Slide,Neotropical,Argentina; Brazil; Panama; Venezuela,,,,,,,,,,,53,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:19,http://n2t.net/ark:/65665/3b1323c5c-503c-4240-9959-04e27f7a4f65
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Polygenis (Polygenis) axius axius (Jordan & Rothschild, 1923)",,,,,Slide,Neotropical,Argentina,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/38646dab5-9038-44c3-a1d4-6b68e745efab
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,Polygenis (Polygenis) axius,,,,,Slide,Neotropical,Argentina,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/3c482e5b2-676b-457b-8a80-09742e25621d
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Polygenis (Polygenis) byturus (Jordan & Rothschild, 1923)",,,,,Slide,Neotropical,Argentina,,,,,,,,,,,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/3181e86a6-67cf-4ebe-b3aa-c8ddc977f379
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Polygenis (Polygenis) platensis cisandinus (Jordan, 1939)",,,,,Slide,Neotropical,Argentina,,,,,,,,,,,5,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/37b42b90b-0a30-486a-a4aa-61eb608f303b
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Polygenis (Polygenis) platensis platensis (Jordan & Rothschild, 1908)",,,,,Slide,Neotropical,Argentina; Uruguay,,,,,,,,,,,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/3524cf39c-e9af-4578-8b18-a170f6b53bb8
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Polygenis (Polygenis) pygaerus (Wagner, 1937)",,,,,Slide,Neotropical,Argentina; Brazil,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/334cb65fa-65ea-49a9-91c2-7514cc3b089e
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Polygenis (Polygenis) rimatus (Jordan, 1932)",,,,,Slide,Neotropical,Argentina; Brazil,,,,,,,,,,,16,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/3ec1c8ac3-dfcd-4b2d-a11b-4b68f876299d
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,Polygenis (Polygenis) unidentified,,,,,Slide,Neotropical,Argentina; Mexico; Trinidad; Venezuela,,,,,,,,,,,27,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:19,http://n2t.net/ark:/65665/3497efbf3-a731-46c0-9e5c-e069b8488fe1
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Tiamastus callens (Jordan & Rothschild, 1923)",,,,,Slide,Neotropical,Argentina,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/3821b95e0-8373-4aad-9bfa-aa92bbe336a1
,,Species Inventory,Insecta,Siphonaptera,Tungidae,"Hectopsylla stomis Jordan, 1925",,,,,Slide,Neotropical,Argentina,,,,,,,,,,,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 18:39,http://n2t.net/ark:/65665/39cc651bd-18f2-41bc-afc2-f5035e985fef
,,Species Inventory,Insecta,Siphonaptera,Tungidae,"Rhynchopsyllus pulex Haller, 1880",,,,,Slide,Nearctic; Neotropical,Argentina; Bolivia; Brazil; Colombia; United States (Texas); Venezuela,,,,,,,,,,,16,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/7/2016 20:18,http://n2t.net/ark:/65665/32cf8ccd3-5004-48a3-aacc-eeacd0fdface
,,Species Inventory,Insecta,Siphonaptera,Tungidae,"Tunga (Tunga) penetrans Linnaeus, 1758",,,,,Slide,Afrotropical; Nearctic; Neotropical; Oriental,Argentina; Brazil; Burundi; Guatemala; Liberia; Mexico; Peru; Philippines; Tanzania; Uganda; United States (Puerto Rico); Zaire,,,,,,,,,,,29,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/7/2016 20:18,http://n2t.net/ark:/65665/379937c23-78fc-4eb7-accc-96c9e7bee30f
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,Leptopsylla segnis,,,,,Slide,Afrotropical; Australasian; Nearctic; Neotropical; Oriental; Palaearctic,"Australia; Austria; China; Colombia; Costa Rica; Egypt (Rica); Eritrea; Germany; Hungary; Italy; Japan; Kenya; Libya; Madagascar; Mexico; Morocco; Nepal; Norway; Peru; South Africa; Sweden (Africa); Taiwan; Turkey; United States (Alabama, Arizona, California, Florida, Georgia, Hawaii, Louisiana, New York, Oregon, South Carolina, Texas); Venezuela",,,,,,,,,,,422,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,3/1/2019 16:35,http://n2t.net/ark:/65665/312d63a76-a03f-4707-8182-dee6faededd0
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,Nosopsyllus (Nosopsyllus) londiniensis,,,,,Slide,Australasian,Australia,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,12/22/2016 16:10,http://n2t.net/ark:/65665/3e6501f49-2b8d-4ded-ab10-518857307175
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,Echidnophaga gallinacea,,,,,Slide,Afrotropical; Australasian; Nearctic; Neotropical; Oceanian; Palaearctic,"Australia; Bahamas; Botswana; Congo; Egypt; El Salvador; Iran; Ivory Coast; Japan; Kenya; Madagascar; Mauritania; Mexico; Morocco; Mozambique; Namibia; Panama; Peru; Russia; Senegal; South Africa; Sudan; Tanzania; Thailand; Turkey; Uganda; United States (Alabama, Arizona, Arkansas, California, Colorado, Florida, Georgia, Hawaii, Kansas, Mississippi, New Mexico, North Carolina, Oklahoma, Oregon, Puerto Rico, South Carolina, Texas, Utah, Virginia, Washington)",,,,,,,,,,,2813,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,3/1/2019 16:35,http://n2t.net/ark:/65665/3bcc34791-cee8-4bcd-b647-83a14d479554
,,Species Inventory,Insecta,Siphonaptera,Macropsyllidae,"Macropsylla hercules Rothschild, 1905",,,,,Slide,Australasian,Australia,,,,,,,,,,,25,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:08,http://n2t.net/ark:/65665/3d7b3692f-0f99-4e3b-bcbb-b0eccf19f3bb
,,Species Inventory,Insecta,Siphonaptera,Stephanocircidae,"Stephanocircus concinnis Rothschild, 1916",,,,,Slide,Australasian,Australia,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:08,http://n2t.net/ark:/65665/32337c4c2-c60b-43dd-b304-22cac5726701
,,Species Inventory,Insecta,Siphonaptera,Stephanocircidae,"Stephanocircus dasyuri Skuse, 1893",,,,,Slide,Australasian,Australia,,,,,,,,,,,31,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:09,http://n2t.net/ark:/65665/32202a151-0dd5-43bb-95ea-9edec48361c1
,,Species Inventory,Insecta,Siphonaptera,Stephanocircidae,"Stephanocircus domrowi Traub & Dunnet, 1973",,,,,Slide,Australasian,Australia,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:09,http://n2t.net/ark:/65665/3f551e3fd-82b1-47f1-ab3f-f027505d4b08
,,Species Inventory,Insecta,Siphonaptera,Stephanocircidae,"Stephanocircus harrisoni Traub & Dunnet, 1973",,,,,Slide,Australasian,Australia,,,,,,,,,,,15,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:09,http://n2t.net/ark:/65665/3bf2a12b6-8def-44d7-a092-e63bae6a80d5
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Parapsyllus australiacus Rothschild, 1909",,,,,Slide,Australasian,Australia,,,,,,,,,,,16,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:09,http://n2t.net/ark:/65665/38ddf5d2c-2ab4-46e9-a71a-92863b99ffd4
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Ctenocephalides felis felis (Bouche, 1835)",,,,,Slide,Afrotropical; Australasian; Nearctic; Neotropical; Oriental; Palaearctic,"Australia; Barbados; Belize; Botswana; Brazil; Burma; Chile; China; Cuba; Ecuador; Egypt; Federated States of Microesia (Caroline Islands); France; Guatemala; Indonesia; Iraq; Kenya; Laos; Madagascar; Malaysia; Mexico; Morocco; Mozambique; Namibia; Nepal; Nicaragua; Papua New Guinea; United States (Arkansas, California, Florida, Georgia, Guam, Hawaii, Iowa, Kentucky, Maine, Maryland, Massachusetts, New Jersey, North Carolina, Ohio, Oklahoma, Oregon, South Carolina, Tennessee, Texas, Virginia)",,,,,,,,,,,309,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/7/2016 21:12,http://n2t.net/ark:/65665/31cb3553e-8563-4f56-a2f9-67a41c6ffe19
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Echidnophaga myrmecobii Rothschild, 1909",,,,,Slide,Australasian,Australia,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:09,http://n2t.net/ark:/65665/35d3da80c-ebd0-46b7-8baa-03cc9c607c55
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla cheopis cheopis (Rothschild, 1903)",,,,,Slide,Afrotropical; Australasian; Nearctic; Neotropical; Oceanian; Palaearctic,"[Not Stated] (Malay); Australia; Benin; Brazil; Burkina Faso; Burma; China; Colombia; Costa Rica; Cuba; Egypt; Eritrea; Ethiopia; Ghana; India; Indonesia; Iran; Iraq; Israel; Ivory Coast; Jamaica; Japan; Kenya; Korea; Liberia; Libya; Madagascar; United Kingdom (Saint Helena, Ascension and Tristan da Cunha, Ascension Island); United States (Alabama, Arizona, Arkansas, California, District of Columbia, Florida, Georgia, Guam, Hawaii, Illinois, Iowa, Kansas, Kentucky, Louisiana, Maryland, Massachusetts, Michigan, Missouri, Nebraska, New Hampshire, New Mexico, New York, North Carolina, Ohio, Oregon, Rhode Island, South Carolina, Texas, Vermont, Virginia, Washington, West Virginia, Wyoming)",,,,,,,,,,,2019,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/7/2016 20:18,http://n2t.net/ark:/65665/30af7e134-244e-43dd-bb48-0c0ef3148201
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla vexabilis Jordan, 1925",,,,,Slide,Australasian; Nearctic; Oriental,Australia; Indonesia; New Guinea; United States (Hawaii),,,,,,,,,,,168,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/7/2016 20:18,http://n2t.net/ark:/65665/33cf7a0b8-8120-4d17-a16d-ef7c5dd167ef
,,Species Inventory,Insecta,Siphonaptera,Lycopsyllidae,"Bradiopsylla echidnae (Denny, 1843)",,,,,Slide,Australasian; Palaearctic,Australia; England,,,,,,,,,,,9,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:09,http://n2t.net/ark:/65665/37d617fff-0169-4786-a33e-1dc7607a7c42
,,Species Inventory,Insecta,Siphonaptera,Lycopsyllidae,"Choristopsylla ochi (Rothschild, 1904)",,,,,Slide,Australasian,Australia,,,,,,,,,,,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:09,http://n2t.net/ark:/65665/39b7688f0-1532-4d8c-a360-25c5854aaf37
,,Species Inventory,Insecta,Siphonaptera,Lycopsyllidae,"Lycopsylla nova Rothschild, 1904",,,,,Slide,Australasian,Australia,,,,,,,,,,,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:09,http://n2t.net/ark:/65665/320ed407e-5089-4b07-8ddd-e2a368a2a3ea
,,Species Inventory,Insecta,Siphonaptera,Pygiopsyllidae,"Acanthopsylla pavida (Rothschild, 1916)",,,,,Slide,Australasian,Australia,,,,,,,,,,,10,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:09,http://n2t.net/ark:/65665/3a560c782-afd9-4646-b0d9-b0b0acbb772d
,,Species Inventory,Insecta,Siphonaptera,Pygiopsyllidae,Acanthopsylla rothschildi,,,,,Slide,Australasian,Australia,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:09,http://n2t.net/ark:/65665/3c62734d6-670e-46d5-aabd-94930e7e0097
,,Species Inventory,Insecta,Siphonaptera,Pygiopsyllidae,"Bibikovana iridis (Holland, 1971)",,,,,Slide,Australasian,Australia; New Guinea,,,,,,,,,,,53,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:09,http://n2t.net/ark:/65665/36f8ced72-216a-4a6e-b5cf-8bcd13a3a88b
,,Species Inventory,Insecta,Siphonaptera,Pygiopsyllidae,Bibikovana rainbowi,,,,,Slide,Australasian,Australia,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:10,http://n2t.net/ark:/65665/3a67bc03f-2bda-458b-987c-76df9e09f24e
,,Species Inventory,Insecta,Siphonaptera,Pygiopsyllidae,"Bibikovana sinuata (Holland, 1971)",,,,,Slide,Australasian,Australia,,,,,,,,,,,7,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:10,http://n2t.net/ark:/65665/33eec56b6-b044-4bea-83dc-8978172793ed
,,Species Inventory,Insecta,Siphonaptera,Pygiopsyllidae,"Pygiopsylla hoplia Jordan & Rothschild, 1922",,,,,Slide,Australasian,Australia; Tasmania,,,,,,,,,,,167,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:10,http://n2t.net/ark:/65665/3a34871c1-e85e-4200-b580-20b7f8f800df
,,Species Inventory,Insecta,Siphonaptera,Pygiopsyllidae,"Pygiopsylla phiola Smit, 1979",,,,,Slide,Australasian,Australia,,,,,,,,,,,32,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:10,http://n2t.net/ark:/65665/334c1584e-d8e4-4d9f-b467-31f3e4055503
,,Species Inventory,Insecta,Siphonaptera,Pygiopsyllidae,Pygiopsylla unidentified,,,,,Slide,Australasian,Australia; New Guinea,,,,,,,,,,,19,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:10,http://n2t.net/ark:/65665/3132946e7-b1c8-4b27-ab21-309e04584a44
,,Species Inventory,Insecta,Siphonaptera,Stivaliidae,"Metastivalius rectus (Jordan & Rothschild, 1911)",,,,,Slide,Australasian,Australia,,,,,,,,,,,13,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/22/2016 16:10,http://n2t.net/ark:/65665/323c599ba-ac34-4362-9c54-919a9ddcf171
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Ceratophyllus (Ceratophyllus) gallinae (Schrank, 1803)",,,,,Slide,Nearctic; Oceanian; Palaearctic,"Austria; Belgium; Canada (Nova Scotia, Ontario); England; Finland; France; Germany; Japan; Netherlands; NewZealand; Scotland; United States (Deleware, Maine, Manitoba, Massachusetts, Michigan, New Hampshire, New Jersey, New York, Vermont, Wisconsin)",,,,,,,,,,,81,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/7/2016 20:19,http://n2t.net/ark:/65665/3b21e901c-f454-4361-aa4e-d1f9cad54407
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Palaeopsylla kohauti Dampf, 1911",,,,,Slide,Palaearctic,Austria,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/6/2017 16:24,http://n2t.net/ark:/65665/3b88cfc9a-6a67-49e3-85bc-add7cc2297c8
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Palaeopsylla remota Jordan, 1929",,,,,Slide,Oriental; Palaearctic,Austria; Taiwan,,,,,,,,,,,9,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/6/2017 19:42,http://n2t.net/ark:/65665/38cfdeae2-a71c-4f60-ab89-c2bbcc9273ac
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ctenophthalmus) agyrtes agyrtes (Heller, 1896)",,,,,Slide,Palaearctic,Austria; Denmark (Iceland); England; Germany; Netherlands; Sweden,,,,,,,,,,,69,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:23,http://n2t.net/ark:/65665/353bdc2ce-d351-4e3a-849d-e10eee9af07e
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,Ctenophthalmus (Ctenophthalmus) agyrtes,,,,,Slide,Palaearctic,Austria; Germany; Netherlands; Norway; Sweden,,,,,,,,,,,81,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:17,http://n2t.net/ark:/65665/31a38d93d-ffaf-441f-9980-66b18559c9b4
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,Polygenis frustratus,,,,,Slide,Neotropical,Belize; Brazil; Venezuela,,,,,,,,,,,23,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/14/2016 16:19,http://n2t.net/ark:/65665/3c8777b16-b008-4bfc-8fb3-628c2eb18fd0
,,Species Inventory,Insecta,Siphonaptera,Tungidae,"Hectopsylla pulex (Haller, 1880)",,,,,Slide,Neotropical,Bolivia,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/30/2016 18:53,http://n2t.net/ark:/65665/3b2a22a45-d10a-4ed6-96f2-945f74c90fc6
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,"Chiastopsylla godfreyi Waterston, 1913",,,,,Slide,Afrotropical,Botswana; Lesotho; South Africa,,,,,,,,,,,494,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/3e4c74816-472b-4faf-b98b-16e3085c9d83
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,Chiastopsylla unidentified,,,,,Slide,Afrotropical,Botswana; South Africa,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/37dd57c17-f9ed-4874-b6b6-6642889931a4
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,Epirimia unidentified,,,,,Slide,Afrotropical,Botswana; South Africa,,,,,,,,,,,9,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/3d36f4b83-0cb8-47bb-a0dc-52a06ff1d1e3
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,Dinopsyllus (Dinopsyllus) unidentified,,,,,Slide,Afrotropical,Botswana; South Africa; Zimbabwe,,,,,,,,,,,13,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3342992b2-0d4e-44e2-9d4f-3ea4e084db3c
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Listropsylla agrippinae (Rothschild, 1904)",,,,,Slide,Afrotropical,Botswana; South Africa,,,,,,,,,,,176,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3d2b1ef88-fb31-40de-a4f6-8ba174ee9703
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Listropsylla dorippae (Rothschild, 1904)",,,,,Slide,Afrotropical,Botswana; South Africa,,,,,,,,,,,31,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/31309a8de-35af-4ba2-9ca2-871449925bc1
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Listropsylla prominens Jordan, 1930",,,,,Slide,Afrotropical,Botswana; Mozambique; South Africa; Zimbabwe,,,,,,,,,,,13,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3c4bdecb0-6c76-441a-8146-9850e211f47c
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,Listropsylla unidentified,,,,,Slide,Afrotropical,Botswana; South Africa; Zimbabwe,,,,,,,,,,,109,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/35b3c1d21-949b-497e-9dfe-f48417b89330
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Ctenocephalides damarensis Jordan, 1936",,,,,Slide,Afrotropical,Botswana; Ghana; Kenya; Mozambique; Senegal; South Africa; Tanzania; Zimbabwe,,,,,,,,,,,854,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/30b9e6117-64c8-4c2a-9b0b-8718ce38e945
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Ctenocephalides connatus (Jordan, 1925)",,,,,Slide,Afrotropical; Palaearctic,Botswana; Egypt; Mozambique; Namibia; South Africa,,,,,,,,,,,375,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/395425121-afbd-45e2-b5a8-4dd8b8a903e3
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Echidnophaga aethiops Jordan & Rothschild, 1906",,,,,Slide,Afrotropical,Botswana; Kenya; Tanzania,,,,,,,,,,,10,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 17:08,http://n2t.net/ark:/65665/35c259df0-631d-42b7-95f4-147b8b07782d
