Catalog Number,Barcode,Catalog,Class,Order,Family,Scientific Name,Type Status,Type Citation,Other Identifications,Sex and Stage,Preparation,Bioregion,Distribution,Country,Province/State,District/County,Precise Locality,Elevation (m),Centroid Latitude,Centroid Longitude,Field Number,Collector(s),Collecting Date,Specimen Count,Record Status,Genetic Sample Type,Biorepository Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,Chiastopsylla mulleri,,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/3aefbefc3-1bc9-43af-98b4-3e0285fa5eff
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,"Chiastopsylla octavii octavii (Rothschild, 1904)",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,219,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/3c669af54-a0bf-45af-9432-45ddbda276f4
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,"Chiastopsylla octavii caledonia Demeillon, 1940",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,211,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/3d8a78f1a-924e-4aad-929c-45c99b28fea3
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,Chiastopsylla tetratrichia Hastriter,,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/3a3ae7bbb-64ef-41b3-9262-34ef35f93a9e
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,"Chimaeropsylla potis potis Rothschild, 1911",,,,,Slide,Afrotropical,South Africa; Tanzania,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/32c1960ba-efe1-4b2b-9670-90a499f7b346
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,"Demeillonia granti (Rothschild, 1904)",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,201,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/319fb8d2f-2ca7-4966-b835-c498a2a3b88d
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,Demeillonia unidentified,,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,116,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/344a039e6-9a9d-4309-8623-bd016a26e221
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,"Hypsophthalmus baxteri Hastriter, 2001",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/3f74507cf-64cc-4cfa-8599-5594508ab003
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,"Hypsophthalmus temporis Demeillon, 1940",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,37,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/30c6fa605-92b9-424b-88e9-26b91dcfa0b7
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,"Macroscelidopsylla albertyni Demeillon & Marcus, 1958",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/327ce805b-742e-4dcd-b36b-a1fe8c44f386
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,"Praopsylla powelli Ingram, 1927",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,26,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/31cdb8187-1463-42a5-aa74-1598cf1606e7
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,Praopsylla unidentified,,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,30,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:21,http://n2t.net/ark:/65665/3ed06aad2-7d14-4721-9fef-440d1a48e337
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) calceatus calceatus Waterston, 1912",,,,,Slide,Afrotropical,South Africa; Zimbabwe,,,,,,,,,,,208,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/39c562f91-3fa8-4fe8-9c00-075ad7fef4df
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) natalensis Marcus & Demeillon, 1960",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,5,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/33058adad-7e2f-4a8e-ac41-81b7d06e68e7
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Dinopsyllus (Cryptoctenopsyllus) ingens (Rothschild, 1900)",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/37543c18e-86f0-4d01-a238-70687de08226
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Dinopsyllus (Dinopsyllus) abaris Jordan, 1930",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,26,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3e72c955c-321d-4614-91ee-2d60628dcd54
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Listropsylla aricinae Demeillon, 1949",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/322756e54-62a2-49b3-a0b4-5406aa9c9562
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Listropsylla cerrita cerrita Jordan, 1930",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/366c63909-7746-4abb-839e-3b8a5182cd45
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Listropsylla chelura chelura Rothschild, 1913",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/36cd8e6b7-407f-4699-8a0a-5528b3ea8ce8
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,Listropsylla chelura,,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,12,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3f840b492-b718-47b3-b22f-b7ec4fbf76ba
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Listropsylla fouriei Demeillon, 1937",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/320cc9f57-2068-4a23-a90b-dce8072995ef
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Echidnophaga bradyta Jordan & Rothschild, 1906",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3c184450a-8afc-41ba-8d80-47bd7aba57af
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,Pariodontis unidentified,,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,73,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/33fa7a251-a5dd-40e1-baf3-6dd411cbd470
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Procaviopsylla creusae (Rothschild, 1904)",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,80,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3536608f1-c479-435a-80d5-b2a4e3dc243a
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Procaviopsylla divergens (Jordan & Rothschild, 1908)",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,16,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3a93b90d4-6cee-4ff4-a783-a92e9ab439d8
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla cryptonella Demeillon & Hardy, 1954",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/330865f6d-4dc8-4acf-958d-c8f21edd3fcf
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla eridos (Rothschild, 1904)",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,72,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/337c30691-cd80-40c5-be04-dbb354c1a7c5
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla erilli (Rothschild, 1904)",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3f10d2f4b-e920-4e58-a79b-6b6b728b1a2a
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla frayi Demeillon, 1937",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,308,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/30f3f912b-cdef-42d4-b40f-eff4441ce69f
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla geldenhuysi Demeillon, 1949",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3db696ea6-0222-43c3-b2d5-b3738dfcd181
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla graingeri Smit, 1956",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3f25a6368-36ab-4c42-b82b-4c5a00d2709f
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla hirsuta hirsuta Ingram, 1928",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,214,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3fb824ced-94ee-45fd-a23f-46ac35752ffd
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla hirsuta multisetosa Haeselbarth, 1964",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/359896c13-fc72-402e-bd05-aed7e07e99ee
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,Xenopsylla hirsuta,,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,15,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/38e60ad31-6fbd-4b20-8307-b7c9ab07664a
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla lobengulai Demeillon, 1930",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,30,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/378c29bdc-e21f-43e0-b51c-b794feab9b43
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla sulcata Ingram, 1928",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,5,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/38d8e0739-8d9a-4184-b570-180289cc9347
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla trispinis trispinis Waterston, 1911",,,,,Slide,Afrotropical,South Africa,,,,,,,,,,,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:20,http://n2t.net/ark:/65665/3168e0da1-1d1f-4322-a79f-0a56126ade30
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Ctenocephalides paradoxuri Wagner, 1936",,,,,Slide,Oriental,Sri Lanka,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 20:55,http://n2t.net/ark:/65665/33e95c2b8-59f4-4eee-a896-88e5cdf260ac
,,Species Inventory,Insecta,Siphonaptera,Vermipsyllidae,"Chaetopsylla (Chaetopsylla) homoea Rothschild, 1906",,,,,Slide,Palaearctic,Switzerland,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/3/2017 16:16,http://n2t.net/ark:/65665/31d938d71-d924-4a55-8e92-0d53510888f6
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Palaeopsylla recava Traub & Evans, 1967",,,,,Slide,Oriental,Taiwan,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/18/2016 21:33,http://n2t.net/ark:/65665/363eb48a4-c18b-42ae-8bea-8d9fffa5d3df
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Leptopsylla (Leptopsylla) aethiopica nakuruensis Smit, 1951",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:47,http://n2t.net/ark:/65665/33ab7ec3a-c2d7-45af-b597-2544ec3166d7
,,Species Inventory,Insecta,Siphonaptera,Xiphiopsyllidae,"Xiphiopsylla hyparetes Jordan & Rothschild, 1913",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,14,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:47,http://n2t.net/ark:/65665/311a11d06-1452-44b2-8dfa-89c6ed5e4f60
,,Species Inventory,Insecta,Siphonaptera,Xiphiopsyllidae,"Xiphiopsylla lippa smithi Hubbard, 1967",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:47,http://n2t.net/ark:/65665/3fe95a90b-397b-49c2-96e9-3664891d90c3
,,Species Inventory,Insecta,Siphonaptera,Chimaeropsyllidae,"Chimaeropsylla haddowi Smit, 1952",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:47,http://n2t.net/ark:/65665/32d62478c-db83-410c-b780-8ebc85b7ff9e
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) blandulus Smit, 1960",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,16,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:45,http://n2t.net/ark:/65665/34dec3744-62a3-432c-94e2-74a174221744
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) cophurus grzimeki Hubbard, 1964",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:45,http://n2t.net/ark:/65665/3e71570b2-32ad-421e-9328-4c2cbfdb7f56
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) cophurus hemingwayi Hubbard, 1963",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:45,http://n2t.net/ark:/65665/33e7b2277-93da-4623-a11f-1b9da0907beb
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) cophurus schmiederi Hubbard, 1966",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,5,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:45,http://n2t.net/ark:/65665/3c77f4723-063f-4ff5-affb-2abf1e91bb8b
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) evidens wilkesi Hubbard, 1963",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:45,http://n2t.net/ark:/65665/3463fe9e1-1c36-41b7-81ef-e1a7cbdd2830
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) gilliesi Hubbard, 1963",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:45,http://n2t.net/ark:/65665/368ed6097-6e3d-4142-afd1-6b307a4b92c2
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) leptodactylus Hubbard, 1963",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,16,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:45,http://n2t.net/ark:/65665/3b71b9add-3809-4765-aac4-981a7022f1a3
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ethioctenophthalmus) verutus Smit, 1960",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,4,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:46,http://n2t.net/ark:/65665/338e477ee-8186-42be-ade0-04d01c91f31f
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Listropsylla basilewskyi Smit, 1960",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,5,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:46,http://n2t.net/ark:/65665/33bae7ed2-5f3c-47c3-bfca-285973a70c57
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Parapulex echinatus Smit, 1956",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,12,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:46,http://n2t.net/ark:/65665/31f6eb052-fa61-4cc2-b072-d82d8a580d72
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Synosternus somalicus (Jordan & Rothschild, 1908)",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:46,http://n2t.net/ark:/65665/3dbf4223a-6aee-4e6f-87fd-da612172928c
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla debilis Jordan, 1925",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,6,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:46,http://n2t.net/ark:/65665/32a365eb4-9edf-4c7c-ad87-07ca6b7256eb
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla difficilis Jordan, 1925",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,14,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:46,http://n2t.net/ark:/65665/302b2e930-5c36-4adb-8504-ac4b84086598
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla morgandaviesi Hubbard, 1963",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:46,http://n2t.net/ark:/65665/3b36ceaf7-3fc9-4491-b7af-ffdd2fdc3a8b
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla raybouldi Hubbard, 1963",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:46,http://n2t.net/ark:/65665/36d90db9c-e277-4912-937c-0e0fc84fc7e1
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla sarodes manyarensis Hubbard, 1963",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:46,http://n2t.net/ark:/65665/380330550-f0a2-4a80-9322-643662b12d69
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,"Xenopsylla sarodes serengetiensis Hubbard, 1963",,,,,Slide,Afrotropical,Tanzania,,,,,,,,,,,8,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/15/2016 16:46,http://n2t.net/ark:/65665/3a128f7c4-4f79-4962-9096-75ad0c50195b
,,Species Inventory,Insecta,Siphonaptera,Pygiopsyllidae,"Medwayella thurmani Traub, 1972",,,,,Slide,Oriental,Thailand,,,,,,,,,,,16,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,12/9/2016 21:07,http://n2t.net/ark:/65665/3365f414b-f44f-446b-b73b-061c12b639aa
,,Species Inventory,Insecta,Siphonaptera,Stivaliidae,"Stivalius aporus rectodigitus Kueichen & Dwenching, 1958",,,,,Slide,Oriental,Thailand,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/9/2016 21:07,http://n2t.net/ark:/65665/3305df467-ed27-4a31-ad42-99518cbcbdeb
,,Species Inventory,Insecta,Siphonaptera,Rhopalopsyllidae,"Polygenis (Polygenis) occidentalis steganus (Jordan & Rothschild, 1923)",,,,,Slide,Neotropical,Trinidad; Venezuela,,,,,,,,,,,22,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/14/2016 16:19,http://n2t.net/ark:/65665/3a4a92502-b715-4248-8449-f2f0a9388098
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Leptopsylla tashenbergi tashenbergi (Wagner, 1898)",,,,,Slide,Palaearctic,Turkey,,,,,,,,,,,5,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/16/2016 16:34,http://n2t.net/ark:/65665/355a69191-5767-49a8-b5f6-b65cce58a633
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Mesopsylla apscheronica Wagner & Argyropulo, 1934",,,,,Slide,Palaearctic,Turkey,,,,,,,,,,,1,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/16/2016 16:34,http://n2t.net/ark:/65665/3c65f8cc9-c56c-40df-b899-a842710e70cd
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,"Ophthalmopsylla (Ophthalmopsylla) volgensis arnoldi Wagner & Argyropulo, 1934",,,,,Slide,Palaearctic,Turkey,,,,,,,,,,,3,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/16/2016 16:34,http://n2t.net/ark:/65665/3393f0359-bb0e-42e6-a5fd-3e477639a40e
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ctenophthalmus) fransmiti fransmiti Suciu, 1969",,,,,Slide,Palaearctic,Turkey,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/16/2016 16:34,http://n2t.net/ark:/65665/3d9980087-a006-4160-b399-23e1f96078d0
,,Species Inventory,Insecta,Siphonaptera,Hystrichopsyllidae,"Ctenophthalmus (Ctenophthalmus) proximus (Wagner, 1903)",,,,,Slide,Palaearctic,Turkey,,,,,,,,,,,7,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,12/16/2016 16:34,http://n2t.net/ark:/65665/3867d00a6-8359-407a-9bd7-5044532b867f
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,Pulex (Pulex) unidentified,,,,,Slide,Nearctic; Palaearctic,"Turkey; United States (Florida, Nebraska, Puerto Rico, South Carolina, Texas)",,,,,,,,,,,9,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,11/7/2016 20:18,http://n2t.net/ark:/65665/3c55a05d6-55da-4018-b1e0-dff065c5a115
,,Species Inventory,Insecta,Siphonaptera,Pulicidae,Xenopsylla gerbilli,,,,,Slide,Palaearctic,USSR,,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.",,,,,,,,1/4/2017 16:17,http://n2t.net/ark:/65665/3c12b7d62-6409-4bde-b663-7ef5eca2bed7
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Dactylopsylla neomexicana Prince, 1945",,,,,Slide,Nearctic,United States (New Mexico),,,,,,,,,,,2,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/7/2016 20:22,http://n2t.net/ark:/65665/3a739a3f0-e8d2-489b-985f-5fa24ae8e26e
,,Species Inventory,Insecta,Siphonaptera,Ceratophyllidae,"Orchopeas sexdentatus intermedius Hubbard, 1943",,,,,Slide,Nearctic,"United States (Arkansas, Colorado, Kansas, Nebraska, New Mexico, Texas)",,,,,,,,,,,139,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/7/2016 20:22,http://n2t.net/ark:/65665/30082ca2f-9539-4c98-b42c-ac3043e749b2
,,Species Inventory,Insecta,Siphonaptera,Ischnopsyllidae,"Nycteridopsylla chapini Jordan, 1929",,,,,Slide,Nearctic,"United States (Arkansas, District of Columbia, Indiana, Kentucky, Maryland)",,,,,,,,,,,7,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,11/7/2016 20:22,http://n2t.net/ark:/65665/364259670-42af-41d5-9582-2c714406ab99
,,Species Inventory,Insecta,Siphonaptera,Leptopsyllidae,Odontopsyllus dentatus,,,,,Slide,Nearctic,"United States (Arizona, California, Colorado, Idaho, Montana, Nebraska, Nevada, Oregon, Utah, Washington, Wyoming)",,,,,,,,,,,392,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",,,,,,,,3/1/2019 16:33,http://n2t.net/ark:/65665/32d133486-dd83-402e-9354-b617da452cab
