class,order,family,type.status,distribution,record.status,number,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,canonical
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",663,Metastivalius,NA,anaxilas,NA,"Rothschild, 1934,",Metastivalius anaxilas
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",664,Metastivalius,NA,mordax,NA,"Rothschild, 1908,",Metastivalius mordax
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",665,Metastivalius,NA,shawnmayeri,NA,"Jordan, 1933,",Metastivalius shawnmayeri
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",666,Orthopsylloides,NA,abacetus,NA,"Jordan & Rothschild, 1922,",Orthopsylloides abacetus
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",667,Papuapsylla,NA,alticola,NA,"Jordan, 1937,",Papuapsylla alticola
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",668,Papuapsylla,NA,barretti,NA,"Holland, 1969,",Papuapsylla barretti
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",669,Papuapsylla,NA,corrugis,NA,"Jordan, 1933,",Papuapsylla corrugis
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",670,Papuapsylla,NA,luluai,NA,"Holland, 1969,",Papuapsylla luluai
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",672,Parastivalius,NA,novaeguinae,NA,"Rothschild, 1904,",Parastivalius novaeguinae
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",673,Rectidigitus,NA,traubi,NA,"Holland, 1969,",Rectidigitus traubi
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",675,Striopsylla,NA,vandeuseni,NA,"Holland, 1969,",Striopsylla vandeuseni
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",676,Striopsylla,NA,rugata,NA,"Jordan, 1937,",Striopsylla rugata
Insecta,Siphonaptera,Stivaliidae,NA,New Guinea,"Reviewed, 2011, Submitted by F. Shockley, SI.",677,Traubia,NA,vandeuseni,NA,"Holland, 1969,",Traubia vandeuseni
Insecta,Siphonaptera,Rhopalopsyllidae,NA,New Zealand,"Reviewed, 2011, Submitted by F. Shockley, SI.",678,Parapsyllus,NA,longicornis,longicornis,"Enderlein, 1901,",Parapsyllus longicornis longicornis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,New Zealand,"Reviewed, 2011, Submitted by F. Shockley, SI.",679,Parapsyllus,NA,nestoris,nestoris,"Smit, 1965,",Parapsyllus nestoris nestoris
Insecta,Siphonaptera,Rhopalopsyllidae,NA,New Zealand,"Reviewed, 2011, Submitted by F. Shockley, SI.",680,Parapsyllus,NA,nestoris,NA,",",Parapsyllus nestoris
Insecta,Siphonaptera,Ceratophyllidae,NA,Nicaragua,"Reviewed, 2011, Submitted by F. Shockley, SI.",681,Kohlsia,NA,graphis,graphis,"Rothschild, 1909,",Kohlsia graphis graphis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Nigeria,"Reviewed, 2011, Submitted by F. Shockley, SI.",682,Ctenophthalmus,(Ethioctenophthalmus),atomus,NA,"Jordan & Rothschild, 1913,",Ctenophthalmus atomus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Nigeria; Uganda,"Reviewed, 2011, Submitted by F. Shockley, SI.",683,Ctenophthalmus,(Ethioctenophthalmus),bacopus,NA,"Jordan, 1933,",Ctenophthalmus bacopus
Insecta,Siphonaptera,Leptopsyllidae,NA,Norway; Russia; United States (Washington),"Reviewed, 2011, Submitted by F. Shockley, SI.",684,Amphipsylla,NA,sibirica,sibirica,"Wagner, 1898,",Amphipsylla sibirica sibirica
Insecta,Siphonaptera,Leptopsyllidae,NA,Norway,"Reviewed, 2011, Submitted by F. Shockley, SI.",685,Peromyscopsylla,NA,bidentata,NA,",",Peromyscopsylla bidentata
Insecta,Siphonaptera,Leptopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",686,Ophthalmopsylla,(Eremedosa),celata,NA,"Traub, 1965,",Ophthalmopsylla celata
Insecta,Siphonaptera,Leptopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",687,Acropsylla,NA,traubi,NA,"Lewis, 1973,",Acropsylla traubi
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",688,Palaeopsylla,NA,setzeri,NA,"Traub & Evans, 1967,",Palaeopsylla setzeri
Insecta,Siphonaptera,Ceratophyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",689,Callopsylla,(Callopsylla),dolabris,NA,"Jordan & Rothschild, 1911,",Callopsylla dolabris
Insecta,Siphonaptera,Leptopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",690,Amphipsylla,NA,montana,NA,"Argyropulo, 1946,",Amphipsylla montana
Insecta,Siphonaptera,Leptopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",691,Amphipsylla,NA,montium,NA,"Jordan, 1944,",Amphipsylla montium
Insecta,Siphonaptera,Leptopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",693,Frontopsylla,(Profrontia),ambigua,NA,"Feduna, 1946,",Frontopsylla ambigua
Insecta,Siphonaptera,Ceratophyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",694,Callopsylla,(Callopsylla),caspia,fragilis,"Mikulin, 1953,",Callopsylla caspia fragilis
Insecta,Siphonaptera,Leptopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",695,Leptopsylla,(Pectinoctenus),pamirensis,NA,"Ioff, 1946,",Leptopsylla pamirensis
Insecta,Siphonaptera,Leptopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",696,Phaenopsylla,NA,kopetdag,NA,"Ioff, 1946,",Phaenopsylla kopetdag
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",697,Neopsylla,NA,hissarica,NA,"Ioff & Sosnina, 1950,",Neopsylla hissarica
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",698,Neopsylla,NA,pleskei,NA,",",Neopsylla pleskei
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",699,Neopsylla,NA,secura,NA,",",Neopsylla secura
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",700,Xenodaeria,NA,telios,NA,"Jordan, 1932,",Xenodaeria telios
Insecta,Siphonaptera,Pulicidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",701,Pariodontis,NA,riggenbachi,wernecki,"Costa Lima, 1940,",Pariodontis riggenbachi wernecki
Insecta,Siphonaptera,Pulicidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",702,Xenopsylla,NA,hussaini,NA,"Sharif, 1930,",Xenopsylla hussaini
Insecta,Siphonaptera,Pulicidae,NA,Pakistan,"Reviewed, 2011, Submitted by F. Shockley, SI.",703,Xenopsylla,NA,skrjabini,NA,"Ioff, 1930,",Xenopsylla skrjabini
Insecta,Siphonaptera,Ceratophyllidae,NA,Panama,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",704,Jellisonia,NA,johnsonae,NA,"Tipton & Mendez, 1961,",Jellisonia johnsonae
Insecta,Siphonaptera,Ischnopsyllidae,NA,Panama,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",705,Ptilopsylla,NA,leptina,dunni,",",Ptilopsylla leptina dunni
Insecta,Siphonaptera,Tungidae,NA,Panama; Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",706,Rhynchopsyllus,NA,megastigmata,NA,",",Rhynchopsyllus megastigmata
Insecta,Siphonaptera,Stephanocircidae,NA,Panama,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",707,Plocopsylla,NA,scotinomi,NA,"Tipton & Mendez, 1966,",Plocopsylla scotinomi
Insecta,Siphonaptera,Ceratophyllidae,NA,Panama; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",708,Dasypsyllus,(Avesopsylla),lasius,venezuelensis,"Fox & Anduze, 1947,",Dasypsyllus lasius venezuelensis
Insecta,Siphonaptera,Ceratophyllidae,NA,Panama,"Reviewed, 2011, Submitted by F. Shockley, SI.",709,Baculomeris,NA,altmani,NA,"Tipton & Mendez, 1961,",Baculomeris altmani
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Panama; Trinidad; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",710,Polygenis,(Gephyropsylla),klagesi,klagesi,"Rothschild, 1904,",Polygenis klagesi klagesi
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Panama; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",711,Polygenis,(Gephyropsylla),klagesi,samuelis,"Jordan & Rothschild, 1923,",Polygenis klagesi samuelis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Panama; Peru; Trinidad; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",712,Polygenis,(Gephyropsylla),klagesi,NA,",",Polygenis klagesi
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Panama; Peru; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",713,Polygenis,(Polygenis),roberti,beebei,"Fox, 1947,",Polygenis roberti beebei
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Panama; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.",714,Rhopalopsyllus,NA,australis,NA,",",Rhopalopsyllus australis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Panama,"Reviewed, 2011, Submitted by F. Shockley, SI.",715,Rhopalopsyllus,NA,lugubris,cryptoctenes,"Enderlein, 1912,",Rhopalopsyllus lugubris cryptoctenes
Insecta,Siphonaptera,Pulicidae,NA,Panama,"Reviewed, 2011, Submitted by F. Shockley, SI.",716,Euhoplopsyllus,NA,glacialis,exoticus,"Jordan & Rothschild, 1923,",Euhoplopsyllus glacialis exoticus
Insecta,Siphonaptera,Pulicidae,NA,Panama,"Reviewed, 2011, Submitted by F. Shockley, SI.",717,Pulex,(Juxtapulex),echidnophagoides,NA,"Wagner, 1933,",Pulex echidnophagoides
Insecta,Siphonaptera,Stephanocircidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",719,Nonnapsylla,NA,rothschildi,wagneri,",",Nonnapsylla rothschildi wagneri
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",720,Tetrapsyllus,NA,tristis,NA,"Johnson, 1957,",Tetrapsyllus tristis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",721,Agastopsylla,NA,pearsoni,NA,",",Agastopsylla pearsoni
Insecta,Siphonaptera,Stephanocircidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",722,Cleopsylla,NA,townsendi,NA,",",Cleopsylla townsendi
Insecta,Siphonaptera,Stephanocircidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",723,Plocopsylla,NA,enderleini,NA,",",Plocopsylla enderleini
Insecta,Siphonaptera,Stephanocircidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",724,Sphinctopsylla,NA,inca,NA,",",Sphinctopsylla inca
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",725,Delostichus,NA,phyllotis,NA,",",Delostichus phyllotis
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Peru; Venezuela,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",726,Polygenis,NA,impavidus,NA,",",Polygenis impavidus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.",727,Neotyphlocerus,NA,crassispina,crassispina,"Rothschild, 1914,",Neotyphlocerus crassispina crassispina
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.",728,Neotyphlocerus,NA,crassispina,NA,",",Neotyphlocerus crassispina
Insecta,Siphonaptera,Stephanocircidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.",730,Tiarapsylla,NA,bella,NA,"Johnson, 1956,",Tiarapsylla bella
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.",731,Ectinorus,(Ectinorus),hertigi,NA,"Johnson, 1957,",Ectinorus hertigi
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.",732,Polygenis,(Ayeshaepsylla),thurmanni,NA,"Johnson, 1957,",Polygenis thurmanni
Insecta,Siphonaptera,Rhopalopsyllidae,NA,Peru,"Reviewed, 2011, Submitted by F. Shockley, SI.",733,Polygenis,(Polygenis),litargus,NA,"Jordan & Rothschild, 1923,",Polygenis litargus
Insecta,Siphonaptera,Pygiopsyllidae,NA,Philippines,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",734,Stivalius,NA,cognatus,bamus,"Traub, 1972,",Stivalius cognatus bamus
Insecta,Siphonaptera,Leptopsyllidae,NA,Philippines,"Reviewed, 2011, Submitted by F. Shockley, SI.",735,Sigmactenus,NA,werneri,NA,"Traub, 1950,",Sigmactenus werneri
Insecta,Siphonaptera,Stivaliidae,NA,Philippines,"Reviewed, 2011, Submitted by F. Shockley, SI.",736,Nestivalius,NA,pomerantzi,NA,"Traub, 1951,",Nestivalius pomerantzi
Insecta,Siphonaptera,Ceratophyllidae,NA,Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",738,Mioctenopsylla,NA,traubi,NA,"Jellison & Holland, 1952,",Mioctenopsylla traubi
Insecta,Siphonaptera,Ceratophyllidae,NA,Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",739,Citellophilus,NA,tesquorum,ciscaurasicus,"Ioff, 1936,",Citellophilus tesquorum ciscaurasicus
Insecta,Siphonaptera,Ceratophyllidae,NA,Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",740,Mioctenopsylla,NA,arctica,NA,",",Mioctenopsylla arctica
Insecta,Siphonaptera,Leptopsyllidae,NA,Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",741,Frontopsylla,(Frontopsylla),semura,NA,"Wagner & Ioff, 1926,",Frontopsylla semura
Insecta,Siphonaptera,Leptopsyllidae,NA,Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",742,Leptopsylla,(Pectinoctenus),pavlovskii,NA,"Ioff, 1928,",Leptopsylla pavlovskii
Insecta,Siphonaptera,Leptopsyllidae,NA,Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",743,Mesopsylla,NA,hebes,hebes,"Jordan & Rothschild, 1915,",Mesopsylla hebes hebes
Insecta,Siphonaptera,Leptopsyllidae,NA,Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",744,Ophthalmopsylla,(Cystipsylla),kasakiensis,NA,"Ioff, 1929,",Ophthalmopsylla kasakiensis
Insecta,Siphonaptera,Leptopsyllidae,NA,Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",745,Ophthalmopsylla,(Ophthalmopsylla),volgensis,NA,",",Ophthalmopsylla volgensis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",746,Ctenophthalmus,(Euctenophthalmus),breviatus,NA,"Wagner & Ioff, 1926,",Ctenophthalmus breviatus
Insecta,Siphonaptera,Vermipsyllidae,NA,Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",747,Chaetopsylla,(Chaetopsylla),trichosa,NA,"Kohaut, 1903,",Chaetopsylla trichosa
Insecta,Siphonaptera,Vermipsyllidae,NA,Russia,"Reviewed, 2011, Submitted by F. Shockley, SI.",748,Vermipsylla,NA,alakurt,NA,"Schimkewitsch, 1885,",Vermipsylla alakurt
Insecta,Siphonaptera,Coptopsyllidae,NA,Saudi Arabia; Syria,"Reviewed, 2011, Submitted by F. Shockley, SI.",749,Coptopsylla,NA,joannae,NA,"Lewis, 1964,",Coptopsylla joannae
Insecta,Siphonaptera,Ceratophyllidae,NA,Scotland,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",750,Callopsylla,NA,waterstoni,NA,",",Callopsylla waterstoni
Insecta,Siphonaptera,Pulicidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",751,Echidnophaga,NA,suricatta,NA,"Hastriter, 2000,",Echidnophaga suricatta
Insecta,Siphonaptera,Hystrichopsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",752,Ctenophthalmus,(Ethioctenophthalmus),hottentotus,NA,"Hastriter, 2001,",Ctenophthalmus hottentotus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,South Africa; Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.. Reviewed, 2011, Captured by M.Wolkoff and M.O’Mahoney, interns WRBU.",753,Ctenophthalmus,(Ethioctenophthalmus),truncatus,NA,"Hastriter, 2001,",Ctenophthalmus truncatus
Insecta,Siphonaptera,Leptopsyllidae,NA,South Africa; Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.",754,Leptopsylla,(Leptopsylla),aethiopica,thalia,"Demeillon, 1949,",Leptopsylla aethiopica thalia
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",755,Chiastopsylla,(Chiastopsylla),numae,NA,"Rothschild, 1904,",Chiastopsylla numae
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",756,Chiastopsylla,(Chiastopsylla),quadrisetis,NA,"Demeillon, 1930,",Chiastopsylla quadrisetis
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",757,Chiastopsylla,NA,carus,NA,"Demeillon & Hardy, 1953,",Chiastopsylla carus
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",758,Chiastopsylla,NA,coraxis,NA,"Demeillon, 1942,",Chiastopsylla coraxis
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",759,Chiastopsylla,NA,gariepensis,NA,"Demeillon & Hardy, 1953,",Chiastopsylla gariepensis
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",760,Chiastopsylla,NA,mulleri,simplex,"Haeselbarth, 1965,",Chiastopsylla mulleri simplex
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",761,Chiastopsylla,NA,mulleri,group,",",Chiastopsylla mulleri group
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",762,Chiastopsylla,NA,mulleri,NA,",",Chiastopsylla mulleri
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",763,Chiastopsylla,NA,octavii,octavii,"Rothschild, 1904,",Chiastopsylla octavii octavii
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",764,Chiastopsylla,NA,octavii,caledonia,"Demeillon, 1940,",Chiastopsylla octavii caledonia
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",765,Chiastopsylla,NA,tetratrichia,NA,"Hastriter,",Chiastopsylla tetratrichia
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa; Tanzania,"Reviewed, 2011, Submitted by F. Shockley, SI.",766,Chimaeropsylla,NA,potis,potis,"Rothschild, 1911,",Chimaeropsylla potis potis
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",767,Demeillonia,NA,granti,NA,"Rothschild, 1904,",Demeillonia granti
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",769,Hypsophthalmus,NA,baxteri,NA,"Hastriter, 2001,",Hypsophthalmus baxteri
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",770,Hypsophthalmus,NA,temporis,NA,"Demeillon, 1940,",Hypsophthalmus temporis
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",771,Macroscelidopsylla,NA,albertyni,NA,"Demeillon & Marcus, 1958,",Macroscelidopsylla albertyni
Insecta,Siphonaptera,Chimaeropsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",772,Praopsylla,NA,powelli,NA,"Ingram, 1927,",Praopsylla powelli
Insecta,Siphonaptera,Hystrichopsyllidae,NA,South Africa; Zimbabwe,"Reviewed, 2011, Submitted by F. Shockley, SI.",774,Ctenophthalmus,(Ethioctenophthalmus),calceatus,calceatus,"Waterston, 1912,",Ctenophthalmus calceatus calceatus
Insecta,Siphonaptera,Hystrichopsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",775,Ctenophthalmus,(Ethioctenophthalmus),natalensis,NA,"Marcus & Demeillon, 1960,",Ctenophthalmus natalensis
Insecta,Siphonaptera,Hystrichopsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",776,Dinopsyllus,(Cryptoctenopsyllus),ingens,NA,"Rothschild, 1900,",Dinopsyllus ingens
Insecta,Siphonaptera,Hystrichopsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",777,Dinopsyllus,(Dinopsyllus),abaris,NA,"Jordan, 1930,",Dinopsyllus abaris
Insecta,Siphonaptera,Hystrichopsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",778,Listropsylla,NA,aricinae,NA,"Demeillon, 1949,",Listropsylla aricinae
Insecta,Siphonaptera,Hystrichopsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",779,Listropsylla,NA,cerrita,cerrita,"Jordan, 1930,",Listropsylla cerrita cerrita
Insecta,Siphonaptera,Hystrichopsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",780,Listropsylla,NA,chelura,chelura,"Rothschild, 1913,",Listropsylla chelura chelura
Insecta,Siphonaptera,Hystrichopsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",781,Listropsylla,NA,chelura,NA,",",Listropsylla chelura
Insecta,Siphonaptera,Hystrichopsyllidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",782,Listropsylla,NA,fouriei,NA,"Demeillon, 1937,",Listropsylla fouriei
Insecta,Siphonaptera,Pulicidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",783,Echidnophaga,NA,bradyta,NA,"Jordan & Rothschild, 1906,",Echidnophaga bradyta
Insecta,Siphonaptera,Pulicidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",785,Procaviopsylla,NA,creusae,NA,"Rothschild, 1904,",Procaviopsylla creusae
Insecta,Siphonaptera,Pulicidae,NA,South Africa,"Reviewed, 2011, Submitted by F. Shockley, SI.",786,Procaviopsylla,NA,divergens,NA,"Jordan & Rothschild, 1908,",Procaviopsylla divergens
