Order,Infraorder,Superfamily,FAMILY,SUBFAMILY,GENUS,SPECIES,subspecies,Author,YEAR,SYNONYM(S),,Fossil
Siphonaptera,Pygiopsyllomorpha,Pygiopsylloidea,Stivaliidae,,Orthopsylloides,orthopsylloides,abacetus,(Jordan & Rothschild),1922,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,evidens,abyssinicus,Beaucournu,1991,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,laeviceps,acer,(Mikulin),1957,"Nosopsyllus laeviceps gorganus Klein, 1963",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Stenoponiinae,Stenoponia,tripectinata,acmaea,Jordan,1958,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Peromyscopsylla,hesperomys,adelpha,(Rothschild),1906,"Peromyscopsylla hemisphaerium Stewart, 1940; Peromyscopsylla zempoalensis Barrera, 1954",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Megabothris,advenarius,advenarius,(Wagner),1930,"Ceratophyllus advenarius bifallax Ioff & Scalon, 1950",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Anomiopsyllinae,Wagnerina,tecta,aemulans,Mikulin,1957,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Leptopsylla,aethiopica,aethiopica,(Rothschild),1908,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Neopsyllinae,Neopsylla,affinis,affinis,Li & Hsieh,1964,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Euhoplopsyllus,glacialis,affinis,(Baker),1904,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Mesopsylla,eucta,afghan,Jordan,1944,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Leptopsylla,algira,agadirensis,Hastriter & Tipton,1975,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,agyrtes,agyrtes,(Heller),1896,"Ctenophthalmus agyrtoides Wahlgren, 1911; Ctenophthalmus agyrtes hanzaki Rosicky, 1951; Ctenophthalmus agyrtes slovacicus Rosicky, 1951 (partim); Ctenophthalmus orphilus tatricus Rosicky, 1951 (partim)",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Oropsylla,alaskensis,alaskensis,Baker,1904,"Oropsylla silantiewi asiatica Wagner, 1930; Oropsylla elana Jordan, 1929; Oropsylla stejnegeri Jordan, 1937",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,frontalis,alatau,Fedina,1946,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,apertus,allani,Smit,1955,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Leptopsylla,algira,allgira,Jordan & Rothschild,1912,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Chiliopsylla,allophyla,allophyla,(Rothschild),1908,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Listropsyllinae,Listropsylla,clelura,allticola,Haeselbarth,1963,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,golovi,alpestris,Argyropulo,1935,"Ctenophthalmus elegans Argyropulo, 1938",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Ceratophyllus,vagabundus,alpestris,Jordan,1926,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllidae,Hystrichopsyllinae,Hystrichopsylla,talpae,alpina,Beaucournu & Launay,1979,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Ctenophyllus,armatus,altaicus,Yu,1990,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Sigmactenus,alticola,alticola,Traub,1954,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,turkmenicus,altisetus,(Ioff),1950,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllidae,Hystrichopsyllinae,Atyphloceras,multidentatus,alvarezi,Barrera,1963,,,
Siphonaptera,Pulicomorpha,Malacopsylloidea ,Rhopalopsyllidae,Parapsyllinae,Parapsyllus,lynnae,alynnae,Smit,1979,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Pulicinae,Echidnophaga,ambulans,ambulans,Olliff,1886,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Leptopsylla,taschenbergi,amitina,Jordan & Rothschild,1914,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,audax,anarcus,Smit,1976,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,bureschi,anatolicus,Peus,1977,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllidae,Ischnopsyllinae,Nycteridopsylla,ancyluris,ancyluris,Jordan,1942,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Amalaraeus,andersoni,andersoni,(Rothschild),1908,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,andorrensis,andorrensis,Smit,1960,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Mesopsylla,tuschkan,andruschkoi,Argyropulo,1946,,,
Siphonaptera,Pygiopsyllomorpha,Pygiopsylloidea,Stivaliidae,,Afristivalius ,pirloti,angolae,(Reibero),1975,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,iranus,angorensis,Aktas,1999,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Amalaraeus,dissimilis,angularis,"(Tsai, Wu & Liu)",1974,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Amalaraeus,dissimilis,angulatus,(Violovich),1961,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,maurus,angustus,Beaucournu & Launay,1988,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Ornithophaga,anomala,anomala,Mikulin,1957,"Ornithophaga nearctica Holland & Loshbaugh, 1958",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,ansorgei,ansorgei,Rothschild,1907,,,
Siphonaptera,Pulicomorpha,Malacopsylloidea ,Rhopalopsyllidae,Parapsyllinae,Parapsyllus,nestoris,antichthones,Smit,1979,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Doratopsyllinae,Adoratopsylla,antiquorum,antiquorum,(Rothschild),1904,"Sternopsylla cunhai Pinto, 1925",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,apertus,apertus,Jordan & Rothschild,1921,,,
Siphonaptera,Pygiopsyllomorpha,Pygiopsylloidea,Stivaliidae,,Stivalius,aporus,aporus,Jordan & Rothschild,1922,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Geusibia,apromina,apromina,"Liu, Cai & Wu",1980,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllidae,Ischnopsyllinae,Rhinolophopsylla,unipectinata,arabs,Jordan & Rothschild,1921,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,aralis,aralis,(Argyropulo),1946,,,
Siphonaptera,Pulicomorpha,Coptopsylloidea,Coptopsyllidae,,Coptopsylla,lamellifer,ardua,Jordan & Rothschild,1915,"Coptopsylla lamellifer fallax Ioff & Tiflov, 1934",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Neopsyllinae,Neopsylla,pleskei,ariana,Ioff,1946,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Ctenophyllus,armatus,armatus,(Wagner),1901,"Ceratophyllus terribilis Rothschild, 1903",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Neopsyllinae,Neopsylla,pleskei,armeniaca,Ioff & Argyropulo,1934,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Ophthalmopsylla,volgensis,arnoldi,Wagner & Argyropulo,1934,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,baeticus,arvernus,Jordan,1931,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,sarius,aryanus,Smit,1960,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Monopsyllus,sciurorum,asiaticus,Ioff,1936,"Ceratophyllus sciurorum affinis Yurkina, 1961; Monopsyllus sciurorum cophinus Jordan, 1944",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,secundus,asiaticus,Argyropulo,1935,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Megabothris,asio,asio,(Baker),1904,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,niethammeri,aspromontis,"Beaucournu, Valle & Launay",1981,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,assimilis,assimilis,(Taschenberg),1880,"Euctenophthalmus campestris Peus, 1949",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllidae,Hystrichopsyllinae,Typhloceras,favosum,asunicum,Jordan,1938,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Callopsylla,sparsilis,atallahi,(Lewis),1971,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Amalaraeus,dissimilis,athabascae,(Holland),1952,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Palaeopsylla,atlantica,atlantica,Jordan & Rothschild,1912,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Leptopsylla,algira,atlantidis,Beaucournu,1993,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,iranus,attenuates,Smit,1960,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,audax,audax,Jordan & Rothschild,1913,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllidae,Ischnopsyllinae,Lagaropsylla,mera,australiaca,Beaucournu & Kock,1994,,,
Siphonaptera,Pulicomorpha,Malacopsylloidea ,Rhopalopsyllidae,Rhopalopsyllinae,Rhopalopsyllus,autralis,australis,(Rothschild),1904,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Peromyscopsylla,himalaica,australishaanxia,Zhang & Liu,1985,,,
Siphonaptera,Pulicomorpha,Malacopsylloidea ,Rhopalopsyllidae,Rhopalopsyllinae,Polygenis,axius,axius,(Jordan & Rothschild),1923,"Polygenis gardellai Del Ponte, 1967",,
Siphonaptera,Pulicomorpha,Vermipsylloidea  ,Vermipsyllidae,,Vermipsylla,asymmetrica,aymmetrica,"Liu, Wu & Wu",1965,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,apertus,azevedoi,Beaucournu,1972,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Amphalius ,spirataenius,badongensis,"Ji, Chen & Wang",1981,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,baeticus,baeticus,Rothschild,1910,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,frontalis,baibacina,Ji,1979,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,frontalis,baikal,Ioff,1946,"Frontopsylla frontalis utia Ji, 1979",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,dolichus,bair,Ioff,1940,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllidae,Ischnopsyllinae,Nycteridopsylla,trigona,balcanica,Hurka,1965,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Ophthalmopsylla,volgenis,balikunensis,Yu & Ye,1982,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Macrostylophora,lupata,bamana,Jordan,1939,,,
Siphonaptera,Pygiopsyllomorpha,Pygiopsylloidea,Stivaliidae,,Stivalius,cognatus,bamus,Traub,1972,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Xenopsylla,cheopis,bantorum,Jordan,1938,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Stenoponiinae,Stenoponia,tripectinata,barcana,Jordan,1958,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Jellisonia,breviloba,barrerai,Hastriter,2004,,,
Siphonaptera,Pulicomorpha,Malacopsylloidea ,Rhopalopsyllidae,Rhopalopsyllinae,Polygenis,roberti,beebei,(I. Fox),1947,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Amphipsylla,primaris,beigiangensis,"Yu, Wu & Liu",1966,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllidae,Hystrichopsyllinae,Typhloceras,favosum,benrachidi,Beaucournu & Abdulkhalek,1977,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,assimilis,bernhardus,Peus,1965,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Peromyscopsylla,bidentata,bidentata,(Kolenati),1863,"Ctenopsyllus sobrinus Rothschild, 1909",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,bifidatus,bifidatus,Smit,1960,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Neopsyllinae,Neopsylla,biseta,bijiangensis,"Xie, Fang & Hu",1991,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Neopsyllinae,Neopsylla,biseta,biseta,Li & Hsieh,1964,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Anomiopsyllinae,Wagnerina,tecta,biseta,Ioff,1949,,,
Siphonaptera,Pygiopsyllomorpha,Pygiopsylloidea,Pygiopsyllidae,,Bibikovana,laciniosa,bismarckensis,(Holland),1969,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,bisoctodentatus,bisoctodentatus,Kolenati,1863,"Ctenophthalmus adetus Jordan & Rothschild, 1920; Ctenophthalmus bisseptemdentatus Kolenati 1863; Ctenophthalmus musculi Kolenati, 1856",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Macrostylophora,bispiniforma,bispiniforma,"Li, Hsieh & Yang",1976,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Stenoponiinae,Stenoponia,tripectinata,blanda,Jordan,1958,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,bogatschevi,bogatschevi,Wagner & Argyropulo,1934,,,
Siphonaptera,Pygiopsyllomorpha,Pygiopsylloidea,Stivaliidae,,Medwayella,robinsoni,bogora,Traub,1972,,,
Siphonaptera,Pulicomorpha,Malacopsylloidea ,Rhopalopsyllidae,Rhopalopsyllinae,Polygenis,bohlsi,bohlsi,(Wahlgren),1901,"Rhopalopsyllus bernhardi Jordan & Rothschild, 1908",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,baeticus,boisseauorum,Beaucournu,1968,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,spadix,borealosichuana,Liu & Zhai,1986,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,nakagawai,borealosinica,"Liu, Wu & Chang",1986,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,wualis,boseenis,Li & Pan,1990,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,elata,botis,Jordan,1929,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Agastopsylla,boxi,boxi,Jordan & Rothschild,1923,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,nifetodes,brelihi,Rosicky & Carnelutti,1959,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Jellisonia,breviloba,breviloba,Traub,1950,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,breviprojiciens,breviprojiciens,Li & Huang,1980,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,bureschi,bureschi,Rosicky,1959,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,capriciosus,bychowsky,Vysotskaya,1968,"Ctenophthalmus capriciosus carpathicus Suciu, 1969",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,calceatus,cabirus,Jordan & Rothschild,1913,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Procaviopsylla,spinifex,cabrali,Ribeiro,1975,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,safii,calabricus,"Beaucournu, Valle & Launay",1981,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Leptopsylla,taschenbergi,calamana,Jordan,1951,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,calceatus,calceatus,Waterston,1912,"Ctenophthalmus calceatus septentrionalis DeMeillon, 1940",,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Syngenopsyllus,calceatus,calceatus,(Rothschild),1905,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Anomiopsyllinae,Callistopsyllus,terinus,campestris,Holland,1949,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,capriciosus,capriciosus,Smit,1960,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Callopsylla,caspia,caspia,(Ioff & Argyropulo),1934,"Ceratophyllus caspius Tiflov, 1937; Callopsylla caspia rhodopeia Rosicky, 1959",,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Xenopsylla,gerbilli,caspica,Ioff,1950,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,andorrensis,catalaniensis,Beaucournu,1973,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,ansorgei,catanganus,Jordan,1936,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Frontopsylla,elata,caucasica,Ioff & Argyropulo,1934,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Neopsyllinae,Neopsylla,pleskei,caucasica,Goncharov & Sadekova,1966,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,egregius,celatus,"Beaucournu, Valle & Launay",1981,,,
Siphonaptera,Pulicomorpha,Vermipsylloidea  ,Vermipsyllidae,,Vermipsylla,perplexa,centrolasia,"Liu, Wu & Wu",1982,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Listropsyllinae,Listropsylla,cerrita,cerrita,Jordan,1930,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,bisoctodentatus,certus,Beaucournu,1979,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,nivalis,cervinus,Jordan & Rothschild,1920,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Amphipsylla,tuta,chaliensis,"Jie, Yang & Li",1979,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Ceratophyllus,farreni,chaoi,Smit & Allan,1955,"Ceratophyllus chaoi Wang, 1957 (jurnior homonym)",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Listropsyllinae,Listropsylla,chelura,chelura,Rothschild,1913,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Xenopsylla,cheopis,cheopis,(Rothschild),1903,"Pulex murinus Tiraboschi, 1904; Xenopsylla pachyuromyidis Glinkiewicz, 1907; Pulex philippinensis Schultze & Herzog, 1904; Pulex tripolitanus Fulmek, 1909",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,secundus,cilicius,Peus,1977,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Citellophilus,tesquorum,ciscaucasicus,(Ioff),1936,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Mesopsylla,hebes,clara,Smit,1980,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllidae,Hystrichopsyllinae,Typhloceras,favosum,claramuntae,Beaucournu & Gosalbez,1978,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Amphalius ,clarus,clarus,(Jordan & Rothschild),1922,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Synosternus,cleopatrae,cleopatrae,(Rothschild),1903,,,
Siphonaptera,Pulicomorpha,Malacopsylloidea ,Rhopalopsyllidae,Rhopalopsyllinae,Rhopalopsyllus,lutzi,cleophontis,(Rothschild),1904,,,
Siphonaptera,Pygiopsyllomorpha,Pygiopsylloidea,Stivaliidae,,Stivalius,cognatus,cognatus,Jordan & Rothschild,1922,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Amphipsyllinae,Paradoxopsyllus,jinshajiangensis,concavus,"Liu, Liu & Zhang",1986,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Ceratophyllus,styx,concinnus,Scalon,1977,,,
Siphonaptera,Pulicomorpha,Pulicoidea  ,Pulicidae,Spilopsyllinae,Xenopsylla,conformis,conformis,(Wagner),1903,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,congener,congener,Rothschild,1907,"Ctenophthalmus congener grulichi Beaucournu, 1964",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,congeneroides,congeneroides,Wagner,1930,"Ctenophthalmus congener honshuensis Smit, 1955",,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Anomiopsyllinae,Anomiopsyllus,falsicalifornicus,congruens,Stewart,1940,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllidae,Ceratophyllinae,Nosopsyllus,laeviceps,consors,(Rothschild),1913,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,evidens,convexus,Smit,1975,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Doratopsyllinae,Adoratopsylla,intermedia,copha,(Jordan),1926,,,
Siphonaptera,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalmidae,Ctenophthalminae,Ctenophthalmus,cophurus,cophurus,Jordan & Rothschild,1913,,,
Siphonaptera,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllidae,Leptopsyllinae,Leptopsylla,algira,costai,Smit,1955,,,
