Class,Subclass,Superorder,Order,Superfamily,Family,Subfamily,Genus,Species,Subgenus,Subspecies,Author,Males,Females,Nymphs,Larvae
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,STAGERI,,,COOLEY  KOHLS 1941,61,54,47,182
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,STEINI,,,(SCHULZE),16,11,3,133
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,TALAJE,,,(GUERIN-MENEVILLE),151,144,299,541
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,TARTAKOVSKYI,,,OLENEV,35,51,59,136
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,THOLOZANI,,PAPILLIPES,BIRULA,1,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,THOLOZANI,,CROSSI,BRUMPT,1,1,3,15
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,THOLOZANI,,,LABOULBENE  MEGNIN,652,267,226,49
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,TIPTONI,,,JONES  CLIFFORD,0,0,0,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,TURICATA,,,(DUGES),115,116,311,669
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,TUTTLEI,,,JONES  CLIFFORD,0,0,0,125
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,VANSOMERENI,,,KEIRANS  HOOGSTRAAL  CLIFFORD 1977,9,11,27,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,VIGUERASI,,,COOLEY  KOHLS 1941,1,2,26,279
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,VUNKERI,,,KEIRANS  CLIFFORD  HOOGSTRAAL,0,0,2,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,YUKERI,,,KEIRANS  CLIFFORD  HOOGSTRAAL,65,40,8,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,YUNKERI,,,KEIRANS  CLIFFORD  HOOGSTRAAL 1984,60,67,110,103
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,YUMATENSIS,,,COOLEY  KOHLS 1941,7,32,44,340
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,ORNITHODOROS,ZUMPTI,,,HEISCH  GUGGISBERG,9,15,111,236
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,OTOBIUS,LAGOPHILUS,,,COOLEY  KOHLS,4,5,541,480
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,OTOBIUS,MEGNINI,,,(DUGES),116,143,8637,828
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,Ornithodorinae,NOTHOASPIS,REDDELLI,,,KEIRANS  CLIFFORD 1975,3,0,11,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,Ornithodorinae,NOTHOASPIS,SP.,,,,0,0,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Argasidae,,,,ALECTOROBIUS,,,1,1,1,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,,,,,321,99,4790,5814
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,albolimbatum,,,"Neumann, 1907",40,8,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,albopictum,,,"Neumann, 1899",243,65,42,6
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,americanum,,,"(Linnaeus, 1758)",1273,1979,8241,3976
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,antillorum,,,"Kohls, 1969",152,10,23,4
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,arianae,,,"Keirans & Garris, 1986",1,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,astrion,,,"Donitz, 1909",39,33,4,240
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,aureolatum,,,"(Pallas, 1772)",,,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,auricularium,,,"(Conil, 1878)",413,235,102,579
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,australiense,,,"Neumann, 1905",64,6,10,35
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,avecolens,,,,0,0,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,babirussae,,,"Schulze, 1933",166,265,641,136
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,boeroi,,,,1,1,4,12
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,borneense,,infestum,,1,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,boulengeri,,,"Hirst & Hirst, 1910",4,2,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,brasiliense,,,"Aragao, 1908",2,2,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,cajennense,,,"(Fabricius, 1787)",1827,1270,1179,794
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,calabyi,,,"Roberts, 1963",1,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,calcaratum,,,"Neumann, 1899",209,64,40,13
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,castanedai,,,,,1,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,chabaudi,,,"Rageau, 1964",,,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,clypeolatum,,,"Neumann, 1899",11,5,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,coelebs,,,"Neumann, 1899",70,56,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,cohaerens,,,"Donitz, 1909",911,434,2745,866
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,compressum,,,"(Macalister, 1872)",117,27,63,23
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,cooperi,,,"Nuttall & Warburton, 1908",15,4,27,33
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,cordiferum,,,"Neumann, 1899",0,81,19,95
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,crassipes,,,,,,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,crassum,,,"Robinson, 1926",,6,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,cruciferum,,,"Neumann, 1901",142,50,12,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,cyprium,,,"Neumann, 1899",27,71,9,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,darwini,,,"Hirst & Hirst, 1910",252,605,1140,1277
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,darwini,,wollebaeki,,19,21,4,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,dissimile,,,"Koch, 1844",1300,480,1283,2665
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,eburneum,,,"Gerstacker, 1873",2458,140,880,55
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,elaphense,,,,7,8,8,151
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,EXORNATUM,,,(Koch),40,29,16,24
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,extraoculatum,,,"Neumann, 1899",177,106,216,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,falsomarmoreum,,,"Tonelli-Rondelli, 1935",46,30,71,159
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,fimbriatum,,,,1,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,flavomaculatum,,,,14,1,15,2
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,formosanum,,,,0,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,fulvum,,,"Neumann, 1899",1,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,geayi,,,"Neumann, 1899",234,46,65,140
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,gemma,,,"Donitz, 1909",3265,387,66,63
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,geochelone,,,"Durden, Keirans & Smith, 2002",1,1,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,geoemydae,,,"(Cantor, 1847)",18,37,179,876
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,gertschi,,,,1,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,gervaisi,,,,,,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,glauerti,,,"Keirans, King & Sharrad, 1994",6,5,13,5
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,goeldii,,,"Neumann, 1899",28,17,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,hadanii,,,,1,2,1,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,hebraeum,,,"Koch, 1844",173,117,897,652
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,helvolum,,,"Koch, 1844",308,119,7,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,humerale,,,"Koch, 1844",110,16,6,8
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,imitator,,,"Kohls, 1958",920,593,308,221
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,incisum,,,"Neumann, 1906",63,24,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,inornatum,,,"(Banks, 1909)",12,19,116,217
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,integrum,,,"Karsch, 1879",42,35,3,3
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,interandinum,,,,70,26,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,javanense,,,"(Supino, 1897)",402,81,583,188
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,latepunctatum,,,,45,41,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,latum,,,,80,47,52,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,lepidum,,,"Donitz, 1909",23760,6032,796,79
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,limbatum,,,"Neumann, 1899",28,20,24,125
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,loculosum,,,"Neumann, 1907",72,25,9,4
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,longirostre,,,"(Koch, 1844)",261,73,90,182
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,macfarlandi,,,"Keirans, Hoogstraal & Clifford, 1973",93,112,40,41
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,maculatum,,,"Koch, 1844",1676,1055,1944,4101
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,marmoreum,,,"Koch, 1844",33,23,44,38
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,mixtum,,,,409,276,383,143
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,moreliae,,,"(Koch, 1867)",45,18,7,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,multipunctum,,,"Neumann, 1899",76,20,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,naponense,,,"(Packard, 1869)",232,118,54,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,neumanni,,,"Ribaga, 1902",9,9,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,nitidum,,,"Hirst & Hirst, 1910",8,20,11,17
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,nodosum,,,"Neumann, 1899",312,73,10,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,nuttalli,,,"Donitz, 1909",116,27,121,188
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,oblongoguttatum,,,"Koch, 1844",194,148,81,57
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,ovale,,,"Koch, 1844",376,350,62,15
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,pacae,,,"Aragao, 1911",31,15,24,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,papuanum,,,"Hirst, 1914",6,13,1,22
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,parkeri,,,"Fonseca & Aragao, 1952",10,5,,34
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,parvitarsum,,,"Neumann, 1901",27,19,0,61
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,parvum,,,"Aragao, 1908",109,83,130,224
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,patinoi,,,,18,46,2,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,paulopunctatum,,,"Neumann, 1899",12,8,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,pecarium,,,"Dunn, 1933",169,46,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,personatum,,,"Neumann, 1901",0,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,philipi,,,,1,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,pictum,,,"Neumann, 1906",6,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,pilosum,,,"Neumann, 1899",378,428,258,299
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,pomposum,,,"Donitz, 1909",39,7,1,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,pseudoconcolor,,,"Aragao, 1908",90,46,6,10
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,pseudoparvum,,,"Guglielmone, Mangold & Keirans, 1990",47,49,33,300
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,quadricavum,,,"(Schulze, 1941)",0,7,0,4
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,rhinocerotis,,,"(de Geer, 1778)",26,16,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,robinsoni,,,"Warburton, 1927",69,4,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,romarioi,,,,1,1,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,rotundatum,,,"Koch, 1844",102,742,183,933
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,sabanerae,,,"A. sabaneraeStoll, 1890",96,43,104,95
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,scalpturatum,,,"Neumann, 1906",66,41,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,sculptum,,,,131,152,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,scutatum,,,"Neumann, 1899",1079,289,854,285
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,sparsum,,,"Neumann, 1899",747,111,101,73
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,sphenodonti,,,,0,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,splendidum,,,"Giebel, 1877",8,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,squamosum,,,"Kohls, 1953",0,2,4,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,striatum,,,"Koch, 1844",8,7,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,supinoi,,,"Neumann, 1905",49,14,19,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,sylvaticum,,,"(de Geer, 1778)",8,5,1,58
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,tapirellum,,,"Dunn, 1933",1,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,testudinarium,,,Koch 1844,212,193,302,665
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,testudinis,,,"(Conil, 1877)",19,4,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,tholloni,,,"Neumann, 1899",274,123,38,62
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,tigrinum,,,"Koch, 1844",140,152,28,986
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,tonelliae,,,,6,28,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,torrei,,,"Perez Viqueras, 1934",9,2,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,triguttatum,,,"Koch, 1844",1,2,3,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,triguttatum,,triguttatum,,6,13,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,trimaculatum,,,,25,6,18,21
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,triste,,,"Koch, 1844",15,10,2,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,tuberculatum,,,"Marx, 1894",154,102,275,504
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,usingeri,,,"Keirans, Hoogstraal & Clifford, 1973",517,760,171,245
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,varanensis,,,(SUPINO),2,2,,10
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,variegatum,,,"(Fabricius, 1794)",21977,9932,682,89
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,varium,,,"Koch, 1844",80,31,1,574
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,vikirri,,,"Keirans, Bull, & Duffield, 1996",12,8,12,17
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,williamsi,,,"Banks, 1924",98,113,109,68
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Amblyomminae,Amblyomma,yucumense,,,,3,3,3,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,ANOCENTOR,COLUMBIANUS,,,SCHULZE,0,0,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,ANOCENTOR,NITENS,,,(NEUMANN),832,1030,530,489
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,abaensis,,,,,2,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,ALBIPICTUS,,,"Packard, 1869",5563,6953,3028,3209
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,ANDERSONI,,,STILES,8822,9813,14344,11593
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,ANOCENTOR,,NITENS,,3,5,1,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,ASPER,,,ARTHUR,2,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,ATROSIGNATUS,,,"NEUMANN, 1906",5844,5781,244,245
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,AURATUS,,,SUPINO,367,206,527,141
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,CIRCUMGUTTATUS,,,NEUMANN,56,28,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,COMPACTUS,,,NEUMANN,4765,5917,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,CONFRAGUS,,,SCHULZE,0,1,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,DAGHESTANICUS,,,OLENEV,4,7,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,DISPAR,,,"Cooley, 1937",3,5,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,DISSIMILIS,,,COOLEY,108,354,185,7
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,EVERESTIANUS,,,HIRST,231,296,1,1
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,HALLI,,,MCINTOSH,66,26,2,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,HUNTERI,,,BISHOPP 1912,144,75,6,452
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,IMITANS,,,WARBURTON,69,18,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,INDOCENTOR,,,,0,0,29,38
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,LATUS,,,COOLEY 1937,51,36,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,MARGINATUM,,,(SULZER),480,311,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,MARGINATUS,,,SULZER,202,124,1,269
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,MODESTUS,,,BANKS,13,2,0,0
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,MONTANUS,,,,1,1,,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,NITENS,,,,20,39,13,
Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,,DERMACENTOR,NIVEUS,,,NEUMANN,313,147,34,188
