dwc:taxonID	dwc:parentNameUsageID	dwc:acceptedNameUsageID	dwc:originalNameUsageID	dwc:datasetID	dwc:taxonomicStatus	dwc:taxonRank	dwc:scientificName	gbif:genericName	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:nameAccordingTo	dwc:namePublishedIn	dwc:nomenclaturalCode	dwc:nomenclaturalStatus	dwc:taxonRemarks	dcterms:references
x4					ACCEPTED	KINGDOM	Animalia									
x6	x4				ACCEPTED	PHYLUM	Arthropoda									
x8	x6				ACCEPTED	CLASS	Insecta									
xA	x8				ACCEPTED	ORDER	Siphonaptera									
xG4	xA				ACCEPTED	SUPERFAMILY	Stephanocircidoidea									
xG6	xG4				ACCEPTED	FAMILY	Stephanocircidae									
xGQ	xG6				ACCEPTED	GENUS	Stephanocircus									
122260	xGQ				ACCEPTED	SPECIES	Stephanocircus concinnus Rothschild, 1916	Stephanocircus	concinnus				ICZN			
122270	xGQ				ACCEPTED	SPECIES	Stephanocircus dasyuri Skuse, 1893	Stephanocircus	dasyuri				ICZN			
122340	xGQ				ACCEPTED	SPECIES	Stephanocircus simsoni Rothschild, 1905	Stephanocircus	simsoni				ICZN			
122290	xGQ				ACCEPTED	SPECIES	Stephanocircus greeni Traub & Dunnet, 1973	Stephanocircus	greeni				ICZN			
122310	122290				ACCEPTED	INFRASPECIFIC_NAME	Stephanocircus greeni tasmanica Traub & Dunnet, 1973	Stephanocircus	greeni	tasmanica			ICZN			
122300	122290				ACCEPTED	INFRASPECIFIC_NAME	Stephanocircus greeni greeni Traub & Dunnet, 1973	Stephanocircus	greeni	greeni			ICZN			
122280	xGQ				ACCEPTED	SPECIES	Stephanocircus domrowi Traub & Dunnet, 1973	Stephanocircus	domrowi				ICZN			
122330	xGQ				ACCEPTED	SPECIES	Stephanocircus pectinipes Rothschild, 1915	Stephanocircus	pectinipes				ICZN			
122320	xGQ				ACCEPTED	SPECIES	Stephanocircus harrisoni Traub & Dunnet, 1973	Stephanocircus	harrisoni				ICZN			
xGN	xG6				ACCEPTED	GENUS	Coronapsylla									
122240	xGN				ACCEPTED	SPECIES	Coronapsylla jarvisi (Rothschild, 1908)	Coronapsylla	jarvisi				ICZN			
xGL	xG6				ACCEPTED	GENUS	Tiarapsylla									
122200	xGL				ACCEPTED	SPECIES	Tiarapsylla bella Johnson, 1956	Tiarapsylla	bella				ICZN			
122190	xGL				ACCEPTED	SPECIES	Tiarapsylla argentina Jordan, 1942	Tiarapsylla	argentina				ICZN			
122210	xGL				ACCEPTED	SPECIES	Tiarapsylla titschacki Wagner, 1937	Tiarapsylla	titschacki				ICZN			
xGJ	xG6				ACCEPTED	GENUS	Sphinctopsylla									
122140	xGJ				ACCEPTED	SPECIES	Sphinctopsylla inca (Rothschild, 1914)	Sphinctopsylla	inca				ICZN			
122150	xGJ				ACCEPTED	SPECIES	Sphinctopsylla mars (Rothschild, 1898)	Sphinctopsylla	mars				ICZN			
122160	xGJ				ACCEPTED	SPECIES	Sphinctopsylla spillmanni Jordan, 1933	Sphinctopsylla	spillmanni				ICZN			
122170	xGJ				ACCEPTED	SPECIES	Sphinctopsylla tolmera (Jordan, 1931)	Sphinctopsylla	tolmera				ICZN			
122130	xGJ				ACCEPTED	SPECIES	Sphinctopsylla diomedes Johnson, 1957	Sphinctopsylla	diomedes				ICZN			
122120	xGJ				ACCEPTED	SPECIES	Sphinctopsylla ares (Rothschild, 1911)	Sphinctopsylla	ares				ICZN			
xGC	xG6				ACCEPTED	GENUS	Craneopsylla									
121750	xGC				ACCEPTED	SPECIES	Craneopsylla minerva (Rothschild, 1903)	Craneopsylla	minerva				ICZN			
121760	121750				ACCEPTED	INFRASPECIFIC_NAME	Craneopsylla minerva minerva (Rothschild, 1903)	Craneopsylla	minerva	minerva			ICZN			
121770	121750				ACCEPTED	INFRASPECIFIC_NAME	Craneopsylla minerva wolffhuegeli (Rothschild, 1909)	Craneopsylla	minerva	wolffhuegeli			ICZN			
xGE	xG6				ACCEPTED	GENUS	Nonnapsylla									
121790	xGE				ACCEPTED	SPECIES	Nonnapsylla rothschildi Wagner, 1938	Nonnapsylla	rothschildi				ICZN			
121800	121790				ACCEPTED	INFRASPECIFIC_NAME	Nonnapsylla rothschildi rothschildi Wagner, 1938	Nonnapsylla	rothschildi	rothschildi			ICZN			
121810	121790				ACCEPTED	INFRASPECIFIC_NAME	Nonnapsylla rothschildi wagneri Johnson, 1957	Nonnapsylla	rothschildi	wagneri			ICZN			
xGG	xG6				ACCEPTED	GENUS	Plocopsylla									
121970	xGG				ACCEPTED	SPECIES	Plocopsylla lewisi Beaucournu & Gallardo, 1988	Plocopsylla	lewisi				ICZN			
121980	xGG				ACCEPTED	SPECIES	Plocopsylla nungui Schramm & Lewis, 1987	Plocopsylla	nungui				ICZN			
121950	xGG				ACCEPTED	SPECIES	Plocopsylla kasogonaga Schramm & Lewis, 1988	Plocopsylla	kasogonaga				ICZN			
121960	xGG				ACCEPTED	SPECIES	Plocopsylla kilya Schramm & Lewis, 1987	Plocopsylla	kilya				ICZN			
121920	xGG				ACCEPTED	SPECIES	Plocopsylla hector Jordan, 1931	Plocopsylla	hector				ICZN			
121940	xGG				ACCEPTED	SPECIES	Plocopsylla inti Johnson, 1957	Plocopsylla	inti				ICZN			
121910	xGG				ACCEPTED	SPECIES	Plocopsylla fuegina Beaucournu & Gallardo, 1978	Plocopsylla	fuegina				ICZN			
121930	xGG				ACCEPTED	SPECIES	Plocopsylla heros Jordan, 1933	Plocopsylla	heros				ICZN			
121890	xGG				ACCEPTED	SPECIES	Plocopsylla diana Beaucournu, Gallardo & Launay, 1986	Plocopsylla	diana				ICZN			
121900	xGG				ACCEPTED	SPECIES	Plocopsylla enderleini Wagner, 1933	Plocopsylla	enderleini				ICZN			
121870	xGG				ACCEPTED	SPECIES	Plocopsylla consobrina Beaucournu & Alcover, 1990	Plocopsylla	consobrina				ICZN			
121880	xGG				ACCEPTED	SPECIES	Plocopsylla crypta Beaucournu & Gallardo, 1989	Plocopsylla	crypta				ICZN			
121850	xGG				ACCEPTED	SPECIES	Plocopsylla athena Schramm & Lewis, 1987	Plocopsylla	athena				ICZN			
121860	xGG				ACCEPTED	SPECIES	Plocopsylla chiris (Jordan, 1931)	Plocopsylla	chiris				ICZN			
121830	xGG				ACCEPTED	SPECIES	Plocopsylla achilles (Rothschild, 1911)	Plocopsylla	achilles				ICZN			
121840	xGG				ACCEPTED	SPECIES	Plocopsylla angusticeps Mahnert, 1982	Plocopsylla	angusticeps				ICZN			
122100	xGG				ACCEPTED	SPECIES	Plocopsylla wolffsohni (Rothschild, 1909)	Plocopsylla	wolffsohni				ICZN			
122090	xGG				ACCEPTED	SPECIES	Plocopsylla wilesi Beaucournu & Kelt, 1990	Plocopsylla	wilesi				ICZN			
122070	xGG				ACCEPTED	SPECIES	Plocopsylla ulysses Hopkins, 1951	Plocopsylla	ulysses				ICZN			
122080	xGG				ACCEPTED	SPECIES	Plocopsylla viracocha Schramm & Lewis, 1987	Plocopsylla	viracocha				ICZN			
122060	xGG				ACCEPTED	SPECIES	Plocopsylla traubi Del Ponte, 1968	Plocopsylla	traubi				ICZN			
122050	xGG				ACCEPTED	SPECIES	Plocopsylla thor Johnson, 1957	Plocopsylla	thor				ICZN			
122040	xGG				ACCEPTED	SPECIES	Plocopsylla silewi Beaucournu & Kelt, 1990	Plocopsylla	silewi				ICZN			
122030	xGG				ACCEPTED	SPECIES	Plocopsylla scotinomi Tipton & Mendez, 1966	Plocopsylla	scotinomi				ICZN			
122020	xGG				ACCEPTED	SPECIES	Plocopsylla reigi Beaucournu & Gallardo, 1978	Plocopsylla	reigi				ICZN			
122010	xGG				ACCEPTED	SPECIES	Plocopsylla phyllisae Smit, 1953	Plocopsylla	phyllisae				ICZN			
122000	xGG				ACCEPTED	SPECIES	Plocopsylla phobos Jordan, 1931	Plocopsylla	phobos				ICZN			
121990	xGG				ACCEPTED	SPECIES	Plocopsylla pallas (Rothschild, 1914)	Plocopsylla	pallas				ICZN			
xG8	xG6				ACCEPTED	GENUS	Barreropsylla									
121680	xG8				ACCEPTED	SPECIES	Barreropsylla excelsa Jordan, 1953	Barreropsylla	excelsa				ICZN			
xGA	xG6				ACCEPTED	GENUS	Cleopsylla									
121730	xGA				ACCEPTED	SPECIES	Cleopsylla vidua Beaucournu & Gallardo, 1991	Cleopsylla	vidua				ICZN			
121710	xGA				ACCEPTED	SPECIES	Cleopsylla monticola Smit, 1953	Cleopsylla	monticola				ICZN			
121720	xGA				ACCEPTED	SPECIES	Cleopsylla townsendi Rothschild, 1914	Cleopsylla	townsendi				ICZN			
xB2	xA				ACCEPTED	SUPERFAMILY	Ancistropsylloidea									
xB4	xB2				ACCEPTED	FAMILY	Ancistropsyllidae									
xB6	xB4				ACCEPTED	GENUS	Ancistropsylla									
106900	xB6				ACCEPTED	SPECIES	Ancistropsylla nepalensis Lewis, 1968	Ancistropsylla	nepalensis				ICZN			
106920	xB6				ACCEPTED	SPECIES	Ancistropsylla siamensis Smit & Toumanoff, 1952	Ancistropsylla	siamensis				ICZN			
106910	xB6				ACCEPTED	SPECIES	Ancistropsylla roubaudi Toumanoff & Fuller, 1947	Ancistropsylla	roubaudi				ICZN			
xAU	xA				ACCEPTED	SUPERFAMILY	Coptopsylloidea									
xAW	xAU				ACCEPTED	FAMILY	Coptopsyllidae									
xAY	xAW				ACCEPTED	GENUS	Coptopsylla									
106860	xAY				ACCEPTED	SPECIES	Coptopsylla wassiliewi (Wagner, 1932)	Coptopsylla	wassiliewi				ICZN			
106840	xAY				ACCEPTED	SPECIES	Coptopsylla smiti Hubbard, 1956	Coptopsylla	smiti				ICZN			
106850	xAY				ACCEPTED	SPECIES	Coptopsylla trigona Ioff, 1946	Coptopsylla	trigona				ICZN			
106680	xAY				ACCEPTED	SPECIES	Coptopsylla lamellifer (Wagner, 1895)	Coptopsylla	lamellifer				ICZN			
106740	106680				ACCEPTED	INFRASPECIFIC_NAME	Coptopsylla lamellifer rostrata Ioff & Tiflov, 1934	Coptopsylla	lamellifer	rostrata			ICZN			
106750		106740			SYNONYM	SUBSPECIES	Coptopsylla lamellifer immanubriata Ioff & Tiflov, 1934	Coptopsylla	lamellifer	immanubriata			ICZN			
106760	106680				ACCEPTED	INFRASPECIFIC_NAME	Coptopsylla lamellifer tarimensis Yu Xin, Ye Ruiyu & Cao-Hanli, 1990	Coptopsylla	lamellifer	tarimensis			ICZN			
139020	106680				ACCEPTED	INFRASPECIFIC_NAME	Coptopsylla lamellifer tilufanensis Yu, Liao & Ruiyu, 1999	Coptopsylla	lamellifer	tilufanensis			ICZN			
106720	106680				ACCEPTED	INFRASPECIFIC_NAME	Coptopsylla lamellifer dubinini Ioff, 1950	Coptopsylla	lamellifer	dubinini			ICZN			
106730	106680				ACCEPTED	INFRASPECIFIC_NAME	Coptopsylla lamellifer formozovi Darskaya, 1988	Coptopsylla	lamellifer	formozovi			ICZN			
106690	106680				ACCEPTED	INFRASPECIFIC_NAME	Coptopsylla lamellifer lamellifer (Wagner, 1895)	Coptopsylla	lamellifer	lamellifer			ICZN			
106700	106680				ACCEPTED	INFRASPECIFIC_NAME	Coptopsylla lamellifer ardua Jordan & Rothschild, 1915	Coptopsylla	lamellifer	ardua			ICZN			
106710		106700			SYNONYM	SUBSPECIES	Coptopsylla lamellifer fallax Ioff & Tiflov, 1934	Coptopsylla	lamellifer	fallax			ICZN			
106770	xAY				ACCEPTED	SPECIES	Coptopsylla macrophthalma Ioff, 1950	Coptopsylla	macrophthalma				ICZN			
106660	xAY				ACCEPTED	SPECIES	Coptopsylla janiceae Lewis, 1973	Coptopsylla	janiceae				ICZN			
106670	xAY				ACCEPTED	SPECIES	Coptopsylla joannae Lewis, 1964	Coptopsylla	joannae				ICZN			
106800	xAY				ACCEPTED	SPECIES	Coptopsylla neronovi Farhang-Azad, 1972	Coptopsylla	neronovi				ICZN			
106810	xAY				ACCEPTED	SPECIES	Coptopsylla olgae Argyropulo, 1946	Coptopsylla	olgae				ICZN			
106820	106810				ACCEPTED	INFRASPECIFIC_NAME	Coptopsylla olgae olgae Argyropulo, 1946	Coptopsylla	olgae	olgae			ICZN			
106830	106810				ACCEPTED	INFRASPECIFIC_NAME	Coptopsylla olgae wachschi Labunets & Kafarskaya, 1961	Coptopsylla	olgae	wachschi			ICZN			
106790	xAY				ACCEPTED	SPECIES	Coptopsylla mofidii Farhang-Azad, 1966	Coptopsylla	mofidii				ICZN			
106780	xAY				ACCEPTED	SPECIES	Coptopsylla mesghalii Farhang-Azad, 1966	Coptopsylla	mesghalii				ICZN			
106610	xAY				ACCEPTED	SPECIES	Coptopsylla bairamaliensis Wagner, 1928	Coptopsylla	bairamaliensis				ICZN			
106590	xAY				ACCEPTED	SPECIES	Coptopsylla africana Wagner, 1932	Coptopsylla	africana				ICZN			
106600	xAY				ACCEPTED	SPECIES	Coptopsylla arax Isayeva-Gurvich, 1950	Coptopsylla	arax				ICZN			
106580	xAY				ACCEPTED	SPECIES	Coptopsylla afghana Lewis, 1973	Coptopsylla	afghana				ICZN			
106650	xAY				ACCEPTED	SPECIES	Coptopsylla iranica Farhang-Azad, 1966	Coptopsylla	iranica				ICZN			
106640	xAY				ACCEPTED	SPECIES	Coptopsylla caucasica Isayeva-Gurvich, 1950	Coptopsylla	caucasica				ICZN			
106630	xAY				ACCEPTED	SPECIES	Coptopsylla bondari Ioff, 1946	Coptopsylla	bondari				ICZN			
106620	xAY				ACCEPTED	SPECIES	Coptopsylla barbarae Lewis, 1973	Coptopsylla	barbarae				ICZN			
xQ	xA				ACCEPTED	SUPERFAMILY	Ceratophylloidea									
x84	xQ				ACCEPTED	FAMILY	Xiphiopsyllidae									
x86	x84				ACCEPTED	GENUS	Xiphiopsylla									
138360	x86				ACCEPTED	SPECIES	Xiphiopsylla hippia Jordan & Rothschild, 1913	Xiphiopsylla	hippia				ICZN			
138380	x86				ACCEPTED	SPECIES	Xiphiopsylla levis Smit, 1960	Xiphiopsylla	levis				ICZN			
138350	x86				ACCEPTED	SPECIES	Xiphiopsylla daemonicola Smit, 1960	Xiphiopsylla	daemonicola				ICZN			
138340	x86				ACCEPTED	SPECIES	Xiphiopsylla apriona Jordan & Rothschild, 1913	Xiphiopsylla	apriona				ICZN			
138430	x86				ACCEPTED	SPECIES	Xiphiopsylla poggii Beaucournu, 1991	Xiphiopsylla	poggii				ICZN			
138420	x86				ACCEPTED	SPECIES	Xiphiopsylla tumida Smit, 1960	Xiphiopsylla	tumida				ICZN			
138370	x86				ACCEPTED	SPECIES	Xiphiopsylla hyparetes Jordan & Rothschild, 1913	Xiphiopsylla	hyparetes				ICZN			
138390	x86				ACCEPTED	SPECIES	Xiphiopsylla lippa Jordan, 1933	Xiphiopsylla	lippa				ICZN			
138410	138390				ACCEPTED	INFRASPECIFIC_NAME	Xiphiopsylla lippa smithi Hubbard, 1967	Xiphiopsylla	lippa	smithi			ICZN			
138400	138390				ACCEPTED	INFRASPECIFIC_NAME	Xiphiopsylla lippa lippa Jordan, 1933	Xiphiopsylla	lippa	lippa			ICZN			
xS	xQ				ACCEPTED	FAMILY	Leptopsyllidae									
x7A	xS				ACCEPTED	GENUS	Paradoxopsyllus									
135860	x7A				ACCEPTED	SPECIES	Paradoxopsyllus rhombomysus Li Kueichen, Huang Guiping & Sun Qing, 1987	Paradoxopsyllus	rhombomysus				ICZN			
135880	x7A				ACCEPTED	SPECIES	Paradoxopsyllus scorodumovi Scalon, 1935	Paradoxopsyllus	scorodumovi				ICZN			
135890		135880			SYNONYM	SPECIES	Paradoxopsyllus transbaikalicus Tiflov & Pavlov, 1936	Paradoxopsyllus	transbaikalicus				ICZN			
135910	x7A				ACCEPTED	SPECIES	Paradoxopsyllus spinosus Lewis, 1974	Paradoxopsyllus	spinosus				ICZN			
135900	x7A				ACCEPTED	SPECIES	Paradoxopsyllus socrati Kunitskaya & Kunitsky, 1978	Paradoxopsyllus	socrati				ICZN			
135920	x7A				ACCEPTED	SPECIES	Paradoxopsyllus stenotus Liu Chiying, Cai Liyun & Wu Wenzhen, 1986	Paradoxopsyllus	stenotus				ICZN			
135930	x7A				ACCEPTED	SPECIES	Paradoxopsyllus teretifrons (Rothschild, 1913)	Paradoxopsyllus	teretifrons				ICZN			
135800	x7A				ACCEPTED	SPECIES	Paradoxopsyllus naryni Wagner, 1928	Paradoxopsyllus	naryni				ICZN			
135790	x7A				ACCEPTED	SPECIES	Paradoxopsyllus mustangensis Lewis, 1974	Paradoxopsyllus	mustangensis				ICZN			
135810	x7A				ACCEPTED	SPECIES	Paradoxopsyllus oribatus Lewis, 1974	Paradoxopsyllus	oribatus				ICZN			
135830	x7A				ACCEPTED	SPECIES	Paradoxopsyllus paucichaetus Yu Xin, Wu Houyong & Liu Chiying, 1966	Paradoxopsyllus	paucichaetus				ICZN			
135820	x7A				ACCEPTED	SPECIES	Paradoxopsyllus paraphaeopis Lewis, 1974	Paradoxopsyllus	paraphaeopis				ICZN			
135840	x7A				ACCEPTED	SPECIES	Paradoxopsyllus phaeopis (Jordan & Rothschild, 1911)	Paradoxopsyllus	phaeopis				ICZN			
135850	x7A				ACCEPTED	SPECIES	Paradoxopsyllus repandus (Rothschild, 1913)	Paradoxopsyllus	repandus				ICZN			
135870	x7A				ACCEPTED	SPECIES	Paradoxopsyllus scalonae Violovich, 1964	Paradoxopsyllus	scalonae				ICZN			
135550	x7A				ACCEPTED	SPECIES	Paradoxopsyllus dashidorzhii Scalon, 1953	Paradoxopsyllus	dashidorzhii				ICZN			
135570	x7A				ACCEPTED	SPECIES	Paradoxopsyllus digitatus Lewis, 1974	Paradoxopsyllus	digitatus				ICZN			
135520	x7A				ACCEPTED	SPECIES	Paradoxopsyllus curvispinus Miyajima & Koidzumi, 1909	Paradoxopsyllus	curvispinus				ICZN			
135530		135520			SYNONYM	SPECIES	Paradoxopsyllus subcaecatus (Rothschild, 1912)	Paradoxopsyllus	subcaecatus				ICZN			
135540	x7A				ACCEPTED	SPECIES	Paradoxopsyllus custodis Jordan, 1932	Paradoxopsyllus	custodis				ICZN			
135590	x7A				ACCEPTED	SPECIES	Paradoxopsyllus faghihei Farhang-Azad, 1972	Paradoxopsyllus	faghihei				ICZN			
135610	x7A				ACCEPTED	SPECIES	Paradoxopsyllus gussevi Mirzoyeva, 1954	Paradoxopsyllus	gussevi				ICZN			
135560	x7A				ACCEPTED	SPECIES	Paradoxopsyllus dictosus Smit, 1975	Paradoxopsyllus	dictosus				ICZN			
135580	x7A				ACCEPTED	SPECIES	Paradoxopsyllus diversus Liu Chiying, Chen Jiaxian & Liu Quan, 1986	Paradoxopsyllus	diversus				ICZN			
135470	x7A				ACCEPTED	SPECIES	Paradoxopsyllus aculeolatus Ge Long & Ma Liming, 1988	Paradoxopsyllus	aculeolatus				ICZN			
135460	x7A				ACCEPTED	SPECIES	Paradoxopsyllus acanthus Lewis, 1974	Paradoxopsyllus	acanthus				ICZN			
135490	x7A				ACCEPTED	SPECIES	Paradoxopsyllus angustisinus Cai Liyun & Wu Wenzhen, 1988	Paradoxopsyllus	angustisinus				ICZN			
135510	x7A				ACCEPTED	SPECIES	Paradoxopsyllus conveniens Wagner, 1930	Paradoxopsyllus	conveniens				ICZN			
135480	x7A				ACCEPTED	SPECIES	Paradoxopsyllus alatau Shvarts, 1953	Paradoxopsyllus	alatau				ICZN			
135500	x7A				ACCEPTED	SPECIES	Paradoxopsyllus calceiforma Zhang Jintong & Liu Chiying, 1985	Paradoxopsyllus	calceiforma				ICZN			
135740	x7A				ACCEPTED	SPECIES	Paradoxopsyllus liui Liu Quan, Li Zhenghai & Chang Fongbo, 1991	Paradoxopsyllus	liui				ICZN			
135730	x7A				ACCEPTED	SPECIES	Paradoxopsyllus liae Guo Tian-yu, Liu Quan & Wu Hou-yong, 1994	Paradoxopsyllus	liae				ICZN			
135720	x7A				ACCEPTED	SPECIES	Paradoxopsyllus latus Chen Ningyu, Wei Shufenf & Liu Quan, 1982	Paradoxopsyllus	latus				ICZN			
135710	x7A				ACCEPTED	SPECIES	Paradoxopsyllus kalabukhovi Labunets, 1961	Paradoxopsyllus	kalabukhovi				ICZN			
135780	x7A				ACCEPTED	SPECIES	Paradoxopsyllus microphthalmus Ioff, 1946	Paradoxopsyllus	microphthalmus				ICZN			
135770	x7A				ACCEPTED	SPECIES	Paradoxopsyllus magnificus Lewis, 1974	Paradoxopsyllus	magnificus				ICZN			
x7L	xS				ACCEPTED	GENUS	Hopkinsipsylla									
135750	x7A				ACCEPTED	SPECIES	Paradoxopsyllus longiprojectus Hsieh Paochi, Yang Xueshi & Li Kueichen, 1978	Paradoxopsyllus	longiprojectus				ICZN			
135760	x7A				ACCEPTED	SPECIES	Paradoxopsyllus longiquadratus Liu Quan, Ge Long & Lan Xiaohui, 1991	Paradoxopsyllus	longiquadratus				ICZN			
135630	x7A				ACCEPTED	SPECIES	Paradoxopsyllus hollandi Lewis, 1974	Paradoxopsyllus	hollandi				ICZN			
135640	x7A				ACCEPTED	SPECIES	Paradoxopsyllus inferioprocerus Yu Xin, Cao Hanli & Huang Gongmin, 1987	Paradoxopsyllus	inferioprocerus				ICZN			
135620	x7A				ACCEPTED	SPECIES	Paradoxopsyllus hesperius Ioff, 1946	Paradoxopsyllus	hesperius				ICZN			
135600	x7A				ACCEPTED	SPECIES	Paradoxopsyllus grenieri Klein, 1963	Paradoxopsyllus	grenieri				ICZN			
135670	x7A				ACCEPTED	SPECIES	Paradoxopsyllus intermedius Hsieh Paochi, Yang Xueshi & Li Kueichen, 1978	Paradoxopsyllus	intermedius				ICZN			
135680	x7A				ACCEPTED	SPECIES	Paradoxopsyllus jinshajiangensis Hsieh Paochi, Yang Xueshi & Li Kueichen, 1978	Paradoxopsyllus	jinshajiangensis				ICZN			
135690	135680				ACCEPTED	INFRASPECIFIC_NAME	Paradoxopsyllus jinshajiangensis jinshajiangensis Hsieh Paochi, Yang Xueshi & Li Kueichen, 1978	Paradoxopsyllus	jinshajiangensis	jinshajiangensis			ICZN			
135700	135680				ACCEPTED	INFRASPECIFIC_NAME	Paradoxopsyllus jinshajiangensis concavus Liu Zhangzonf, Liu Chiying & Zhang Jintong, 1986	Paradoxopsyllus	jinshajiangensis	concavus			ICZN			
135660	x7A				ACCEPTED	SPECIES	Paradoxopsyllus intermedium Guo Tian-yu, Liu Quan & Wu Hou-yong, 1994	Paradoxopsyllus	intermedium				ICZN			
135650	x7A				ACCEPTED	SPECIES	Paradoxopsyllus integer Ioff, 1946	Paradoxopsyllus	integer				ICZN			
x76	xS				ACCEPTED	GENUS	Phaenopsylla									
136010	x76				ACCEPTED	SPECIES	Phaenopsylla tiflovi Ioff, 1950	Phaenopsylla	tiflovi				ICZN			
135950	x76				ACCEPTED	SPECIES	Phaenopsylla aiderensis Medvedev & Alifirenko, 1991	Phaenopsylla	aiderensis				ICZN			
135960	x76				ACCEPTED	SPECIES	Phaenopsylla hopkinsi Lewis, 1973	Phaenopsylla	hopkinsi				ICZN			
135990	x76				ACCEPTED	SPECIES	Phaenopsylla mustersi Jordan, 1944	Phaenopsylla	mustersi				ICZN			
135970	x76				ACCEPTED	SPECIES	Phaenopsylla jordani Lewis, 1973	Phaenopsylla	jordani				ICZN			
136000	x76				ACCEPTED	SPECIES	Phaenopsylla newelli Farhang-Azad, 1972	Phaenopsylla	newelli				ICZN			
135980	x76				ACCEPTED	SPECIES	Phaenopsylla kopetdag Ioff, 1946	Phaenopsylla	kopetdag				ICZN			
x78	xS				ACCEPTED	GENUS	Dolichopsyllus									
136040	x78				ACCEPTED	SPECIES	Dolichopsyllus stylosus (Baker, 1904)	Dolichopsyllus	stylosus				ICZN			
x7C	xS				ACCEPTED	GENUS	Ophthalmopsylla									
135240	x7C				ACCEPTED	SPECIES	Ophthalmopsylla kukuschkini Ioff, 1928	Ophthalmopsylla	kukuschkini				ICZN			
135250	x7C				ACCEPTED	SPECIES	Ophthalmopsylla multichaeta Liu Chiying, Wu Houyong & Wu Foolin, 1965	Ophthalmopsylla	multichaeta				ICZN			
135310	x7C				ACCEPTED	SPECIES	Ophthalmopsylla volgensis (Wagner & Ioff, 1926)	Ophthalmopsylla	volgensis				ICZN			
135400	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis montana Fedina, 1946	Ophthalmopsylla	volgensis	montana			ICZN			
135410	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis palestinica Smit, 1960	Ophthalmopsylla	volgensis	palestinica			ICZN			
135430	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis tuoliensis Yu Xin, Ye Ruiyu & Liu Chiying, 1983	Ophthalmopsylla	volgensis	tuoliensis			ICZN			
135440	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis wuqiaensis Yu Xin, Sheb Yicheng & Ye Ruiyu, 1990	Ophthalmopsylla	volgensis	wuqiaensis			ICZN			
135330	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis volgensis (Wagner & Ioff, 1926)	Ophthalmopsylla	volgensis	volgensis			ICZN			
135420	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis transcaspica Zagniborodova & Mikulin, 1957	Ophthalmopsylla	volgensis	transcaspica			ICZN			
135360	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis fascicula Scalon, 1968	Ophthalmopsylla	volgensis	fascicula			ICZN			
135370	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis impersia Traub & Evans, 1967	Ophthalmopsylla	volgensis	impersia			ICZN			
135380	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis intermedia Argyropulo, 1946	Ophthalmopsylla	volgensis	intermedia			ICZN			
135390	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis kirgisiensis Ioff, 1953	Ophthalmopsylla	volgensis	kirgisiensis			ICZN			
135340	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis arnoldi Wagner & Argyropulo, 1934	Ophthalmopsylla	volgensis	arnoldi			ICZN			
135350	135310				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla volgensis balikunensis Yu Xin & Ye Ruiyu, 1982	Ophthalmopsylla	volgensis	balikunensis			ICZN			
135320		135310			SYNONYM	SUBSPECIES	Ophthalmopsylla volgensis abnorma Mikulin, 1960	Ophthalmopsylla	volgensis	abnorma			ICZN			
135260	x7C				ACCEPTED	SPECIES	Ophthalmopsylla praefecta (Jordan & Rothschild, 1915)	Ophthalmopsylla	praefecta				ICZN			
135300	135260				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla praefecta pernix Jordan, 1929	Ophthalmopsylla	praefecta	pernix			ICZN			
135270	135260				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla praefecta praefecta (Jordan & Rothschild, 1915)	Ophthalmopsylla	praefecta	praefecta			ICZN			
135280	135260				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla praefecta ecphora Labunets, 1961	Ophthalmopsylla	praefecta	ecphora			ICZN			
135290	135260				ACCEPTED	INFRASPECIFIC_NAME	Ophthalmopsylla praefecta lenta Smit, 1967	Ophthalmopsylla	praefecta	lenta			ICZN			
135210	x7C				ACCEPTED	SPECIES	Ophthalmopsylla celata Traub, 1965	Ophthalmopsylla	celata				ICZN			
135180	x7C				ACCEPTED	SPECIES	Ophthalmopsylla kasakiensis Ioff, 1929	Ophthalmopsylla	kasakiensis				ICZN			
135230	x7C				ACCEPTED	SPECIES	Ophthalmopsylla extrema Ioff & Scalon, 1953	Ophthalmopsylla	extrema				ICZN			
