dwc:taxonID	dwc:parentNameUsageID	dwc:acceptedNameUsageID	dwc:originalNameUsageID	dwc:datasetID	dwc:taxonomicStatus	dwc:taxonRank	dwc:scientificName	gbif:genericName	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:nameAccordingTo	dwc:namePublishedIn	dwc:nomenclaturalCode	dwc:nomenclaturalStatus	dwc:taxonRemarks	dcterms:references
117160	117130				ACCEPTED	INFRASPECIFIC_NAME	Neopsylla specialis minpiensis Li Kueichen & Wang Dwenching, 1964	Neopsylla	specialis	minpiensis			ICZN			
117170	117130				ACCEPTED	INFRASPECIFIC_NAME	Neopsylla specialis schismatosa Li Kueichen, 1980	Neopsylla	specialis	schismatosa			ICZN			
117180	117130				ACCEPTED	INFRASPECIFIC_NAME	Neopsylla specialis sichuanxizangensis Wu Houyoung & Chen Ningyu, 1982	Neopsylla	specialis	sichuanxizangensis			ICZN			
117140	117130				ACCEPTED	INFRASPECIFIC_NAME	Neopsylla specialis specialis Jordan, 1932	Neopsylla	specialis	specialis			ICZN			
117150	117130				ACCEPTED	INFRASPECIFIC_NAME	Neopsylla specialis dechingensis Hsieh Baochi & Yang Shiaotung, 1974	Neopsylla	specialis	dechingensis			ICZN			
x62	x4G				ACCEPTED	GENUS	Stenischia									
119820	x62				ACCEPTED	SPECIES	Stenischia rhadinopsylloides Smit, 1975	Stenischia	rhadinopsylloides				ICZN			
119840	x62				ACCEPTED	SPECIES	Stenischia wui Xie Baoqi & Lia Jiabing, 1989	Stenischia	wui				ICZN			
119850	x62				ACCEPTED	SPECIES	Stenischia xiei Lia Kueichen, 1987	Stenischia	xiei				ICZN			
119790	x62				ACCEPTED	SPECIES	Stenischia mirabilis Jordan, 1932	Stenischia	mirabilis				ICZN			
119800	x62				ACCEPTED	SPECIES	Stenischia montanis Xie Baoqi & Gong Zhengda, 1983	Stenischia	montanis				ICZN			
119810	x62				ACCEPTED	SPECIES	Stenischia pagiana Lewis, 1969	Stenischia	pagiana				ICZN			
119830	x62				ACCEPTED	SPECIES	Stenischia rupestris Xie Baoqi & Gong Zhengda, 1983	Stenischia	rupestris				ICZN			
119750	x62				ACCEPTED	SPECIES	Stenischia humilis Xie Baoqi & Gong Zhengda, 1983	Stenischia	humilis				ICZN			
119760	x62				ACCEPTED	SPECIES	Stenischia lewisi Smit, 1975	Stenischia	lewisi				ICZN			
119770	x62				ACCEPTED	SPECIES	Stenischia liae Xie Baoqi & Lia Jiabing, 1989	Stenischia	liae				ICZN			
119780	x62				ACCEPTED	SPECIES	Stenischia liui Xie Baoqi & Lia Jiabing, 1989	Stenischia	liui				ICZN			
119710	x62				ACCEPTED	SPECIES	Stenischia angustifrontalis Xie Baoqi & Gong Zhengda, 1983	Stenischia	angustifrontalis				ICZN			
119720	x62				ACCEPTED	SPECIES	Stenischia chini Xie Baoqi & Lia Jiabing, 1989	Stenischia	chini				ICZN			
119730	x62				ACCEPTED	SPECIES	Stenischia fujisania Sakaguti & Jameson, 1956	Stenischia	fujisania				ICZN			
119740		119730			SYNONYM	SPECIES	Stenischia asanumai Nakagawa, 1956	Stenischia	asanumai				ICZN			
138900	x62				ACCEPTED	SPECIES	Stenischia brevis Gong, 1998	Stenischia	brevis				ICZN			
x6C	x4G				ACCEPTED	GENUS	Dinopsyllus									
115350	x6C				ACCEPTED	SPECIES	Dinopsyllus ellobius (Rothschild, 1905)	Dinopsyllus	ellobius				ICZN			
115340	x6C				ACCEPTED	SPECIES	Dinopsyllus echinus Jordan & Rothschild, 1913	Dinopsyllus	echinus				ICZN			
115370	x6C				ACCEPTED	SPECIES	Dinopsyllus foedus Smit, 1968	Dinopsyllus	foedus				ICZN			
115360	x6C				ACCEPTED	SPECIES	Dinopsyllus flacourti Klein, 1966	Dinopsyllus	flacourti				ICZN			
115390	x6C				ACCEPTED	SPECIES	Dinopsyllus hanneyi Smit, 1964	Dinopsyllus	hanneyi				ICZN			
115380	x6C				ACCEPTED	SPECIES	Dinopsyllus grypurus Jordan & Rothschild, 1913	Dinopsyllus	grypurus				ICZN			
115410	x6C				ACCEPTED	SPECIES	Dinopsyllus horridus Jordan & Rothschild, 1913	Dinopsyllus	horridus				ICZN			
115400	x6C				ACCEPTED	SPECIES	Dinopsyllus hirsutus (Rothschild, 1908)	Dinopsyllus	hirsutus				ICZN			
115300	x6C				ACCEPTED	SPECIES	Dinopsyllus apistus Jordan & Rothschild, 1913	Dinopsyllus	apistus				ICZN			
115310		115300			SYNONYM	SPECIES	Dinopsyllus eremus Jordan & Rothschild, 1913	Dinopsyllus	eremus				ICZN			
115290	x6C				ACCEPTED	SPECIES	Dinopsyllus abaris Jordan, 1930	Dinopsyllus	abaris				ICZN			
115330	x6C				ACCEPTED	SPECIES	Dinopsyllus dirus Smit, 1959	Dinopsyllus	dirus				ICZN			
115320	x6C				ACCEPTED	SPECIES	Dinopsyllus brachypecten Smit, 1951	Dinopsyllus	brachypecten				ICZN			
115510	x6C				ACCEPTED	SPECIES	Dinopsyllus traubi Beaucournu & Rahm, 1975	Dinopsyllus	traubi				ICZN			
115530	x6C				ACCEPTED	SPECIES	Dinopsyllus wansoni Berteaux, 1947	Dinopsyllus	wansoni				ICZN			
115500	x6C				ACCEPTED	SPECIES	Dinopsyllus titan Hubbard, 1963	Dinopsyllus	titan				ICZN			
115520	x6C				ACCEPTED	SPECIES	Dinopsyllus tsaratananae Klein, 1968	Dinopsyllus	tsaratananae				ICZN			
115540	x6C				ACCEPTED	SPECIES	Dinopsyllus zuluensis De Meillon, 1940	Dinopsyllus	zuluensis				ICZN			
115560	x6C				ACCEPTED	SPECIES	Dinopsyllus ingens (Rothschild, 1900)	Dinopsyllus	ingens				ICZN			
115440	x6C				ACCEPTED	SPECIES	Dinopsyllus lypusus Jordan & Rothschild, 1913	Dinopsyllus	lypusus				ICZN			
115450	x6C				ACCEPTED	SPECIES	Dinopsyllus macrochaetus Beaucournu & Rahm, 1975	Dinopsyllus	macrochaetus				ICZN			
115420	x6C				ACCEPTED	SPECIES	Dinopsyllus kempi Jordan & Rothschild, 1913	Dinopsyllus	kempi				ICZN			
115430	x6C				ACCEPTED	SPECIES	Dinopsyllus longifrons Jordan & Rothschild, 1913	Dinopsyllus	longifrons				ICZN			
115480	x6C				ACCEPTED	SPECIES	Dinopsyllus smiti Ribeiro, 1975	Dinopsyllus	smiti				ICZN			
115490	x6C				ACCEPTED	SPECIES	Dinopsyllus tenax Jordan, 1930	Dinopsyllus	tenax				ICZN			
115460	x6C				ACCEPTED	SPECIES	Dinopsyllus pringlei Hubbard, 1963	Dinopsyllus	pringlei				ICZN			
115470	x6C				ACCEPTED	SPECIES	Dinopsyllus semnus Jordan, 1937	Dinopsyllus	semnus				ICZN			
138850	x6C				ACCEPTED	SPECIES	Dinopsyllus djaensis Beaucournu & Colyn, 1998	Dinopsyllus	djaensis				ICZN			
x5Q	x4G				ACCEPTED	GENUS	Hystrichopsylla									
120730	x5Q				ACCEPTED	SPECIES	Hystrichopsylla orophila Barrera, 1952	Hystrichopsylla	orophila				ICZN			
120710	x5Q				ACCEPTED	SPECIES	Hystrichopsylla orientalis Smit, 1956	Hystrichopsylla	orientalis				ICZN			
120720	120710				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla orientalis guentheri Peus, 1977	Hystrichopsylla	orientalis	guentheri			ICZN			
120760	x5Q				ACCEPTED	SPECIES	Hystrichopsylla satunini Wagner, 1916	Hystrichopsylla	satunini				ICZN			
120770	x5Q				ACCEPTED	SPECIES	Hystrichopsylla schefferi Chapin, 1919	Hystrichopsylla	schefferi				ICZN			
120790		120770			SYNONYM	SPECIES	Hystrichopsylla mammoth Chapin, 1921	Hystrichopsylla	mammoth				ICZN			
120780		120770			SYNONYM	SPECIES	Hystrichopsylla hubbardi Augustson, 1953	Hystrichopsylla	hubbardi				ICZN			
120740	x5Q				ACCEPTED	SPECIES	Hystrichopsylla ozeana Nakagawa & Sakaguti, 1959	Hystrichopsylla	ozeana				ICZN			
120750	x5Q				ACCEPTED	SPECIES	Hystrichopsylla rotundisinuata Li Kueichen & Hsieh Paochi, 1980	Hystrichopsylla	rotundisinuata				ICZN			
120820	x5Q				ACCEPTED	SPECIES	Hystrichopsylla tahavuana Jordan, 1929	Hystrichopsylla	tahavuana				ICZN			
120830	x5Q				ACCEPTED	SPECIES	Hystrichopsylla talpae (Curtis, 1826)	Hystrichopsylla	talpae				ICZN			
120910	120830				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla talpae riouxi Beaucournu & Rosin, 1977	Hystrichopsylla	talpae	riouxi			ICZN			
120840	120830				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla talpae talpae (Curtis, 1826)	Hystrichopsylla	talpae	talpae			ICZN			
120920	120830				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla talpae transalpina Beaucournu, Launay & Valle, 1982	Hystrichopsylla	talpae	transalpina			ICZN			
120890	120830				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla talpae ibera Beaucournu & Launay, 1979	Hystrichopsylla	talpae	ibera			ICZN			
120900	120830				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla talpae istrica Beaucournu, Launay & Mahnert, 1982	Hystrichopsylla	talpae	istrica			ICZN			
120880	120830				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla talpae alpina Beaucournu & Launay, 1979	Hystrichopsylla	talpae	alpina			ICZN			
120860		120830			SYNONYM	SPECIES	Hystrichopsylla obtusiceps (Ritsema, 1868)	Hystrichopsylla	obtusiceps				ICZN			
120850		120830			SYNONYM	SPECIES	Hystrichopsylla narbeli (Galli-Valerio, 1900)	Hystrichopsylla	narbeli				ICZN			
120870		120830			SYNONYM	SPECIES	Hystrichopsylla terrestris (Macquart, 1831)	Hystrichopsylla	terrestris				ICZN			
120800	x5Q				ACCEPTED	SPECIES	Hystrichopsylla stenosterna Liu Chiying, Wu Houyoung & Chang Fengbo, 1974	Hystrichopsylla	stenosterna				ICZN			
120810	x5Q				ACCEPTED	SPECIES	Hystrichopsylla synaptica Smit, 1975	Hystrichopsylla	synaptica				ICZN			
120930	x5Q				ACCEPTED	SPECIES	Hystrichopsylla weida Jameson & Hsieh, 1967	Hystrichopsylla	weida				ICZN			
120950	120930				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla weida qinlingensis Zhang Jintong, Wu Houyong & Liu Chiying, 1984	Hystrichopsylla	weida	qinlingensis			ICZN			
120960	120930				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla weida yunnanensis Xie Baoqi & Gong Zhengda, 1979	Hystrichopsylla	weida	yunnanensis			ICZN			
120940	120930				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla weida weida Jameson & Hsieh, 1967	Hystrichopsylla	weida	weida			ICZN			
120970	x5Q				ACCEPTED	SPECIES	Hystrichopsylla zii Gong Zhengda, 1992	Hystrichopsylla	zii				ICZN			
120670	x5Q				ACCEPTED	SPECIES	Hystrichopsylla occidentalis Holland, 1949	Hystrichopsylla	occidentalis				ICZN			
120680	120670				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla occidentalis occidentalis Holland, 1949	Hystrichopsylla	occidentalis	occidentalis			ICZN			
120700	120670				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla occidentalis sylvaticus Campos & Stark, 1979	Hystrichopsylla	occidentalis	sylvaticus			ICZN			
120690	120670				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla occidentalis linsdalei Holland, 1957	Hystrichopsylla	occidentalis	linsdalei			ICZN			
120650	x5Q				ACCEPTED	SPECIES	Hystrichopsylla multidentata Ma Liming & Wang Lichen, 1966	Hystrichopsylla	multidentata				ICZN			
120660	x5Q				ACCEPTED	SPECIES	Hystrichopsylla nicolai Scalon, 1935	Hystrichopsylla	nicolai				ICZN			
120630	x5Q				ACCEPTED	SPECIES	Hystrichopsylla mengdaensis Cai Liyun & Wu Wenzhen, 1994	Hystrichopsylla	mengdaensis				ICZN			
120640	x5Q				ACCEPTED	SPECIES	Hystrichopsylla microti Scalon, 1950	Hystrichopsylla	microti				ICZN			
120610	x5Q				ACCEPTED	SPECIES	Hystrichopsylla kris Traub & Johnson, 1952	Hystrichopsylla	kris				ICZN			
120620	x5Q				ACCEPTED	SPECIES	Hystrichopsylla llorentei Ayala & Morales, 1990	Hystrichopsylla	llorentei				ICZN			
120550	x5Q				ACCEPTED	SPECIES	Hystrichopsylla dippiei Rothschild, 1902	Hystrichopsylla	dippiei				ICZN			
120570	120550				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla dippiei neotomae Holland, 1957	Hystrichopsylla	dippiei	neotomae			ICZN			
120580	120550				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla dippiei spinata Holland, 1949	Hystrichopsylla	dippiei	spinata			ICZN			
120600	120550				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla dippiei truncata Holland, 1957	Hystrichopsylla	dippiei	truncata			ICZN			
120560	120550				ACCEPTED	INFRASPECIFIC_NAME	Hystrichopsylla dippiei dippiei Rothschild, 1902	Hystrichopsylla	dippiei	dippiei			ICZN			
120590	x5Q				ACCEPTED	SPECIES	Hystrichopsylla heishuiensis Li Kuei-chen & Liu Lian-zhu, 1994	Hystrichopsylla	heishuiensis				ICZN			
139060	x5Q				ACCEPTED	SPECIES	Hystrichopsylla zhani Yue, Li & Zheng, 1999	Hystrichopsylla	zhani				ICZN			
x4Q	x4G				ACCEPTED	GENUS	Ctenophthalmus									
sp2-411	x4Q				ACCEPTED	SPECIES	Ctenophthalmus graecus	Ctenophthalmus	graecus				ICZN		Binomial generated by Sp2000	
138570	sp2-411				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus graecus jordanianus Peus, 1950	Ctenophthalmus	graecus	jordanianus			ICZN			
112050	x4Q				ACCEPTED	SPECIES	Ctenophthalmus gilliesi Hubbard, 1963	Ctenophthalmus	gilliesi				ICZN			
112040	x4Q				ACCEPTED	SPECIES	Ctenophthalmus ghanensis Segerman, 1971	Ctenophthalmus	ghanensis				ICZN			
112030	x4Q				ACCEPTED	SPECIES	Ctenophthalmus francai Ribeiro, 1975	Ctenophthalmus	francai				ICZN			
112020	x4Q				ACCEPTED	SPECIES	Ctenophthalmus flagellatus Smit, 1964	Ctenophthalmus	flagellatus				ICZN			
112090	x4Q				ACCEPTED	SPECIES	Ctenophthalmus lycosius Jordan & Rothschild, 1913	Ctenophthalmus	lycosius				ICZN			
112080	x4Q				ACCEPTED	SPECIES	Ctenophthalmus luberensis Berteaux, 1949	Ctenophthalmus	luberensis				ICZN			
112070	x4Q				ACCEPTED	SPECIES	Ctenophthalmus leptodactylus Hubbard, 1963	Ctenophthalmus	leptodactylus				ICZN			
112060	x4Q				ACCEPTED	SPECIES	Ctenophthalmus hoogstraali Traub, 1963	Ctenophthalmus	hoogstraali				ICZN			
112130	x4Q				ACCEPTED	SPECIES	Ctenophthalmus nyikensis Smit, 1962	Ctenophthalmus	nyikensis				ICZN			
112120	x4Q				ACCEPTED	SPECIES	Ctenophthalmus natalensis Marcus & De Meillon, 1960	Ctenophthalmus	natalensis				ICZN			
112110	x4Q				ACCEPTED	SPECIES	Ctenophthalmus moratus Jordan, 1926	Ctenophthalmus	moratus				ICZN			
112100	x4Q				ACCEPTED	SPECIES	Ctenophthalmus machadoi Ribeiro, 1975	Ctenophthalmus	machadoi				ICZN			
112180	x4Q				ACCEPTED	SPECIES	Ctenophthalmus singularis Jordan, 1936	Ctenophthalmus	singularis				ICZN			
112160	x4Q				ACCEPTED	SPECIES	Ctenophthalmus phyris Jordan, 1941	Ctenophthalmus	phyris				ICZN			
112150	x4Q				ACCEPTED	SPECIES	Ctenophthalmus ominosus Smit, 1959	Ctenophthalmus	ominosus				ICZN			
112140	x4Q				ACCEPTED	SPECIES	Ctenophthalmus olbius Jordan & Rothschild, 1923	Ctenophthalmus	olbius				ICZN			
112200	x4Q				ACCEPTED	SPECIES	Ctenophthalmus stenurus Jordan, 1937	Ctenophthalmus	stenurus				ICZN			
112210	x4Q				ACCEPTED	SPECIES	Ctenophthalmus tertius Smit, 1960	Ctenophthalmus	tertius				ICZN			
112170	x4Q				ACCEPTED	SPECIES	Ctenophthalmus pilosus Smit, 1975	Ctenophthalmus	pilosus				ICZN			
112190	x4Q				ACCEPTED	SPECIES	Ctenophthalmus smithersi De Meillon, 1950	Ctenophthalmus	smithersi				ICZN			
112940	x4Q				ACCEPTED	SPECIES	Ctenophthalmus secundus Wagner, 1916	Ctenophthalmus	secundus				ICZN			
112950	112940				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus secundus secundus Wagner, 1916	Ctenophthalmus	secundus	secundus			ICZN			
112990	112940				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus secundus thracius Peus, 1978	Ctenophthalmus	secundus	thracius			ICZN			
112980	112940				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus secundus iubatus Peus, 1977	Ctenophthalmus	secundus	iubatus			ICZN			
112960	112940				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus secundus asiaticus Argyropulo, 1935	Ctenophthalmus	secundus	asiaticus			ICZN			
112970	112940				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus secundus cilicius Peus, 1977	Ctenophthalmus	secundus	cilicius			ICZN			
113000	x4Q				ACCEPTED	SPECIES	Ctenophthalmus shovi Rostigayev, 1948	Ctenophthalmus	shovi				ICZN			
112890	x4Q				ACCEPTED	SPECIES	Ctenophthalmus reductus Jameson & Hsieh, 1969	Ctenophthalmus	reductus				ICZN			
112900	x4Q				ACCEPTED	SPECIES	Ctenophthalmus savii Jordan & Rothschild, 1921	Ctenophthalmus	savii				ICZN			
112910	112900				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus savii savii Jordan & Rothschild, 1921	Ctenophthalmus	savii	savii			ICZN			
112930	112900				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus savii matilei Beaucournu & Grulich, 1976	Ctenophthalmus	savii	matilei			ICZN			
112920	112900				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus savii calabricus Beaucournu, Valle & Launay, 1981	Ctenophthalmus	savii	calabricus			ICZN			
113020	x4Q				ACCEPTED	SPECIES	Ctenophthalmus teres Ioff & Argyropulo, 1934	Ctenophthalmus	teres				ICZN			
113040	x4Q				ACCEPTED	SPECIES	Ctenophthalmus uncinatus (Wagner, 1898)	Ctenophthalmus	uncinatus				ICZN			
113060	113040				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus uncinatus uncinatus (Wagner, 1898)	Ctenophthalmus	uncinatus	uncinatus			ICZN			
113070	113040				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus uncinatus koshanini Rosicky & Todorovic, 1964	Ctenophthalmus	uncinatus	koshanini			ICZN			
113080		113070			SYNONYM	SUBSPECIES	Ctenophthalmus uncinatus angustus Smit & Rosicky, 1965	Ctenophthalmus	uncinatus	angustus			ICZN			
113050		113040			SYNONYM	SPECIES	Ctenophthalmus tataricus Rostgayev & Shiranovich, 1964	Ctenophthalmus	tataricus				ICZN			
113010	x4Q				ACCEPTED	SPECIES	Ctenophthalmus strigosus Rostigayev & Solov'yeva, 1964	Ctenophthalmus	strigosus				ICZN			
113030	x4Q				ACCEPTED	SPECIES	Ctenophthalmus tibarenus Peus, 1977	Ctenophthalmus	tibarenus				ICZN			
113150	x4Q				ACCEPTED	SPECIES	Ctenophthalmus edwardsi Jordan, 1937	Ctenophthalmus	edwardsi				ICZN			
113160	x4Q				ACCEPTED	SPECIES	Ctenophthalmus triodontus Rothschild, 1907	Ctenophthalmus	triodontus				ICZN			
113090	x4Q				ACCEPTED	SPECIES	Ctenophthalmus wladimiri Isayeva-Gurvich, 1948	Ctenophthalmus	wladimiri				ICZN			
113110	x4Q				ACCEPTED	SPECIES	Ctenophthalmus audax Jordan & Rothschild, 1913	Ctenophthalmus	audax				ICZN			
113140	113110				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus audax szaboi Smit, 1976	Ctenophthalmus	audax	szaboi			ICZN			
113120	113110				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus audax audax Jordan & Rothschild, 1913	Ctenophthalmus	audax	audax			ICZN			
113130	113110				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus audax anarcus Smit, 1976	Ctenophthalmus	audax	anarcus			ICZN			
113190	x4Q				ACCEPTED	SPECIES	Ctenophthalmus elblae Beaucournu, 1981	Ctenophthalmus	elblae				ICZN			
113170	x4Q				ACCEPTED	SPECIES	Ctenophthalmus wranghami Smit, 1975	Ctenophthalmus	wranghami				ICZN			
113240	x4Q				ACCEPTED	SPECIES	Ctenophthalmus particularis Berteaux, 1949	Ctenophthalmus	particularis				ICZN			
113200	x4Q				ACCEPTED	SPECIES	Ctenophthalmus hopkinsi Hubbard, 1963	Ctenophthalmus	hopkinsi				ICZN			
113220	113200				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus hopkinsi rahmi Beaucournu, 1981	Ctenophthalmus	hopkinsi	rahmi			ICZN			
113230	113200				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus hopkinsi smiti Hubbard, 1967	Ctenophthalmus	hopkinsi	smiti			ICZN			
113210	113200				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus hopkinsi hopkinsi Hubbard, 1963	Ctenophthalmus	hopkinsi	hopkinsi			ICZN			
113270	x4Q				ACCEPTED	SPECIES	Ctenophthalmus chionomydis Ioff & Rostigayev, 1950	Ctenophthalmus	chionomydis				ICZN			
113260	x4Q				ACCEPTED	SPECIES	Ctenophthalmus bifurcus Ioff, 1940	Ctenophthalmus	bifurcus				ICZN			
113310	x4Q				ACCEPTED	SPECIES	Ctenophthalmus dolomydis Smit, 1957	Ctenophthalmus	dolomydis				ICZN			
113280	x4Q				ACCEPTED	SPECIES	Ctenophthalmus costai Lewis, 1970	Ctenophthalmus	costai				ICZN			
138590	113280				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus costai libanensis Lewis, 1970	Ctenophthalmus	costai	libanensis			ICZN			
113290	113280				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus costai costai Lewis, 1970	Ctenophthalmus	costai	costai			ICZN			
113300		113290			AMBIGUOUS_SYNONYM	SUBSPECIES	Ctenophthalmus costai libanensis Lewis, 1970	Ctenophthalmus	costai	libanensis			ICZN			
113330	x4Q				ACCEPTED	SPECIES	Ctenophthalmus golovi Ioff & Tiflov, 1930	Ctenophthalmus	golovi				ICZN			
113350	113330				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus golovi golovi Ioff & Tiflov, 1930	Ctenophthalmus	golovi	golovi			ICZN			
113360		113350			SYNONYM	SUBSPECIES	Ctenophthalmus golovi elegans Argyropulo, 1935	Ctenophthalmus	golovi	elegans			ICZN			
113370	113330				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus golovi alpestris Argyropulo, 1935	Ctenophthalmus	golovi	alpestris			ICZN			
113340		113330			SYNONYM	SPECIES	Typhlopsylla saratovi Ioff & Tiflov, 1938	Typhlopsylla	saratovi				ICZN			
113380		113330			SYNONYM	SPECIES	Typhlopsylla elegans Argyropulo, 1938	Typhlopsylla	elegans				ICZN			
113320	x4Q				ACCEPTED	SPECIES	Ctenophthalmus friedericae Peus, 1977	Ctenophthalmus	friedericae				ICZN			
113420	x4Q				ACCEPTED	SPECIES	Ctenophthalmus nifetodes Wagner, 1933	Ctenophthalmus	nifetodes				ICZN			
113430	113420				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nifetodes nifetodes Wagner, 1933	Ctenophthalmus	nifetodes	nifetodes			ICZN			
113490	113420				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nifetodes petrovi Brelich, 1986	Ctenophthalmus	nifetodes	petrovi			ICZN			
113500	113420				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nifetodes tvrtkovici Brelich, 1986	Ctenophthalmus	nifetodes	tvrtkovici			ICZN			
113450	113420				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nifetodes dzukici Brelich, 1986	Ctenophthalmus	nifetodes	dzukici			ICZN			
113460	113420				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nifetodes eugeniae Wagner, 1938	Ctenophthalmus	nifetodes	eugeniae			ICZN			
113470	113420				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nifetodes krystufeki Brelich, 1986	Ctenophthalmus	nifetodes	krystufeki			ICZN			
113480	113420				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nifetodes martinorum Smit, 1957	Ctenophthalmus	nifetodes	martinorum			ICZN			
113440	113420				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nifetodes brelihi Rosicky & Carnelluti, 1959	Ctenophthalmus	nifetodes	brelihi			ICZN			
113390	x4Q				ACCEPTED	SPECIES	Ctenophthalmus kirschenblatti Argyropulo, 1936	Ctenophthalmus	kirschenblatti				ICZN			
113410	113390				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus kirschenblatti dombaicus Rostigayev, 1967	Ctenophthalmus	kirschenblatti	dombaicus			ICZN			
113400	113390				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus kirschenblatti kirschenblatti Argyropulo, 1936	Ctenophthalmus	kirschenblatti	kirschenblatti			ICZN			
113560	x4Q				ACCEPTED	SPECIES	Ctenophthalmus orphilus Jordan & Rothschild, 1923	Ctenophthalmus	orphilus				ICZN			
113570	113560				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus orphilus orphilus Jordan & Rothschild, 1923	Ctenophthalmus	orphilus	orphilus			ICZN			
113580		113570			SYNONYM	SUBSPECIES	Ctenophthalmus orphilus heinrichi Peus, 1949	Ctenophthalmus	orphilus	heinrichi			ICZN			
113590	113560				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus orphilus dolomiticus Jordan, 1928	Ctenophthalmus	orphilus	dolomiticus			ICZN			
113600		113560			SYNONYM	SPECIES	Typhlopsylla sklavinus Wagner, 1933	Typhlopsylla	sklavinus				ICZN			
113510	x4Q				ACCEPTED	SPECIES	Ctenophthalmus nivalis Rothschild, 1909	Ctenophthalmus	nivalis				ICZN			
113520	113510				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nivalis nivalis Rothschild, 1909	Ctenophthalmus	nivalis	nivalis			ICZN			
113550	113510				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nivalis rhaeticus Smit, 1967	Ctenophthalmus	nivalis	rhaeticus			ICZN			
113540	113510				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nivalis helveticus Smit, 1963	Ctenophthalmus	nivalis	helveticus			ICZN			
113530	113510				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus nivalis cervinus Jordan & Rothschild, 1920	Ctenophthalmus	nivalis	cervinus			ICZN			
113620	x4Q				ACCEPTED	SPECIES	Ctenophthalmus russulae Jordan & Rothschild, 1912	Ctenophthalmus	russulae				ICZN			
113630	113620				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus russulae russulae Jordan & Rothschild, 1912	Ctenophthalmus	russulae	russulae			ICZN			
113640		113630			SYNONYM	SUBSPECIES	Ctenophthalmus russulae ducis Jordan, 1929	Ctenophthalmus	russulae	ducis			ICZN			
113660	113620				ACCEPTED	INFRASPECIFIC_NAME	Ctenophthalmus russulae tangerensis Hastriter & Tipton, 1975	Ctenophthalmus	russulae	tangerensis			ICZN			
