"TPTdataset","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","infraorder","superfamily","subfamily","canonicalName","dupe_dataset"
"BYUSYN","74",NA,NA,NA,NA,NA,NA,NA,"Pulex canis Curtis, 1826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pulex",NA,"canis",NA,NA,NA,"Curtis, 1826",NA,NA,NA,NA,NA,NA,NA,NA,"Pulex canis","BYU"
"BYUSYN","120",NA,NA,NA,NA,NA,NA,NA,"Pulex canis Dugs, 1832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pulex",NA,"canis",NA,NA,NA,"Dugs, 1832",NA,NA,NA,NA,NA,NA,NA,NA,"Pulex canis","BYU"
"BYUSYN","2",NA,NA,NA,NA,NA,NA,NA,"Oropsylla montana mandarina (Jordan & Rothschild, 1911)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla",NA,"montana","mandarina",NA,NA,"(Jordan & Rothschild, 1911)",NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla montana mandarina","BYU"
"BYUSYN","3",NA,NA,NA,NA,NA,NA,NA,"Oropsylla montana mandarina (Jordan & Rothschild, 1911)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla",NA,"montana","mandarina",NA,NA,"(Jordan & Rothschild, 1911)",NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla montana mandarina","BYU"
"BYUSYN","11",NA,NA,NA,NA,NA,NA,NA,"Rhadinopsylla semenovi Argyropulo, 1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rhadinopsylla",NA,"semenovi",NA,NA,NA,"Argyropulo, 1941",NA,NA,NA,NA,NA,NA,NA,NA,"Rhadinopsylla semenovi","BYU"
"BYUSYN","34",NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus acutus Baker, 1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus",NA,"acutus",NA,NA,NA,"Baker, 1904",NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus acutus","BYU"
"BYUSYN","35",NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus acutus Baker, 1904",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus",NA,"acutus",NA,NA,NA,"Baker, 1904",NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus acutus","BYU"
"BYUSYN","51",NA,NA,NA,NA,NA,NA,NA,"Pulex vespertilionis Bouch, 1835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pulex",NA,"vespertilionis",NA,NA,NA,"Bouch, 1835",NA,NA,NA,NA,NA,NA,NA,NA,"Pulex vespertilionis","BYU"
"BYUSYN","62",NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus hirundinis Chao, 1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus",NA,"hirundinis",NA,NA,NA,"Chao, 1947",NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus hirundinis","BYU"
"BYUSYN","76",NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus laeviceps gobiensis Cyprich, Kiefer & Cendsuren, 1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus",NA,"laeviceps","gobiensis",NA,NA,"Cyprich, Kiefer & Cendsuren, 1977",NA,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus laeviceps gobiensis","BYU"
"BYUSYN","92",NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus monedulae Dale, 1878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus",NA,"monedulae",NA,NA,NA,"Dale, 1878",NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus monedulae","BYU"
"BYUSYN","123",NA,NA,NA,NA,NA,NA,NA,"Pulex vespertilionis Dugs, 1832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pulex",NA,"vespertilionis",NA,NA,NA,"Dugs, 1832",NA,NA,NA,NA,NA,NA,NA,NA,"Pulex vespertilionis","BYU"
"BYUSYN","151",NA,NA,NA,NA,NA,NA,NA,"Amphipsylla kuznetzovi transcaucasica Goncharov, 1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphipsylla",NA,"kuznetzovi",NA,NA,NA,"Goncharov, 1973",NA,NA,NA,NA,NA,NA,NA,NA,"Amphipsylla kuznetzovi","BYU"
"BYUSYN","200",NA,NA,NA,NA,NA,NA,NA,"Opisodasys jellisoni I Fox, 1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opisodasys",NA,"jellisoni",NA,NA,NA,"I Fox, 1941",NA,NA,NA,NA,NA,NA,NA,NA,"Opisodasys jellisoni","BYU"
"BYUSYN","201",NA,NA,NA,NA,NA,NA,NA,"Opisodasys jellisoni I Fox, 1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Opisodasys",NA,"jellisoni",NA,NA,NA,"I Fox, 1941",NA,NA,NA,NA,NA,NA,NA,NA,"Opisodasys jellisoni","BYU"
"BYUSYN","292",NA,NA,NA,NA,NA,NA,NA,"Pygiopsylla congrua Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pygiopsylla",NA,"congrua",NA,NA,NA,"Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,NA,NA,NA,"Pygiopsylla congrua","BYU"
"BYUSYN","293",NA,NA,NA,NA,NA,NA,NA,"Pygiopsylla congrua Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pygiopsylla",NA,"congrua",NA,NA,NA,"Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,NA,NA,NA,"Pygiopsylla congrua","BYU"
"BYUSYN","332",NA,NA,NA,NA,NA,NA,NA,"Neopsylla marleaneae Lewis, 1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neopsylla",NA,"marleaneae",NA,NA,NA,"Lewis, 1971",NA,NA,NA,NA,NA,NA,NA,NA,"Neopsylla marleaneae","BYU"
"BYUSYN","342",NA,NA,NA,NA,NA,NA,NA,"Megabothris rhipisoides Li & Wang, 1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Megabothris",NA,"rhipisoides",NA,NA,NA,"Li & Wang, 1964",NA,NA,NA,NA,NA,NA,NA,NA,"Megabothris rhipisoides","BYU"
"BYUSYN","383",NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla bouchei Oudemans, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla",NA,"bouchei",NA,NA,NA,"Oudemans, 1906",NA,NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla bouchei","BYU"
"BYUSYN","384",NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla bouchei Oudemans, 1906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla",NA,"bouchei",NA,NA,NA,"Oudemans, 1906",NA,NA,NA,NA,NA,NA,NA,NA,"Nycteridopsylla bouchei","BYU"
"BYUSYN","386",NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus schmitzi Oudemans, 1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus",NA,"schmitzi",NA,NA,NA,"Oudemans, 1909",NA,NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus schmitzi","BYU"
"BYUSYN","387",NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus schmitzi Oudemans, 1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus",NA,"schmitzi",NA,NA,NA,"Oudemans, 1909",NA,NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus schmitzi","BYU"
"BYUSYN","394",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus agyrtes jordanianus Peus, 1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus",NA,"agyrtes","jordanianus",NA,NA,"Peus, 1950",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus agyrtes jordanianus","BYU"
"BYUSYN","404",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus orphilus tatricus Rosicky, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus",NA,"orphilus",NA,NA,NA,"Rosicky, 1951",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus orphilus","BYU"
"BYUSYN","405",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus orphilus tatricus Rosicky, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus",NA,"orphilus",NA,NA,NA,"Rosicky, 1951",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus orphilus","BYU"
"BYUSYN","406",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus agyrtes slovacicus Rosicky, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus",NA,"agyrtes",NA,NA,NA,"Rosicky, 1951",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus agyrtes","BYU"
"BYUSYN","407",NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus agyrtes slovacicus Rosicky, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus",NA,"agyrtes",NA,NA,NA,"Rosicky, 1951",NA,NA,NA,NA,NA,NA,NA,NA,"Ctenophthalmus agyrtes","BYU"
"BYUSYN","507",NA,NA,NA,NA,NA,NA,NA,"Peromyscopsylla duma Traub, 1944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peromyscopsylla",NA,"duma",NA,NA,NA,"Traub, 1944",NA,NA,NA,NA,NA,NA,NA,NA,"Peromyscopsylla duma","BYU"
"BYUSYN","519",NA,NA,NA,NA,NA,NA,NA,"Diamanus hopkinsi Vargas, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diamanus",NA,"hopkinsi",NA,NA,NA,"Vargas, 1955",NA,NA,NA,NA,NA,NA,NA,NA,"Diamanus hopkinsi","BYU"
"BYUSYN","520",NA,NA,NA,NA,NA,NA,NA,"Diamanus hopkinsi Vargas, 1955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diamanus",NA,"hopkinsi",NA,NA,NA,"Vargas, 1955",NA,NA,NA,NA,NA,NA,NA,NA,"Diamanus hopkinsi","BYU"
"BYUSYN","528",NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus hexactena petropolitana Wagner, 1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus",NA,"hexactena","petropolitana",NA,NA,"Wagner, 1898",NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus hexactena petropolitana","BYU"
"BYUSYN","529",NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus hexactena petropolitana Wagner, 1898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus",NA,"hexactena","petropolitana",NA,NA,"Wagner, 1898",NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus hexactena petropolitana","BYU"
"BYUSYN","544",NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus kolenatii Wagner, 1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus",NA,"kolenatii",NA,NA,NA,"Wagner, 1930",NA,NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus kolenatii","BYU"
"BYUSYN","545",NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus kolenatii Wagner, 1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus",NA,"kolenatii",NA,NA,NA,"Wagner, 1930",NA,NA,NA,NA,NA,NA,NA,NA,"Ischnopsyllus kolenatii","BYU"
"BYUSYN","572",NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus monedulae Wahlgren, 1907",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus",NA,"monedulae",NA,NA,NA,"Wahlgren, 1907",NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllus monedulae","BYU"
"FMNH","102",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Diamanus)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllidae","Oropsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla","FMNH"
"FMNH","111",NA,NA,NA,NA,NA,NA,NA,"Oropsylla (Opisocrostis)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ceratophyllidae","Oropsylla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oropsylla","FMNH"
