"TPTdataset","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","infraorder","superfamily","subfamily","canonicalName"
"BYU",2275,NA,NA,NA,NA,NA,NA,NA,"Neopsylla pleskei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"pleskei",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla pleskei"
"BYU",2430,NA,NA,NA,NA,NA,NA,NA,"Neopsylla sasai Jameson & Kumada, 1953",NA,NA,NA,NA,NA,1953,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"sasai",NA,NA,NA,"Jameson & Kumada, 1953",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla sasai"
"BYU",2461,NA,NA,NA,NA,NA,NA,NA,"Neopsylla secura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"secura",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla secura"
"BYU",2468,NA,NA,NA,NA,NA,NA,NA,"Neopsylla sellaris Wei & Chen, 1974",NA,NA,NA,NA,NA,1974,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"sellaris",NA,NA,NA,"Wei & Chen, 1974",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla sellaris"
"BYU",2481,NA,NA,NA,NA,NA,NA,NA,"Neopsylla setosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"setosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla setosa"
"BYU",2495,NA,NA,NA,NA,NA,NA,NA,"Neopsylla siboi Ye & Yu, 1993",NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"siboi",NA,NA,NA,"Ye & Yu, 1993",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla siboi"
"BYU",2559,NA,NA,NA,NA,NA,NA,NA,"Neopsylla sondaica Jordan, 1931",NA,NA,NA,NA,NA,1931,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"sondaica",NA,NA,NA,"Jordan, 1931",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla sondaica"
"BYU",2564,NA,NA,NA,NA,NA,NA,NA,"Neopsylla specialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"specialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla specialis"
"BYU",2592,NA,NA,NA,NA,NA,NA,NA,"Neopsylla stenosinuata Wang, 1974",NA,NA,NA,NA,NA,1974,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"stenosinuata",NA,NA,NA,"Wang, 1974",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla stenosinuata"
"BYU",2596,NA,NA,NA,NA,NA,NA,NA,"Neopsylla stevensi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"stevensi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla stevensi"
"BYU",2666,NA,NA,NA,NA,NA,NA,NA,"Neopsylla teratura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"teratura",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla teratura"
"BYU",2734,NA,NA,NA,NA,NA,NA,NA,"Neopsylla tricata Jordan, 1931",NA,NA,NA,NA,NA,1931,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"tricata",NA,NA,NA,"Jordan, 1931",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla tricata"
"BYU",2815,NA,NA,NA,NA,NA,NA,NA,"Neopsylla villa Wang, Wu & Liu, 1982",NA,NA,NA,NA,NA,1982,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neopsylla",NA,"villa",NA,NA,NA,"Wang, Wu & Liu, 1982",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Neopsyllinae","Neopsylla villa"
"BYU",1507,NA,NA,NA,NA,NA,NA,NA,"Neotropsylla guimaraesi Linardi, 1978",NA,NA,NA,NA,NA,1978,NA,NA,NA,NA,"Siphonaptera","Rhopalopsyllidae","Neotropsylla",NA,"guimaraesi",NA,NA,NA,"Linardi, 1978",NA,NA,NA,NA,NA,"Pulicomorpha","Malacopsylloidea","Rhopalopsyllinae","Neotropsylla guimaraesi"
"BYU",1346,NA,NA,NA,NA,NA,NA,NA,"Neotunga euloidea Smit, 1962",NA,NA,NA,NA,NA,1962,NA,NA,NA,NA,"Siphonaptera","Tungidae","Neotunga",NA,"euloidea",NA,NA,NA,"Smit, 1962",NA,NA,NA,NA,NA,"Pulicomorpha","Pulicoidea",NA,"Neotunga euloidea"
"BYU",157,NA,NA,NA,NA,NA,NA,NA,"Neotyphloceras crassispina crassispina Rothschild, 1914",NA,NA,NA,NA,NA,1914,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neotyphloceras",NA,"crassispina","crassispina",NA,NA,"Rothschild, 1914",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae","Neotyphloceras crassispina crassispina"
"BYU",273,NA,NA,NA,NA,NA,NA,NA,"Neotyphloceras crassispina hemisis Jordan, 1936",NA,NA,NA,NA,NA,1936,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neotyphloceras",NA,"crassispina","hemisis",NA,NA,"Jordan, 1936",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae","Neotyphloceras crassispina hemisis"
"BYU",1096,NA,NA,NA,NA,NA,NA,NA,"Neotyphloceras chilensis Jordan, 1936",NA,NA,NA,NA,NA,1936,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neotyphloceras",NA,"chilensis",NA,NA,NA,"Jordan, 1936",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae","Neotyphloceras chilensis"
"BYU",1170,NA,NA,NA,NA,NA,NA,NA,"Neotyphloceras crackensis Sanchez & Lareschi, 2014",NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neotyphloceras",NA,"crackensis",NA,NA,NA,"Sanchez & Lareschi, 2014",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae","Neotyphloceras crackensis"
"BYU",1172,NA,NA,NA,NA,NA,NA,NA,"Neotyphloceras crassispina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neotyphloceras",NA,"crassispina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae","Neotyphloceras crassispina"
"BYU",2187,NA,NA,NA,NA,NA,NA,NA,"Neotyphloceras pardinasi Sanchez & Lareschi, 2014",NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neotyphloceras",NA,"pardinasi",NA,NA,NA,"Sanchez & Lareschi, 2014",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae","Neotyphloceras pardinasi"
"BYU",2394,NA,NA,NA,NA,NA,NA,NA,"Neotyphloceras rosenbergi (Rothschild 1922)",NA,NA,NA,NA,NA,1922,NA,NA,NA,NA,"Siphonaptera","Ctenophthalmidae","Neotyphloceras",NA,"rosenbergi",NA,NA,NA,"(Rothschild 1922)",NA,NA,NA,NA,NA,"Hystrichopsyllomorpha","Hystrichopsylloidea","Ctenophthalminae","Neotyphloceras rosenbergi"
"BYU",1046,NA,NA,NA,NA,NA,NA,NA,"Nesolagobius callosus Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,1922,NA,NA,NA,NA,"Siphonaptera","Pulicidae","Nesolagobius",NA,"callosus",NA,NA,NA,"Jordan & Rothschild, 1922",NA,NA,NA,NA,NA,"Pulicomorpha","Pulicoidea","Archaeopsyllinae","Nesolagobius callosus"
"BYU",2286,NA,NA,NA,NA,NA,NA,NA,"Nestivalius pomerantzi (Traub 1951)",NA,NA,NA,NA,NA,1951,NA,NA,NA,NA,"Siphonaptera","Stivaliidae","Nestivalius",NA,"pomerantzi",NA,NA,NA,"(Traub 1951)",NA,NA,NA,NA,NA,"Pygiopsyllomorpha","Pygiopsylloidea",NA,"Nestivalius pomerantzi"
"BYU",2619,NA,NA,NA,NA,NA,NA,NA,"Nestivalius sulawesiensis Mardon & Durden, 2003",NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,"Siphonaptera","Stivaliidae","Nestivalius",NA,"sulawesiensis",NA,NA,NA,"Mardon & Durden, 2003",NA,NA,NA,NA,NA,"Pygiopsyllomorpha","Pygiopsylloidea",NA,"Nestivalius sulawesiensis"
"BYU",3,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus laeviceps acer (Mikulin 1957)",NA,NA,NA,NA,NA,1957,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"laeviceps","acer",NA,NA,"(Mikulin 1957)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus laeviceps acer"
"BYU",25,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus turkmenicus altisetus (Ioff 1950)",NA,NA,NA,NA,NA,1950,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"turkmenicus","altisetus",NA,NA,"(Ioff 1950)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus turkmenicus altisetus"
"BYU",37,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus iranus angorensis Aktas, 1999",NA,NA,NA,NA,NA,1999,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"iranus","angorensis",NA,NA,"Aktas, 1999",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus iranus angorensis"
"BYU",40,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus maurus angustus Beaucournu & Launay, 1988",NA,NA,NA,NA,NA,1988,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"maurus","angustus",NA,NA,"Beaucournu & Launay, 1988",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus maurus angustus"
"BYU",49,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus aralis aralis (Argyropulo 1946)",NA,NA,NA,NA,NA,1946,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"aralis","aralis",NA,NA,"(Argyropulo 1946)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus aralis aralis"
"BYU",56,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus sarius aryanus Smit, 1960",NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"sarius","aryanus",NA,NA,"Smit, 1960",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus sarius aryanus"
"BYU",67,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus iranus attenuates Smit, 1960",NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"iranus","attenuates",NA,NA,"Smit, 1960",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus iranus attenuates"
"BYU",106,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus wualis boseenis Li & Pan, 1990",NA,NA,NA,NA,NA,1990,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"wualis","boseenis",NA,NA,"Li & Pan, 1990",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus wualis boseenis"
"BYU",151,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus laeviceps consors (Rothschild 1913)",NA,NA,NA,NA,NA,1913,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"laeviceps","consors",NA,NA,"(Rothschild 1913)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus laeviceps consors"
"BYU",170,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus londiniensis delivus Traub, 1963",NA,NA,NA,NA,NA,1963,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"londiniensis","delivus",NA,NA,"Traub, 1963",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus londiniensis delivus"
"BYU",174,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus wualis diandongensis Li, Xie & Yang, 1990",NA,NA,NA,NA,NA,1990,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"wualis","diandongensis",NA,NA,"Li, Xie & Yang, 1990",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus wualis diandongensis"
"BYU",200,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus laeviceps ellobii (Wagner 1933)",NA,NA,NA,NA,NA,1933,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"laeviceps","ellobii",NA,NA,"(Wagner 1933)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus laeviceps ellobii"
"BYU",202,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus elongatus elongatus Li & Shen, 1963",NA,NA,NA,NA,NA,1963,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"elongatus","elongatus",NA,NA,"Li & Shen, 1963",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus elongatus elongatus"
"BYU",248,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus laeviceps gobiensis Cyprich, Kiefer & Cendsuren, 1977",NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"laeviceps","gobiensis",NA,NA,"Cyprich, Kiefer & Cendsuren, 1977",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus laeviceps gobiensis"
"BYU",274,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus henleyi henleyi (Rothschild 1904)",NA,NA,NA,NA,NA,1904,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"henleyi","henleyi",NA,NA,"(Rothschild 1904)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus henleyi henleyi"
"BYU",305,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus iranus iranus Wagner & Argyropulo, 1934",NA,NA,NA,NA,NA,1934,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"iranus","iranus",NA,NA,"Wagner & Argyropulo, 1934",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus iranus iranus"
"BYU",307,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus henleyi israelicus Smit, 1960",NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"henleyi","israelicus",NA,NA,"Smit, 1960",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus henleyi israelicus"
"BYU",333,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus laeviceps kuzekovi (Yagubyants 1953)",NA,NA,NA,NA,NA,1953,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"laeviceps","kuzekovi",NA,NA,"(Yagubyants 1953)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus laeviceps kuzekovi"
"BYU",337,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus laeviceps laeviceps (Wagner 1909)",NA,NA,NA,NA,NA,1909,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"laeviceps","laeviceps",NA,NA,"(Wagner 1909)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus laeviceps laeviceps"
"BYU",343,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus wualis leizhouensis Li, Huang & Liu, 1986",NA,NA,NA,NA,NA,1986,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"wualis","leizhouensis",NA,NA,"Li, Huang & Liu, 1986",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus wualis leizhouensis"
"BYU",353,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus londiniensis londiniensis (Rothschild 1903)",NA,NA,NA,NA,NA,1903,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"londiniensis","londiniensis",NA,NA,"(Rothschild 1903)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus londiniensis londiniensis"
"BYU",355,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus elongatus longchuanensis Li, Xie & Wu, 1990",NA,NA,NA,NA,NA,1990,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"elongatus","longchuanensis",NA,NA,"Li, Xie & Wu, 1990",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus elongatus longchuanensis"
"BYU",379,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus henleyi mauritanicus (Jordan & Rothschild 1912)",NA,NA,NA,NA,NA,1912,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"henleyi","mauritanicus",NA,NA,"(Jordan & Rothschild 1912)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus henleyi mauritanicus"
"BYU",380,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus maurus maurus (Jordan & Rothschild 1912)",NA,NA,NA,NA,NA,1912,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"maurus","maurus",NA,NA,"(Jordan & Rothschild 1912)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus maurus maurus"
"BYU",449,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus sarinus parthius Smit, 1960",NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"sarinus","parthius",NA,NA,"Smit, 1960",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus sarinus parthius"
"BYU",466,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus philippovi philippovi (Zagniborodova & Mikulin 1957)",NA,NA,NA,NA,NA,1957,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"philippovi","philippovi",NA,NA,"(Zagniborodova & Mikulin 1957)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus philippovi philippovi"
"BYU",490,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus elongatus puerensis Li, Xie & Yu, 1990",NA,NA,NA,NA,NA,1990,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"elongatus","puerensis",NA,NA,"Li, Xie & Yu, 1990",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus elongatus puerensis"
"BYU",508,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus philippovi rashtii FarhangAzad, 1970",NA,NA,NA,NA,NA,1970,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"philippovi","rashtii",NA,NA,"FarhangAzad, 1970",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus philippovi rashtii"
"BYU",527,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus wualis rongjiangensis Li & Huang, 1990",NA,NA,NA,NA,NA,1990,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"wualis","rongjiangensis",NA,NA,"Li & Huang, 1990",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus wualis rongjiangensis"
"BYU",542,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus sarinus sarinus (Jordan & Rothschild 1921)",NA,NA,NA,NA,NA,1921,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"sarinus","sarinus",NA,NA,"(Jordan & Rothschild 1921)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus sarinus sarinus"
"BYU",638,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus iranus theodori Smit, 1960",NA,NA,NA,NA,NA,1960,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"iranus","theodori",NA,NA,"Smit, 1960",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus iranus theodori"
"BYU",664,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus aralis tschu (Schiranovich 1946)",NA,NA,NA,NA,NA,1946,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"aralis","tschu",NA,NA,"(Schiranovich 1946)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus aralis tschu"
"BYU",671,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus turkmenicus turkmenicus (Vlasov & Ioff 1937)",NA,NA,NA,NA,NA,1937,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"turkmenicus","turkmenicus",NA,NA,"(Vlasov & Ioff 1937)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus turkmenicus turkmenicus"
"BYU",710,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus wualis wualis Jordan, 1941",NA,NA,NA,NA,NA,1941,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"wualis","wualis",NA,NA,"Jordan, 1941",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus wualis wualis"
"BYU",713,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus elongatus yanshanensis Li, Xie & Liao, 1990",NA,NA,NA,NA,NA,1990,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"elongatus","yanshanensis",NA,NA,"Li, Xie & Liao, 1990",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus elongatus yanshanensis"
"BYU",722,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus abramovi (Ioff 1946)",NA,NA,NA,NA,NA,1946,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"abramovi",NA,NA,NA,"(Ioff 1946)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus abramovi"
"BYU",743,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus aegaeus Peus, 1978",NA,NA,NA,NA,NA,1978,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"aegaeus",NA,NA,NA,"Peus, 1978",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus aegaeus"
"BYU",757,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus afghanus Peus, 1957",NA,NA,NA,NA,NA,1957,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"afghanus",NA,NA,NA,"Peus, 1957",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus afghanus"
"BYU",779,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus alladinis (Rothschild 1904)",NA,NA,NA,NA,NA,1904,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"alladinis",NA,NA,NA,"(Rothschild 1904)",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus alladinis"
"BYU",842,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus antakyaicus Aktas, 1999",NA,NA,NA,NA,NA,1999,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"antakyaicus",NA,NA,NA,"Aktas, 1999",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus antakyaicus"
"BYU",850,NA,NA,NA,NA,NA,NA,NA,"Nosopsyllus apicoprominus Tsai, Wu & Liu, 1974",NA,NA,NA,NA,NA,1974,NA,NA,NA,NA,"Siphonaptera","Ceratophyllidae","Nosopsyllus",NA,"apicoprominus",NA,NA,NA,"Tsai, Wu & Liu, 1974",NA,NA,NA,NA,NA,"Ceratophyllomorpha","Ceratophylloidea","Ceratophyllinae","Nosopsyllus apicoprominus"
