TPTdataset,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,infraorder,superfamily,subfamily,canonicalName,dupe_dataset,reason
BYU,2897,,,,,,,,Acanthopsylla,,,,,,,,,,,Siphonaptera,Pygiopsyllidae,Acanthopsylla,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Acanthopsylla,,FALSE
BYU,2898,,,,,,,,Acedestia,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Acedestia,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Doratopsyllinae,Acedestia,,FALSE
BYU,2899,,,,,,,,Aconothobius,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Aconothobius,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Aconothobius,,FALSE
BYU,2900,,,,,,,,Acropsylla,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Acropsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Acropsylla,,FALSE
BYU,2901,,,,,,,,Actenopsylla,,,,,,,,,,,Siphonaptera,Pulicidae,Actenopsylla,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,Pulicinae,Actenopsylla,,FALSE
BYU,2902,,,,,,,,Adoratopsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Adoratopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Doratopsyllinae,Adoratopsylla,,FALSE
BYU,2903,,,,,,,,Aenigmopsylla,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Aenigmopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Aenigmopsylla,,FALSE
BYU,2904,,,,,,,,Aetheca,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Aetheca,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Aetheca,,FALSE
BYU,2905,,,,,,,,Afristivalius,,,,,,,,,,,Siphonaptera,Stivaliidae,Afristivalius,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Afristivalius,,FALSE
BYU,2906,,,,,,,,Agastopsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Agastopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Agastopsylla,,FALSE
BYU,2907,,,,,,,,Alectopsylla,,,,,,,,,,,Siphonaptera,Ischnopsyllidae,Alectopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllinae,Alectopsylla,,FALSE
BYU,2908,,,,,,,,Allopsylla,,,,,,,,,,,Siphonaptera,Ischnopsyllidae,Allopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllinae,Allopsylla,,FALSE
BYU,2909,,,,,,,,Amalaraeus,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Amalaraeus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Amalaraeus,,FALSE
BYU,2910,,,,,,,,Amaradix,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Amaradix,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Amaradix,,FALSE
BYU,2911,,,,,,,,Amonopsyllus,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Amonopsyllus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Amonopsyllus,,FALSE
BYU,2912,,,,,,,,Amphalius,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Amphalius,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Amphalius,,FALSE
BYU,2913,,,,,,,,Amphipsylla,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Amphipsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Amphipsylla,,FALSE
BYU,2914,,,,,,,,Ancistropsylla,,,,,,,,,,,Siphonaptera,Ancistropsyllidae,Ancistropsylla,,,,,,,,,,,,Pulicomorpha,Ancistropsylloidea,,Ancistropsylla,,FALSE
BYU,2915,,,,,,,,Anomiopsyllus,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Anomiopsyllus,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Anomiopsyllinae,Anomiopsyllus,,FALSE
BYU,2916,,,,,,,,Aphropsylla,,,,,,,,,,,Siphonaptera,Pulicidae,Aphropsylla,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,Pulicinae,Aphropsylla,,FALSE
BYU,2917,,,,,,,,Araeopsylla,,,,,,,,,,,Siphonaptera,Ischnopsyllidae,Araeopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllinae,Araeopsylla,,FALSE
BYU,2918,,,,,,,,Archaeopsylla,,,,,,,,,,,Siphonaptera,Pulicidae,Archaeopsylla,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,Pulicinae,Archaeopsylla,,FALSE
BYU,2919,,,,,,,,Astivalius,,,,,,,,,,,Siphonaptera,Stivaliidae,Astivalius,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Astivalius,,FALSE
BYU,2920,,,,,,,,Atopsyllus,,,,,,,,,,,Siphonaptera,Pulicidae,Atopsyllus,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,,Atopsyllus,,FALSE
BYU,2921,,,,,,,,Atyphloceras,,,,,,,,,,,Siphonaptera,Hystrichopsyllidae,Atyphloceras,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllinae,Atyphloceras,,FALSE
BYU,2922,,,,,,,,Austropsylla,,,,,,,,,,,Siphonaptera,Pygiopsyllidae,Austropsylla,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Austropsylla,,FALSE
BYU,2923,,,,,,,,Aviostivalius,,,,,,,,,,,Siphonaptera,Stivaliidae,Aviostivalius,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Aviostivalius,,FALSE
BYU,2924,,,,,,,,Baculomeris,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Baculomeris,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Baculomeris,,FALSE
BYU,2925,,,,,,,,Barreropsylla,,,,,,,,,,,Siphonaptera,Stephanocircidae,Barreropsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Stephanocircidoidea,Craneopsyllinae,Barreropsylla,,FALSE
BYU,2926,,,,,,,,Bibikovana,,,,,,,,,,,Siphonaptera,Pygiopsyllidae,Bibikovana,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Bibikovana,,FALSE
BYU,2927,,,,,,,,Brachyctenonotus,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Brachyctenonotus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Brachyctenonotus,,FALSE
BYU,2928,,,,,,,,Bradiopsylla,,,,,,,,,,,Siphonaptera,Lycopsyllidae,Bradiopsylla,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Bradiopsylla,,FALSE
BYU,2929,,,,,,,,Brevictenidia,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Brevictenidia,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Brevictenidia,,FALSE
BYU,2930,,,,,,,,Caenopsylla,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Caenopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Caenopsylla,,FALSE
BYU,2931,,,,,,,,Calceopsylla,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Calceopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Calceopsylla,,FALSE
BYU,2932,,,,,,,,Callistopsyllus,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Callistopsyllus,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Anomiopsyllinae,Callistopsyllus,,FALSE
BYU,2933,,,,,,,,Callopsylla,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Callopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Callopsylla,,FALSE
BYU,2934,,,,,,,,Carteretta,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Carteretta,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Carteretta,,FALSE
BYU,2935,,,,,,,,Catallagia,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Catallagia,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Neopsyllinae,Catallagia,,FALSE
BYU,2936,,,,,,,,Cediopsylla,,,,,,,,,,,Siphonaptera,Pulicidae,Cediopsylla,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,Spilopsyllinae,Cediopsylla,,FALSE
BYU,2937,,,,,,,,Centetipsylla,,,,,,,,,,,Siphonaptera,Pulicidae,Centetipsylla,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,Archaeopsyllinae,Centetipsylla,,FALSE
BYU,2938,,,,,,,,Ceratophyllus,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Ceratophyllus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Ceratophyllus,,FALSE
BYU,2939,,,,,,,,Chaetopsylla  0,,,,,,1903,,,,,Siphonaptera,Vermipsyllidae,Chaetopsylla,,,,,,0,,,,,,Pulicomorpha,Vermipsylloidea  ,,Chaetopsylla,,FALSE
BYU,2940,,,,,,,,Chiastopsylla,,,,,,,,,,,Siphonaptera,Chimaeropsyllidae,Chiastopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Chiastopsyllinae,Chiastopsylla,,FALSE
BYU,2941,,,,,,,,Chiliopsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Chiliopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Chiliopsylla,,FALSE
BYU,2942,,,,,,,,Chimaeropsylla,,,,,,,,,,,Siphonaptera,Chimaeropsyllidae,Chimaeropsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Chimaeropsyllinae,Chimaeropsylla,,FALSE
BYU,2943,,,,,,,,Chinghaipsylla,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Chinghaipsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Chinghaipsylla,,FALSE
BYU,2944,,,,,,,,Chiropteropsylla,,,,,,,,,,,Siphonaptera,Ischnopsyllidae,Chiropteropsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllinae,Chiropteropsylla,,FALSE
BYU,2945,,,,,,,,Choristopsylla,,,,,,,,,,,Siphonaptera,Pygiopsyllidae,Choristopsylla,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Choristopsylla,,FALSE
BYU,2946,,,,,,,,Citellophilus,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Citellophilus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Citellophilus,,FALSE
BYU,2947,,,,,,,,Cleopsylla,,,,,,,,,,,Siphonaptera,Stephanocircidae,Cleopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Stephanocircidoidea,Craneopsyllinae,Cleopsylla,,FALSE
BYU,2948,,,,,,,,Conorhinopsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Conorhinopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Anomiopsyllinae,Conorhinopsylla,,FALSE
BYU,2949,,,,,,,,Conothobius,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Conothobius,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Conothobius,,FALSE
BYU,2950,,,,,,,,Coorilla,,,,,,,,,,,Siphonaptera,Ischnopsyllidae,Coorilla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllinae,Coorilla,,FALSE
BYU,2951,,,,,,,,Coptopsylla,,,,,,,,,,,Siphonaptera,Coptopsyllidae,Coptopsylla,,,,,,,,,,,,Pulicomorpha,Coptopsylloidea,,Coptopsylla,,FALSE
BYU,2952,,,,,,,,Coronapsylla,,,,,,,,,,,Siphonaptera,Stephanocircidae,Coronapsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Stephanocircidoidea,Stephanocircinae,Coronapsylla,,FALSE
BYU,2953,,,,,,,,Corrodopsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Corrodopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Doratopsyllinae,Corrodopsylla,,FALSE
BYU,2954,,,,,,,,Corypsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Corypsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Rhadinopsyllinae,Corypsylla,,FALSE
BYU,2955,,,,,,,,Craneopsylla,,,,,,,,,,,Siphonaptera,Stephanocircidae,Craneopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Stephanocircidoidea,Craneopsyllinae,Craneopsylla,,FALSE
BYU,2956,,,,,,,,Cratynius,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Cratynius,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllinae,Cratynius,,FALSE
BYU,2957,,,,,,,,Cryptopsylla,,,,,,,,,,,Siphonaptera,Chimaeropsyllidae,Cryptopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Chiastopsyllinae,Cryptopsylla,,FALSE
BYU,2958,,,,,,,,Ctenidiosomus,,,,,,,,,,,Siphonaptera,Stivaliidae,Ctenidiosomus,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Ctenidiosomus,,FALSE
BYU,2959,,,,,,,,Ctenocephalides,,,,,,,,,,,Siphonaptera,Pulicidae,Ctenocephalides,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,Pulicinae,Ctenocephalides,,FALSE
BYU,2960,,,,,,,,Ctenoparia,,,,,,,,,,,Siphonaptera,Hystrichopsyllidae,Ctenoparia,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllinae,Ctenoparia,,FALSE
BYU,2963,,,,,,,,Ctenophyllus,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Ctenophyllus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Ctenophyllus,,FALSE
BYU,2964,,,,,,,,Dactylopsylla,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Dactylopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Dactylopsyllinae,Dactylopsylla,,FALSE
BYU,2965,,,,,,,,Dampfia,,,,,,,,,,,Siphonaptera,Ischnopsyllidae,Dampfia,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllinae,Dampfia,,FALSE
BYU,2966,,,,,,,,Dasypsyllus,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Dasypsyllus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Dasypsyllus,,FALSE
BYU,2967,,,,,,,,Delopsylla,,,,,,,,,,,Siphonaptera,Pulicidae,Delopsylla,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,Pulicinae,Delopsylla,,FALSE
BYU,2968,,,,,,,,Delostichus,,,,,,,,,,,Siphonaptera,Rhopalopsyllidae,Delostichus,,,,,,,,,,,,Pulicomorpha,Malacopsylloidea ,Parapsyllinae,Delostichus,,FALSE
BYU,2969,,,,,,,,Delotelis,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Delotelis,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Neopsyllinae,Delotelis,,FALSE
BYU,2970,,,,,,,,Demeillionia,,,,,,,,,,,Siphonaptera,Chimaeropsyllidae,Demeillionia,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Epirimiinae,Demeillionia,,FALSE
BYU,2971,,,,,,,,Desertopsylla,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Desertopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Desertopsylla,,FALSE
BYU,2972,,,,,,,,Dinopsyllus,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Dinopsyllus,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Dinopsyllinae,Dinopsyllus,,FALSE
BYU,2973,,,,,,,,Dolichopsyllus,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Dolichopsyllus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Dolichopsyllus,,FALSE
BYU,2974,,,,,,,,Doratopsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Doratopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Doratopsyllinae,Doratopsylla,,FALSE
BYU,2975,,,,,,,,Dorcadia,,,,,,,,,,,Siphonaptera,Vermipsyllidae,Dorcadia,,,,,,,,,,,,Pulicomorpha,Vermipsylloidea  ,,Dorcadia,,FALSE
BYU,2976,,,,,,,,Echidnophaga,,,,,,,,,,,Siphonaptera,Pulicidae,Echidnophaga,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,Pulicinae,Echidnophaga,,FALSE
BYU,2977,,,,,,,,Ectinorus,,,,,,,,,,,Siphonaptera,Rhopalopsyllidae,Ectinorus,,,,,,,,,,,,Pulicomorpha,Malacopsylloidea ,Parapsyllinae,Ectinorus,,FALSE
BYU,2978,,,,,,,,Eopsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Eopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Anomiopsyllinae,Eopsylla,,FALSE
BYU,2979,,,,,,,,Eospilopsyllus,,,,,,,,,,,Siphonaptera,Pulicidae,Eospilopsyllus,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,Spilopsyllinae,Eospilopsyllus,,FALSE
BYU,2980,,,,,,,,Epirimia,,,,,,,,,,,Siphonaptera,Chimaeropsyllidae,Epirimia,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Epirimiinae,Epirimia,,FALSE
BYU,2981,,,,,,,,Epitedia,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Epitedia,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Neopsyllinae,Epitedia,,FALSE
BYU,2982,,,,,,,,Eritranis,,,,,,,,,,,Siphonaptera,Rhopalopsyllidae,Eritranis,,,,,,,,,,,,Pulicomorpha,Malacopsylloidea ,Parapsyllinae,Eritranis,,FALSE
BYU,2983,,,,,,,,Ernestinia,,,,,,,,,,,Siphonaptera,Stivaliidae,Ernestinia,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Ernestinia,,FALSE
BYU,2984,,,,,,,,Euhoplopsyllus,,,,,,,,,,,Siphonaptera,Pulicidae,Euhoplopsyllus,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,Spilopsyllinae,Euhoplopsyllus,,FALSE
BYU,2985,,,,,,,,Eumolpianus,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Eumolpianus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Eumolpianus,,FALSE
BYU,2986,,,,,,,,Farhangia,,,,,,,,,,,Siphonaptera,Stivaliidae,Farhangia,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Farhangia,,FALSE
BYU,2987,,,,,,,,Foxella,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Foxella,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Dactylopsyllinae,Foxella,,FALSE
BYU,2988,,,,,,,,Frontopsylla,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Frontopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Frontopsylla,,FALSE
BYU,2989,,,,,,,,Genoneopsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Genoneopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Neopsyllinae,Genoneopsylla,,FALSE
BYU,2990,,,,,,,,Geohollandia,,,,,,,,,,,Siphonaptera,Pygiopsyllidae,Geohollandia,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Geohollandia,,FALSE
BYU,2991,,,,,,,,Gephyropsylla,,,,,,,,,,,Siphonaptera,Rhopalopsyllidae,Gephyropsylla,,,,,,,,,,,,Pulicomorpha,Malacopsylloidea ,Rhopalopsyllinae,Gephyropsylla,,FALSE
BYU,2992,,,,,,,,Geusibia,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Geusibia,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Geusibia,,FALSE
BYU,2993,,,,,,,,Glaciopsyllus,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Glaciopsyllus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Glaciopsyllus,,FALSE
BYU,2994,,,,,,,,Gryphopsylla,,,,,,,,,,,Siphonaptera,Stivaliidae,Gryphopsylla,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Gryphopsylla,,FALSE
BYU,2995,,,,,,,,Gymnomeropsylla,,,,,,,,,,,Siphonaptera,Stivaliidae,Gymnomeropsylla,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Gymnomeropsylla,,FALSE
BYU,2996,,,,,,,,Hectiella,,,,,,,,,,,Siphonaptera,Rhopalopsyllidae,Hectiella,,,,,,,,,,,,Pulicomorpha,Malacopsylloidea ,Rhopalopsyllinae,Hectiella,,FALSE
BYU,2997,,,,,,,,Hectopsylla,,,,,,,,,,,Siphonaptera,Tungidae,Hectopsylla,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,,Hectopsylla,,FALSE
BYU,2998,,,,,,,,Hollandipsylla,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Hollandipsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Hollandipsylla,,FALSE
BYU,2999,,,,,,,,Hoogstraalia,,,,,,,,,,,Siphonaptera,Pygiopsyllidae,Hoogstraalia,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Hoogstraalia,,FALSE
BYU,3000,,,,,,,,Hopkinsipsylla,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Hopkinsipsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Amphipsyllinae,Hopkinsipsylla,,FALSE
BYU,3001,,,,,,,,Hoplopsyllus,,,,,,,,,,,Siphonaptera,Pulicidae,Hoplopsyllus,,,,,,,,,,,,Pulicomorpha,Pulicoidea  ,Spilopsyllinae,Hoplopsyllus,,FALSE
BYU,3002,,,,,,,,Hormopsylla,,,,,,,,,,,Siphonaptera,Ischnopsyllidae,Hormopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllinae,Hormopsylla,,FALSE
BYU,3003,,,,,,,,Hypsophthalmus,,,,,,,,,,,Siphonaptera,Chimaeropsyllidae,Hypsophthalmus,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Chimaeropsyllinae,Hypsophthalmus,,FALSE
BYU,3004,,,,,,,,Hystrichopsylla,,,,,,,,,,,Siphonaptera,Hystrichopsyllidae,Hystrichopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Hystrichopsyllinae,Hystrichopsylla,,FALSE
BYU,3005,,,,,,,,Idilla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Idilla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Doratopsyllinae,Idilla,,FALSE
BYU,3006,,,,,,,,Idiochaetis,,,,,,,,,,,Siphonaptera,Stivaliidae,Idiochaetis,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Idiochaetis,,FALSE
BYU,3007,,,,,,,,Igioffius,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Igioffius,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Igioffius,,FALSE
BYU,3008,,,,,,,,Ischnopsyllus,,,,,,,,,,,Siphonaptera,Ischnopsyllidae,Ischnopsyllus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllinae,Ischnopsyllus,,FALSE
BYU,3010,,,,,,,,Jordanopsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Jordanopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Anomiopsyllinae,Jordanopsylla,,FALSE
BYU,3011,,,,,,,,Kohlsia,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Kohlsia,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Kohlsia,,FALSE
BYU,3012,,,,,,,,Lagaropsylla,,,,,,,,,,,Siphonaptera,Ischnopsyllidae,Lagaropsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllinae,Lagaropsylla,,FALSE
BYU,3013,,,,,,,,Lentistivalius,,,,,,,,,,,Siphonaptera,Stivaliidae,Lentistivalius,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Lentistivalius,,FALSE
BYU,3014,,,,,,,,Leptopsylla,,,,,,,,,,,Siphonaptera,Leptopsyllidae,Leptopsylla,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Leptopsyllinae,Leptopsylla,,FALSE
BYU,3015,,,,,,,,Libyastus,,,,,,,,,,,Siphonaptera,Ceratophyllidae,Libyastus,,,,,,,,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Libyastus,,FALSE
BYU,3016,,,,,,,,Listronius,,,,,,,,,,,Siphonaptera,Rhopalopsyllidae,Listronius,,,,,,,,,,,,Pulicomorpha,Malacopsylloidea ,Parapsyllinae,Listronius,,FALSE
BYU,3017,,,,,,,,Listropsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Listropsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Listropsyllinae,Listropsylla,,FALSE
BYU,3018,,,,,,,,Liuopsylla,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Liuopsylla,,,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Liuopsyllinae,Liuopsylla,,FALSE
BYU,3019,,,,,,,,Lycopsylla,,,,,,,,,,,Siphonaptera,Lycopsyllidae,Lycopsylla,,,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Lycopsylla,,FALSE
