TPTdataset,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,infraorder,superfamily,subfamily,canonicalName,dupe_dataset,reason
BYU,1989,,,,,,,,Oropsylla montana (Baker 1895),,,,,,1895,,,,,Siphonaptera,Ceratophyllidae,Oropsylla,,montana,,,,(Baker 1895),,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Oropsylla montana,,FALSE
BYU,2136,,,,,,,,Oropsylla oregonensis (Good & Prince 1939),,,,,,1939,,,,,Siphonaptera,Ceratophyllidae,Oropsylla,,oregonensis,,,,(Good & Prince 1939),,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Oropsylla oregonensis,,FALSE
BYU,2415,,,,,,,,Oropsylla rupestris (Jordan 1929),,,,,,1929,,,,,Siphonaptera,Ceratophyllidae,Oropsylla,,rupestris,,,,(Jordan 1929),,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Oropsylla rupestris,,FALSE
BYU,2503,,,,,,,,Oropsylla silantiewi (Wagner 1898),,,,,,1898,,,,,Siphonaptera,Ceratophyllidae,Oropsylla,,silantiewi,,,,(Wagner 1898),,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Oropsylla silantiewi,,FALSE
BYU,2644,,,,,,,,"Oropsylla tapina Peus, 1977",,,,,,1977,,,,,Siphonaptera,Ceratophyllidae,Oropsylla,,tapina,,,,"Peus, 1977",,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Oropsylla tapina,,FALSE
BYU,2757,,,,,,,,Oropsylla tuberculata (Baker 1904),,,,,,1904,,,,,Siphonaptera,Ceratophyllidae,Oropsylla,,tuberculata,,,,(Baker 1904),,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Oropsylla tuberculata,,FALSE
BYU,2836,,,,,,,,Oropsylla washingtonensis (Good & Prince 1939),,,,,,1939,,,,,Siphonaptera,Ceratophyllidae,Oropsylla,,washingtonensis,,,,(Good & Prince 1939),,,,,,Ceratophyllomorpha,Ceratophylloidea,Ceratophyllinae,Oropsylla washingtonensis,,FALSE
BYU,1,,,,,,,,Orthopsylloides orthopsylloides abacetus (Jordan & Rothschild 1922),,,,,,1922,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,orthopsylloides,abacetus,,,(Jordan & Rothschild 1922),,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides orthopsylloides abacetus,,FALSE
BYU,816,,,,,,,,"Orthopsylloides andersoni George & Beaucournu, 1995",,,,,,1995,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,andersoni,,,,"George & Beaucournu, 1995",,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides andersoni,,FALSE
BYU,1902,,,,,,,,"Orthopsylloides mardoni Hastriter, 2014",,,,,,2014,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,mardoni,,,,"Hastriter, 2014",,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides mardoni,,FALSE
BYU,1904,,,,,,,,"Orthopsylloides maricaballa Hastriter, 2014",,,,,,2014,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,maricaballa,,,,"Hastriter, 2014",,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides maricaballa,,FALSE
BYU,2152,,,,,,,,"Orthopsylloides orthodactylus Holland, 1969",,,,,,1969,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,orthodactylus,,,,"Holland, 1969",,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides orthodactylus,,FALSE
BYU,2154,,,,,,,,Orthopsylloides orthopsylloides,,,,,,,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,orthopsylloides,,,,,,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides orthopsylloides,,FALSE
BYU,2214,,,,,,,,"Orthopsylloides penquinata Hastriter, 2014",,,,,,2014,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,penquinata,,,,"Hastriter, 2014",,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides penquinata,,FALSE
BYU,2354,,,,,,,,"Orthopsylloides rawlilnsi Hastriter, 2014",,,,,,2014,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,rawlilnsi,,,,"Hastriter, 2014",,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides rawlilnsi,,FALSE
BYU,2368,,,,,,,,"Orthopsylloides repanda Hastriter, 2014",,,,,,2014,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,repanda,,,,"Hastriter, 2014",,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides repanda,,FALSE
BYU,2754,,,,,,,,"Orthopsylloides truncata Hastriter, 2014",,,,,,2014,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,truncata,,,,"Hastriter, 2014",,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides truncata,,FALSE
BYU,2778,,,,,,,,"Orthopsylloides uncinata Hastriter, 2014",,,,,,2014,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,uncinata,,,,"Hastriter, 2014",,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides uncinata,,FALSE
BYU,2849,,,,,,,,"Orthopsylloides whitingi Hastriter, 2014",,,,,,2014,,,,,Siphonaptera,Stivaliidae,Orthopsylloides,,whitingi,,,,"Hastriter, 2014",,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Orthopsylloides whitingi,,FALSE
BYU,1676,,,,,,,,Oxyparius isomalus (Waterston 1915),,,,,,1915,,,,,Siphonaptera,Ischnopsyllidae,Oxyparius,,isomalus,,,,(Waterston 1915),,,,,,Ceratophyllomorpha,Ceratophylloidea,Ischnopsyllinae,Oxyparius isomalus,,FALSE
BYU,1437,,,,,,,,Pagipsylla galliralli (Smit 1965),,,,,,1965,,,,,Siphonaptera,Pygiopsyllidae,Pagipsylla,,galliralli,,,,(Smit 1965),,,,,,Pygiopsyllomorpha,Pygiopsylloidea,,Pagipsylla galliralli,,FALSE
BYU,65,,,,,,,,"Palaeopsylla atlantica atlantica Jordan & Rothschild, 1912",,,,,,1912,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,atlantica,atlantica,,,"Jordan & Rothschild, 1912",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla atlantica atlantica,,FALSE
BYU,261,,,,,,,,"Palaeopsylla atlantica grulichi Beaucournu, 1975",,,,,,1975,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,atlantica,grulichi,,,"Beaucournu, 1975",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla atlantica grulichi,,FALSE
BYU,367,,,,,,,,"Palaeopsylla tauberi makaluensis Brelih, 1975",,,,,,1975,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,tauberi,makaluensis,,,"Brelih, 1975",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla tauberi makaluensis,,FALSE
BYU,462,,,,,,,,"Palaeopsylla similis peusi Smit, 1953",,,,,,1953,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,similis,peusi,,,"Smit, 1953",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla similis peusi,,FALSE
BYU,531,,,,,,,,"Palaeopsylla soricis rosickyi Smit, 1960",,,,,,1960,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,soricis,rosickyi,,,"Smit, 1960",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla soricis rosickyi,,FALSE
BYU,550,,,,,,,,"Palaeopsylla soricis scobina Smit & Rosicky, 1965",,,,,,1965,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,soricis,scobina,,,"Smit & Rosicky, 1965",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla soricis scobina,,FALSE
BYU,576,,,,,,,,"Palaeopsylla similis similis Dampf, 1910",,,,,,1910,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,similis,similis,,,"Dampf, 1910",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla similis similis,,FALSE
BYU,587,,,,,,,,Palaeopsylla soricis soricis (Dale 1878),,,,,,1878,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,soricis,soricis,,,(Dale 1878),,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla soricis soricis,,FALSE
BYU,599,,,,,,,,"Palaeopsylla soricis starki Wagner, 1930",,,,,,1930,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,soricis,starki,,,"Wagner, 1930",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla soricis starki,,FALSE
BYU,624,,,,,,,,"Palaeopsylla tauberi tauberi Lewis, 1973",,,,,,1973,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,tauberi,tauberi,,,"Lewis, 1973",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla tauberi tauberi,,FALSE
BYU,690,,,,,,,,"Palaeopsylla soricis vesperis Smit, 1975",,,,,,1975,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,soricis,vesperis,,,"Smit, 1975",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla soricis vesperis,,FALSE
BYU,787,,,,,,,,"Palaeopsylla alpestris Argyropulo, 1946",,,,,,1946,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,alpestris,,,,"Argyropulo, 1946",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla alpestris,,FALSE
BYU,840,,,,,,,,"Palaeopsylla anserocepsoides Zhang, Wu & Liu, 1984",,,,,,1984,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,anserocepsoides,,,,"Zhang, Wu & Liu, 1984",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla anserocepsoides,,FALSE
BYU,853,,,,,,,,"Palaeopsylla aporema Smit & Rosicky, 1976",,,,,,1976,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,aporema,,,,"Smit & Rosicky, 1976",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla aporema,,FALSE
BYU,860,,,,,,,,"Palaeopsylla apsidata Traub & Evans, 1967",,,,,,1967,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,apsidata,,,,"Traub & Evans, 1967",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla apsidata,,FALSE
BYU,904,,,,,,,,Palaeopsylla atlantica,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,atlantica,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla atlantica,,FALSE
BYU,930,,,,,,,,"Palaeopsylla baltica Beaucournu & Wunderlich, 2001",,,,,,2001,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,baltica,,,,"Beaucournu & Wunderlich, 2001",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla baltica,,FALSE
BYU,1001,,,,,,,,"Palaeopsylla brevifrontata Zhang, Wu & Liu, 1984",,,,,,1984,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,brevifrontata,,,,"Zhang, Wu & Liu, 1984",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla brevifrontata,,FALSE
BYU,1005,,,,,,,,"Palaeopsylla breviprocera Wu, Guo & Liu, 1996",,,,,,1996,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,breviprocera,,,,"Wu, Guo & Liu, 1996",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla breviprocera,,FALSE
BYU,1064,,,,,,,,"Palaeopsylla caucasica Argyropulo, 1946",,,,,,1946,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,caucasica,,,,"Argyropulo, 1946",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla caucasica,,FALSE
BYU,1100,,,,,,,,"Palaeopsylla chiyingi Xie & Yang, 1982",,,,,,1982,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,chiyingi,,,,"Xie & Yang, 1982",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla chiyingi,,FALSE
BYU,1105,,,,,,,,"Palaeopsylla cisalpina Jordan & Rothschild, 1920",,,,,,1920,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,cisalpina,,,,"Jordan & Rothschild, 1920",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla cisalpina,,FALSE
BYU,1157,,,,,,,,"Palaeopsylla copidophora Peus, 1977",,,,,,1977,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,copidophora,,,,"Peus, 1977",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla copidophora,,FALSE
BYU,1212,,,,,,,,"Palaeopsylla danieli Smit & Rosicky, 1976",,,,,,1976,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,danieli,,,,"Smit & Rosicky, 1976",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla danieli,,FALSE
BYU,1263,,,,,,,,"Palaeopsylla dissimilis Peus, 1968",,,,,,1968,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,dissimilis,,,,"Peus, 1968",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla dissimilis,,FALSE
BYU,1496,,,,,,,,"Palaeopsylla groehni Beaucournu, 2003",,,,,,2003,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,groehni,,,,"Beaucournu, 2003",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla groehni,,FALSE
BYU,1498,,,,,,,,"Palaeopsylla gromovi Argyropulo, 1946",,,,,,1946,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,gromovi,,,,"Argyropulo, 1946",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla gromovi,,FALSE
BYU,1519,,,,,,,,"Palaeopsylla hamata Peus, 1964",,,,,,1964,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,hamata,,,,"Peus, 1964",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla hamata,,FALSE
BYU,1542,,,,,,,,"Palaeopsylla helenae Lewis, 1973",,,,,,1973,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,helenae,,,,"Lewis, 1973",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla helenae,,FALSE
BYU,1612,,,,,,,,"Palaeopsylla iberica Jordan & Rothschild, 1921",,,,,,1921,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,iberica,,,,"Jordan & Rothschild, 1921",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla iberica,,FALSE
BYU,1629,,,,,,,,"Palaeopsylla incisa Peus, 1977",,,,,,1977,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,incisa,,,,"Peus, 1977",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla incisa,,FALSE
BYU,1632,,,,,,,,"Palaeopsylla incurva Jordan, 1932",,,,,,1932,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,incurva,,,,"Jordan, 1932",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla incurva,,FALSE
BYU,1715,,,,,,,,"Palaeopsylla kappa Jameson & Hsieh, 1969",,,,,,1969,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,kappa,,,,"Jameson & Hsieh, 1969",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla kappa,,FALSE
BYU,1735,,,,,,,,"Palaeopsylla klebsiana Dampf, 1911",,,,,,1911,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,klebsiana,,,,"Dampf, 1911",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla klebsiana,,FALSE
BYU,1740,,,,,,,,"Palaeopsylla kohauti Dampf, 1911",,,,,,1911,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,kohauti,,,,"Dampf, 1911",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla kohauti,,FALSE
BYU,1747,,,,,,,,"Palaeopsylla kueichenae Xie & Yang, 1982",,,,,,1982,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,kueichenae,,,,"Xie & Yang, 1982",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla kueichenae,,FALSE
BYU,1780,,,,,,,,"Palaeopsylla laxata Jordan, 1933",,,,,,1933,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,laxata,,,,"Jordan, 1933",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla laxata,,FALSE
BYU,1781,,,,,,,,"Palaeopsylla laxidigita Xie & Gong, 1989",,,,,,1989,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,laxidigita,,,,"Xie & Gong, 1989",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla laxidigita,,FALSE
BYU,1841,,,,,,,,"Palaeopsylla longidigita Chen, Wei & Li, 1979",,,,,,1979,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,longidigita,,,,"Chen, Wei & Li, 1979",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla longidigita,,FALSE
BYU,1932,,,,,,,,"Palaeopsylla medimina Xie & Gong, 1989",,,,,,1989,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,medimina,,,,"Xie & Gong, 1989",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla medimina,,FALSE
BYU,1969,,,,,,,,Palaeopsylla minor (Dale 1878),,,,,,1878,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,minor,,,,(Dale 1878),,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla minor,,FALSE
BYU,1975,,,,,,,,"Palaeopsylla miranda Smit, 1960",,,,,,1960,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,miranda,,,,"Smit, 1960",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla miranda,,FALSE
BYU,1977,,,,,,,,"Palaeopsylla miyama Sakaguti & Jameson, 1959",,,,,,1959,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,miyama,,,,"Sakaguti & Jameson, 1959",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla miyama,,FALSE
BYU,1980,,,,,,,,"Palaeopsylla mogura Sakaguti & Jameson, 1960",,,,,,1960,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,mogura,,,,"Sakaguti & Jameson, 1960",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla mogura,,FALSE
BYU,2070,,,,,,,,"Palaeopsylla nippon Jameson & Kumada, 1953",,,,,,1953,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,nippon,,,,"Jameson & Kumada, 1953",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla nippon,,FALSE
BYU,2095,,,,,,,,"Palaeopsylla nushanensis Gong & Li, 1992",,,,,,1992,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,nushanensis,,,,"Gong & Li, 1992",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla nushanensis,,FALSE
BYU,2101,,,,,,,,"Palaeopsylla obliqua Peus, 1977",,,,,,1977,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,obliqua,,,,"Peus, 1977",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla obliqua,,FALSE
BYU,2104,,,,,,,,"Palaeopsylla obtusa Peus, 1977",,,,,,1977,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,obtusa,,,,"Peus, 1977",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla obtusa,,FALSE
BYU,2106,,,,,,,,"Palaeopsylla obtuspina Chen, Wei & Li,",,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,obtuspina,,,,"Chen, Wei & Li,",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla obtuspina,,FALSE
BYU,2132,,,,,,,,"Palaeopsylla opacusa Gong & Feng, 1997",,,,,,1997,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,opacusa,,,,"Gong & Feng, 1997",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla opacusa,,FALSE
BYU,2157,,,,,,,,"Palaeopsylla osetica Ioff, 1953",,,,,,1953,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,osetica,,,,"Ioff, 1953",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla osetica,,FALSE
BYU,2160,,,,,,,,"Palaeopsylla oxygonia Peus, 1965",,,,,,1965,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,oxygonia,,,,"Peus, 1965",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla oxygonia,,FALSE
BYU,2284,,,,,,,,"Palaeopsylla polyspina Xie & Gong, 1989",,,,,,1989,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,polyspina,,,,"Xie & Gong, 1989",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla polyspina,,FALSE
BYU,2357,,,,,,,,"Palaeopsylla recava Traub & Evans, 1967",,,,,,1967,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,recava,,,,"Traub & Evans, 1967",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla recava,,FALSE
BYU,2367,,,,,,,,"Palaeopsylla remota Jordan, 1929",,,,,,1929,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,remota,,,,"Jordan, 1929",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla remota,,FALSE
BYU,2483,,,,,,,,"Palaeopsylla setzeri Traub & Evans, 1967",,,,,,1967,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,setzeri,,,,"Traub & Evans, 1967",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla setzeri,,FALSE
BYU,2508,,,,,,,,Palaeopsylla similis,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,similis,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla similis,,FALSE
BYU,2528,,,,,,,,"Palaeopsylla sinica Ioff, 1953",,,,,,1953,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,sinica,,,,"Ioff, 1953",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla sinica,,FALSE
BYU,2542,,,,,,,,"Palaeopsylla smiti Peus, 1965",,,,,,1965,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,smiti,,,,"Peus, 1965",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla smiti,,FALSE
BYU,2560,,,,,,,,Palaeopsylla soricis,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,soricis,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla soricis,,FALSE
BYU,2587,,,,,,,,"Palaeopsylla steini Jordan, 1932",,,,,,1932,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,steini,,,,"Jordan, 1932",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla steini,,FALSE
BYU,2636,,,,,,,,"Palaeopsylla talpae Gong & Feng, 1997",,,,,,1997,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,talpae,,,,"Gong & Feng, 1997",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla talpae,,FALSE
BYU,2651,,,,,,,,Palaeopsylla tauberi,,,,,,,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,tauberi,,,,,,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla tauberi,,FALSE
BYU,2791,,,,,,,,"Palaeopsylla vallei Beaucournu, 1979",,,,,,1979,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,vallei,,,,"Beaucournu, 1979",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla vallei,,FALSE
BYU,2802,,,,,,,,"Palaeopsylla vartanovi Ioff, 1950",,,,,,1950,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,vartanovi,,,,"Ioff, 1950",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla vartanovi,,FALSE
BYU,2866,,,,,,,,"Palaeopsylla wushanensis Liu & Wang, 1994",,,,,,1994,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,wushanensis,,,,"Liu & Wang, 1994",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla wushanensis,,FALSE
BYU,2883,,,,,,,,"Palaeopsylla yunnanensis Xie & Yang, 1982",,,,,,1982,,,,,Siphonaptera,Ctenophthalmidae,Palaeopsylla,,yunnanensis,,,,"Xie & Yang, 1982",,,,,,Hystrichopsyllomorpha,Hystrichopsylloidea,Ctenophthalminae,Palaeopsylla yunnanensis,,FALSE
